# filmdec totalHits=807855 recordsEcrits=807855
eid,typeIndex,compIndex,param4,bitCursor,skipCount
1073742381,35,1,1,262,0
1073742381,35,5,1,293,0
1073742381,35,25,1,322,0
1073742381,35,32,1,332,0
1073742383,35,0,1,386,0
1073742383,35,1,1,433,0
1073742383,35,21,1,464,0
1073742383,35,25,1,489,0
1073742385,35,0,1,544,0
1073742385,35,1,1,591,0
1073742385,35,25,1,622,0
1073742385,35,54,1,632,0
1073742386,35,0,1,1037,0
1073742386,35,1,1,1084,0
1073742386,35,25,1,1115,0
1073742387,35,0,1,1164,0
1073742387,35,1,1,1211,0
1073742387,35,25,1,1242,0
3221226611,41,0,1,1291,0
3221226611,41,1,1,1336,0
3221226611,41,2,1,1366,0
1073743881,42,0,1,1439,0
1073743881,42,1,1,1484,0
1073743881,42,2,1,1514,0
1073743881,42,3,1,1542,0
1073743883,37,0,1,1615,0
1073743883,37,1,1,1660,0
1073743883,37,2,1,1690,0
1073743883,37,3,1,1718,0
1073742383,35,0,1,386,0
1073742383,35,1,1,433,0
1073742383,35,21,1,464,0
1073742383,35,25,1,489,0
1073741947,4,0,0,29,0
1073742378,35,0,1,70,0
1073742378,35,25,1,117,0
1073742381,35,0,1,172,0
1073742381,35,5,1,219,0
1073742381,35,25,1,248,0
1073742381,35,32,1,258,0
1073742383,35,0,1,306,0
1073742383,35,1,1,353,0
1073742383,35,25,1,384,0
1073742385,35,0,1,439,0
1073742385,35,1,1,486,0
1073742385,35,25,1,517,0
1073742385,35,54,1,527,0
1073742386,35,0,1,932,0
1073742386,35,1,1,979,0
1073742386,35,25,1,1010,0
1073742387,35,0,1,1059,0
1073742387,35,1,1,1106,0
1073742387,35,25,1,1137,0
3221226611,41,0,1,1186,0
3221226611,41,1,1,1231,0
3221226611,41,2,1,1261,0
1073743881,42,0,1,1334,0
1073743881,42,1,1,1379,0
1073743881,42,2,1,1409,0
1073743881,42,3,1,1437,0
1073743883,37,0,1,1510,0
1073743883,37,1,1,1555,0
1073743883,37,2,1,1585,0
1073743883,37,3,1,1613,0
1073742383,35,0,1,306,0
1073742383,35,1,1,353,0
1073742383,35,25,1,384,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,221,0
1073742381,35,1,1,268,0
1073742381,35,5,1,299,0
1073742381,35,25,1,328,0
1073742381,35,32,1,338,0
1073742381,35,42,1,347,0
1073742383,35,0,1,393,0
1073742383,35,1,1,440,0
1073742383,35,25,1,471,0
1073742385,35,0,1,526,0
1073742385,35,1,1,573,0
1073742385,35,25,1,604,0
1073742385,35,54,1,614,0
1073742386,35,0,1,1019,0
1073742386,35,1,1,1066,0
1073742386,35,25,1,1097,0
1073742387,35,0,1,1146,0
1073742387,35,1,1,1193,0
1073742387,35,25,1,1224,0
3221226611,41,0,1,1273,0
3221226611,41,1,1,1318,0
3221226611,41,2,1,1348,0
1073743881,42,0,1,1421,0
1073743881,42,1,1,1466,0
1073743881,42,2,1,1496,0
1073743881,42,3,1,1524,0
1073743883,37,0,1,1597,0
1073743883,37,1,1,1642,0
1073743883,37,2,1,1672,0
1073743883,37,3,1,1700,0
1073742383,35,0,1,393,0
1073742383,35,1,1,440,0
1073742383,35,25,1,471,0
1073741879,5,20,1,29,0
1073741947,4,0,0,134,0
1073741948,21,13,0,169,0
1073741954,21,13,0,204,0
1073742378,35,0,1,251,0
1073742378,35,1,1,298,0
1073742378,35,25,1,329,0
1073742381,35,0,1,384,0
1073742381,35,5,1,431,0
1073742381,35,25,1,460,0
1073742381,35,32,1,470,0
1073742383,35,0,1,518,0
1073742383,35,1,1,565,0
1073742383,35,25,1,596,0
1073742385,35,0,1,651,0
1073742385,35,1,1,698,0
1073742385,35,25,1,729,0
1073742385,35,54,1,739,0
1073742386,35,0,1,1144,0
1073742386,35,1,1,1191,0
1073742386,35,25,1,1222,0
1073742387,35,0,1,1271,0
1073742387,35,1,1,1318,0
1073742387,35,25,1,1349,0
3221226611,41,0,1,1398,0
3221226611,41,1,1,1443,0
3221226611,41,2,1,1473,0
1073743881,42,0,1,1546,0
1073743881,42,1,1,1591,0
1073743881,42,2,1,1621,0
1073743881,42,3,1,1649,0
1073743883,37,0,1,1722,0
1073743883,37,1,1,1767,0
1073743883,37,2,1,1797,0
1073743883,37,3,1,1825,0
1073742383,35,0,1,518,0
1073742383,35,1,1,565,0
1073742383,35,25,1,596,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,215,0
1073742381,35,1,1,262,0
1073742381,35,5,1,293,0
1073742381,35,25,1,322,0
1073742381,35,32,1,332,0
1073742383,35,0,1,380,0
1073742383,35,1,1,427,0
1073742383,35,25,1,458,0
1073742385,35,0,1,513,0
1073742385,35,1,1,560,0
1073742385,35,25,1,591,0
1073742385,35,54,1,601,0
1073742386,35,0,1,1006,0
1073742386,35,1,1,1053,0
1073742386,35,25,1,1084,0
1073742387,35,0,1,1133,0
1073742387,35,1,1,1180,0
1073742387,35,25,1,1211,0
3221226611,41,0,1,1260,0
3221226611,41,1,1,1305,0
3221226611,41,2,1,1335,0
1073743881,42,0,1,1408,0
1073743881,42,1,1,1453,0
1073743881,42,2,1,1483,0
1073743881,42,3,1,1511,0
1073743883,37,0,1,1584,0
1073743883,37,1,1,1629,0
1073743883,37,2,1,1659,0
1073743883,37,3,1,1687,0
1073742383,35,0,1,380,0
1073742383,35,1,1,427,0
1073742383,35,25,1,458,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,209,0
1073742381,35,5,1,256,0
1073742381,35,25,1,285,0
1073742381,35,32,1,295,0
1073742383,35,0,1,343,0
1073742383,35,1,1,390,0
1073742383,35,25,1,421,0
1073742385,35,0,1,476,0
1073742385,35,1,1,523,0
1073742385,35,25,1,554,0
1073742385,35,54,1,564,0
1073742386,35,0,1,981,0
1073742386,35,1,1,1028,0
1073742386,35,25,1,1059,0
1073742386,35,57,2,1069,0
1073742386,35,59,2,1071,0
1073742387,35,0,1,1115,0
1073742387,35,1,1,1162,0
1073742387,35,25,1,1193,0
3221226611,41,0,1,1242,0
3221226611,41,1,1,1287,0
3221226611,41,2,1,1317,0
1073743881,42,0,1,1390,0
1073743881,42,1,1,1435,0
1073743881,42,2,1,1465,0
1073743881,42,3,1,1493,0
1073743883,37,0,1,1566,0
1073743883,37,1,1,1611,0
1073743883,37,2,1,1641,0
1073743883,37,3,1,1669,0
1073742383,35,0,1,343,0
1073742383,35,1,1,390,0
1073742383,35,25,1,421,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,215,0
1073742381,35,1,1,262,0
1073742381,35,5,1,293,0
1073742381,35,25,1,322,0
1073742381,35,32,1,332,0
1073742383,35,0,1,374,0
1073742383,35,25,1,421,0
1073742385,35,0,1,476,0
1073742385,35,1,1,523,0
1073742385,35,25,1,554,0
1073742385,35,54,1,564,0
1073742386,35,0,1,975,0
1073742386,35,1,1,1022,0
1073742386,35,25,1,1053,0
1073742386,35,28,1,1063,0
1073742387,35,0,1,1112,0
1073742387,35,1,1,1159,0
1073742387,35,25,1,1190,0
3221226611,41,0,1,1239,0
3221226611,41,1,1,1284,0
3221226611,41,2,1,1314,0
1073743881,42,0,1,1387,0
1073743881,42,1,1,1432,0
1073743881,42,2,1,1462,0
1073743881,42,3,1,1490,0
1073743883,37,0,1,1563,0
1073743883,37,1,1,1608,0
1073743883,37,2,1,1638,0
1073743883,37,3,1,1666,0
1073742383,35,0,1,374,0
1073742383,35,25,1,421,0
1073741826,2,12,1,29,0
1073741947,4,0,0,93,0
1073742378,35,0,1,140,0
1073742378,35,1,1,187,0
1073742378,35,25,1,218,0
1073742381,35,0,1,273,0
1073742381,35,5,1,320,0
1073742381,35,25,1,349,0
1073742381,35,32,1,359,0
1073742383,35,0,1,401,0
1073742383,35,25,1,448,0
1073742385,35,0,1,503,0
1073742385,35,1,1,550,0
1073742385,35,25,1,581,0
1073742385,35,54,1,591,0
1073742386,35,0,1,996,0
1073742386,35,1,1,1043,0
1073742386,35,25,1,1074,0
1073742387,35,0,1,1123,0
1073742387,35,1,1,1170,0
1073742387,35,25,1,1201,0
3221226611,41,0,1,1250,0
3221226611,41,1,1,1295,0
3221226611,41,2,1,1325,0
1073743881,42,0,1,1398,0
1073743881,42,1,1,1443,0
1073743881,42,2,1,1473,0
1073743881,42,3,1,1501,0
1073743883,37,0,1,1574,0
1073743883,37,1,1,1619,0
1073743883,37,2,1,1649,0
1073743883,37,3,1,1677,0
1073742383,35,0,1,401,0
1073742383,35,25,1,448,0
1073741878,5,1,1,29,0
1073741947,4,0,0,77,0
1073742378,35,0,1,124,0
1073742378,35,1,1,171,0
1073742378,35,25,1,202,0
1073742381,35,0,1,263,0
1073742381,35,1,1,310,0
1073742381,35,5,1,341,0
1073742381,35,25,1,370,0
1073742381,35,32,1,380,0
1073742383,35,0,1,428,0
1073742383,35,21,1,475,0
1073742383,35,25,1,500,0
1073742385,35,0,1,555,0
1073742385,35,1,1,602,0
1073742385,35,25,1,633,0
1073742385,35,54,1,643,0
1073742386,35,0,1,1048,0
1073742386,35,1,1,1095,0
1073742386,35,25,1,1126,0
1073742387,35,0,1,1175,0
1073742387,35,1,1,1222,0
1073742387,35,25,1,1253,0
3221226611,41,0,1,1302,0
3221226611,41,1,1,1347,0
3221226611,41,2,1,1377,0
1073743881,42,0,1,1450,0
1073743881,42,1,1,1495,0
1073743881,42,2,1,1525,0
1073743881,42,3,1,1553,0
1073743883,37,0,1,1626,0
1073743883,37,1,1,1671,0
1073743883,37,2,1,1701,0
1073743883,37,3,1,1729,0
1073742383,35,0,1,428,0
1073742383,35,21,1,475,0
1073742383,35,25,1,500,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,209,0
1073742381,35,5,1,256,0
1073742381,35,25,1,285,0
1073742381,35,32,1,295,0
1073742383,35,0,1,337,0
1073742383,35,25,1,384,0
1073742385,35,0,1,439,0
1073742385,35,1,1,486,0
1073742385,35,25,1,517,0
1073742385,35,54,1,527,0
1073742386,35,0,1,932,0
1073742386,35,1,1,979,0
1073742386,35,25,1,1010,0
1073742387,35,0,1,1059,0
1073742387,35,1,1,1106,0
1073742387,35,25,1,1137,0
3221226611,41,0,1,1186,0
3221226611,41,1,1,1231,0
3221226611,41,2,1,1261,0
1073743881,42,0,1,1334,0
1073743881,42,1,1,1379,0
1073743881,42,2,1,1409,0
1073743881,42,3,1,1437,0
1073743883,37,0,1,1510,0
1073743883,37,1,1,1555,0
1073743883,37,2,1,1585,0
1073743883,37,3,1,1613,0
1073742383,35,0,1,337,0
1073742383,35,25,1,384,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,215,0
1073742381,35,1,1,262,0
1073742381,35,5,1,293,0
1073742381,35,25,1,322,0
1073742381,35,32,1,332,0
1073742383,35,0,1,374,0
1073742383,35,25,1,421,0
1073742385,35,0,1,476,0
1073742385,35,1,1,523,0
1073742385,35,25,1,554,0
1073742385,35,54,1,564,0
1073742386,35,0,1,969,0
1073742386,35,1,1,1016,0
1073742386,35,25,1,1047,0
1073742387,35,0,1,1096,0
1073742387,35,1,1,1143,0
1073742387,35,25,1,1174,0
3221226611,41,0,1,1223,0
3221226611,41,1,1,1268,0
3221226611,41,2,1,1298,0
1073743881,42,0,1,1371,0
1073743881,42,1,1,1416,0
1073743881,42,2,1,1446,0
1073743881,42,3,1,1474,0
1073743883,37,0,1,1547,0
1073743883,37,1,1,1592,0
1073743883,37,2,1,1622,0
1073743883,37,3,1,1650,0
1073742383,35,0,1,374,0
1073742383,35,25,1,421,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,209,0
1073742381,35,5,1,256,0
1073742381,35,25,1,285,0
1073742381,35,32,1,295,0
1073742383,35,0,1,343,0
1073742383,35,1,1,390,0
1073742383,35,25,1,421,0
1073742385,35,0,1,476,0
1073742385,35,1,1,523,0
1073742385,35,25,1,554,0
1073742385,35,54,1,564,0
1073742386,35,0,1,969,0
1073742386,35,1,1,1016,0
1073742386,35,25,1,1047,0
1073742387,35,0,1,1102,0
1073742387,35,1,1,1149,0
1073742387,35,21,1,1180,0
1073742387,35,25,1,1205,0
3221226611,41,0,1,1254,0
3221226611,41,1,1,1299,0
3221226611,41,2,1,1329,0
1073743881,42,0,1,1402,0
1073743881,42,1,1,1447,0
1073743881,42,2,1,1477,0
1073743881,42,3,1,1505,0
1073743883,37,0,1,1578,0
1073743883,37,1,1,1623,0
1073743883,37,2,1,1653,0
1073743883,37,3,1,1681,0
1073742383,35,0,1,343,0
1073742383,35,1,1,390,0
1073742383,35,25,1,421,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,215,0
1073742381,35,1,1,262,0
1073742381,35,5,1,293,0
1073742381,35,25,1,322,0
1073742381,35,32,1,332,0
1073742383,35,0,1,374,0
1073742383,35,25,1,421,0
1073742385,35,0,1,476,0
1073742385,35,1,1,523,0
1073742385,35,25,1,554,0
1073742385,35,54,1,564,0
1073742386,35,0,1,969,0
1073742386,35,1,1,1016,0
1073742386,35,25,1,1047,0
1073742387,35,0,1,1102,0
1073742387,35,1,1,1149,0
1073742387,35,21,1,1180,0
1073742387,35,25,1,1205,0
3221226611,41,0,1,1254,0
3221226611,41,1,1,1299,0
3221226611,41,2,1,1329,0
1073743881,42,0,1,1402,0
1073743881,42,1,1,1447,0
1073743881,42,2,1,1477,0
1073743881,42,3,1,1505,0
1073743883,37,0,1,1578,0
1073743883,37,1,1,1623,0
1073743883,37,2,1,1653,0
1073743883,37,3,1,1681,0
1073742383,35,0,1,374,0
1073742383,35,25,1,421,0
1073741879,5,20,1,29,0
1073741947,4,0,0,134,0
1073742378,35,0,1,175,0
1073742378,35,25,1,222,0
1073742381,35,0,1,283,0
1073742381,35,1,1,330,0
1073742381,35,5,1,361,0
1073742381,35,25,1,390,0
1073742381,35,32,1,400,0
1073742383,35,0,1,448,0
1073742383,35,1,1,495,0
1073742383,35,25,1,526,0
1073742385,35,0,1,581,0
1073742385,35,1,1,628,0
1073742385,35,25,1,659,0
1073742385,35,54,1,669,0
1073742386,35,0,1,1074,0
1073742386,35,1,1,1121,0
1073742386,35,25,1,1152,0
1073742387,35,0,1,1207,0
1073742387,35,1,1,1254,0
1073742387,35,21,1,1285,0
1073742387,35,25,1,1310,0
3221226611,41,0,1,1359,0
3221226611,41,1,1,1404,0
3221226611,41,2,1,1434,0
1073743881,42,0,1,1507,0
1073743881,42,1,1,1552,0
1073743881,42,2,1,1582,0
1073743881,42,3,1,1610,0
1073743883,37,0,1,1683,0
1073743883,37,1,1,1728,0
1073743883,37,2,1,1729,0
1073743883,37,3,1,1757,0
1073742383,35,0,1,448,0
1073742383,35,1,1,495,0
1073742383,35,25,1,526,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,221,0
1073742381,35,1,1,268,0
1073742381,35,5,1,299,0
1073742381,35,21,1,328,0
1073742381,35,25,1,353,0
1073742381,35,32,1,363,0
1073742383,35,0,1,411,0
1073742383,35,1,1,458,0
1073742383,35,25,1,489,0
1073742385,35,0,1,544,0
1073742385,35,1,1,591,0
1073742385,35,25,1,622,0
1073742385,35,54,1,632,0
1073742386,35,0,1,1037,0
1073742386,35,1,1,1084,0
1073742386,35,25,1,1115,0
1073742387,35,0,1,1170,0
1073742387,35,1,1,1217,0
1073742387,35,21,1,1248,0
1073742387,35,25,1,1273,0
3221226611,41,0,1,1322,0
3221226611,41,1,1,1367,0
3221226611,41,2,1,1397,0
1073743881,42,0,1,1470,0
1073743881,42,1,1,1515,0
1073743881,42,2,1,1545,0
1073743881,42,3,1,1573,0
1073743883,37,0,1,1646,0
1073743883,37,1,1,1691,0
1073743883,37,2,1,1692,0
1073743883,37,3,1,1720,0
1073742383,35,0,1,411,0
1073742383,35,1,1,458,0
1073742383,35,25,1,489,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,221,0
1073742381,35,1,1,268,0
1073742381,35,5,1,299,0
1073742381,35,21,1,328,0
1073742381,35,25,1,353,0
1073742381,35,32,1,363,0
1073742383,35,0,1,405,0
1073742383,35,25,1,452,0
1073742385,35,0,1,507,0
1073742385,35,1,1,554,0
1073742385,35,25,1,585,0
1073742385,35,54,1,595,0
1073742386,35,0,1,1000,0
1073742386,35,1,1,1047,0
1073742386,35,25,1,1078,0
1073742387,35,0,1,1133,0
1073742387,35,1,1,1180,0
1073742387,35,21,1,1211,0
1073742387,35,25,1,1236,0
3221226611,41,0,1,1285,0
3221226611,41,1,1,1330,0
3221226611,41,2,1,1360,0
1073743881,42,0,1,1433,0
1073743881,42,1,1,1478,0
1073743881,42,2,1,1508,0
1073743881,42,3,1,1536,0
1073743883,37,0,1,1609,0
1073743883,37,1,1,1654,0
1073743883,37,2,1,1655,0
1073743883,37,3,1,1683,0
1073742383,35,0,1,405,0
1073742383,35,25,1,452,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,221,0
1073742381,35,1,1,268,0
1073742381,35,5,1,299,0
1073742381,35,21,1,328,0
1073742381,35,25,1,353,0
1073742381,35,32,1,363,0
1073742383,35,0,1,411,0
1073742383,35,1,1,458,0
1073742383,35,25,1,489,0
1073742385,35,0,1,544,0
1073742385,35,1,1,591,0
1073742385,35,25,1,622,0
1073742385,35,54,1,632,0
1073742386,35,0,1,1037,0
1073742386,35,1,1,1084,0
1073742386,35,25,1,1115,0
1073742387,35,0,1,1170,0
1073742387,35,1,1,1217,0
1073742387,35,21,1,1248,0
1073742387,35,25,1,1273,0
3221226611,41,0,1,1322,0
3221226611,41,1,1,1367,0
3221226611,41,2,1,1397,0
1073743881,42,0,1,1470,0
1073743881,42,1,1,1515,0
1073743881,42,2,1,1545,0
1073743881,42,3,1,1573,0
1073743883,37,0,1,1646,0
1073743883,37,1,1,1691,0
1073743883,37,2,1,1692,0
1073743883,37,3,1,1720,0
1073742383,35,0,1,411,0
1073742383,35,1,1,458,0
1073742383,35,25,1,489,0
1073741826,2,5,1,29,0
1073741947,4,0,0,93,0
1073742378,35,0,1,134,0
1073742378,35,25,1,181,0
1073742381,35,0,1,248,0
1073742381,35,1,1,295,0
1073742381,35,5,1,326,0
1073742381,35,21,1,355,0
1073742381,35,25,1,380,0
1073742381,35,32,1,390,0
1073742383,35,0,1,444,0
1073742383,35,1,1,491,0
1073742383,35,21,1,522,0
1073742383,35,25,1,547,0
1073742385,35,0,1,602,0
1073742385,35,1,1,649,0
1073742385,35,25,1,680,0
1073742385,35,54,1,690,0
1073742386,35,0,1,1095,0
1073742386,35,1,1,1142,0
1073742386,35,25,1,1173,0
1073742387,35,0,1,1228,0
1073742387,35,1,1,1275,0
1073742387,35,21,1,1306,0
1073742387,35,25,1,1331,0
3221226611,41,0,1,1380,0
3221226611,41,1,1,1425,0
3221226611,41,2,1,1455,0
1073743881,42,0,1,1528,0
1073743881,42,1,1,1573,0
1073743881,42,2,1,1603,0
1073743881,42,3,1,1631,0
1073743883,37,0,1,1704,0
1073743883,37,1,1,1749,0
1073743883,37,2,1,1750,0
1073743883,37,3,1,1778,0
1073742383,35,0,1,444,0
1073742383,35,1,1,491,0
1073742383,35,21,1,522,0
1073742383,35,25,1,547,0
1073741947,4,0,0,29,0
1073742378,35,0,1,70,0
1073742378,35,25,1,117,0
1073742381,35,0,1,184,0
1073742381,35,1,1,231,0
1073742381,35,5,1,262,0
1073742381,35,21,1,291,0
1073742381,35,25,1,316,0
1073742381,35,32,1,326,0
1073742383,35,0,1,368,0
1073742383,35,25,1,415,0
1073742385,35,0,1,470,0
1073742385,35,1,1,517,0
1073742385,35,25,1,548,0
1073742385,35,54,1,558,0
1073742386,35,0,1,963,0
1073742386,35,1,1,1010,0
1073742386,35,25,1,1041,0
1073742387,35,0,1,1096,0
1073742387,35,1,1,1143,0
1073742387,35,21,1,1174,0
1073742387,35,25,1,1199,0
3221226611,41,0,1,1248,0
3221226611,41,1,1,1293,0
3221226611,41,2,1,1323,0
1073743881,42,0,1,1396,0
1073743881,42,1,1,1441,0
1073743881,42,2,1,1442,0
1073743881,42,3,1,1470,0
1073743883,37,0,1,1543,0
1073743883,37,1,1,1588,0
1073743883,37,2,1,1589,0
1073743883,37,3,1,1617,0
1073742383,35,0,1,368,0
1073742383,35,25,1,415,0
1073741947,4,0,0,29,0
1073742378,35,0,1,76,0
1073742378,35,1,1,123,0
1073742378,35,25,1,154,0
1073742381,35,0,1,221,0
1073742381,35,1,1,268,0
1073742381,35,5,1,299,0
1073742381,35,21,1,328,0
1073742381,35,25,1,353,0
1073742381,35,32,1,363,0
1073742383,35,0,1,405,0
1073742383,35,25,1,452,0
1073742385,35,0,1,507,0
1073742385,35,1,1,554,0
1073742385,35,25,1,585,0
1073742385,35,54,1,595,0
1073742386,35,0,1,1006,0
1073742386,35,1,1,1053,0
1073742386,35,21,1,1084,0
1073742386,35,25,1,1109,0
1073742387,35,0,1,1164,0
1073742387,35,1,1,1211,0
1073742387,35,21,1,1242,0
1073742387,35,25,1,1267,0
1073743881,42,0,1,1322,0
1073743881,42,1,1,1367,0
1073743881,42,2,1,1368,0
1073743881,42,3,1,1396,0
1073743883,37,0,1,1469,0
1073743883,37,1,1,1514,0
1073743883,37,2,1,1515,0
1073743883,37,3,1,1543,0
1073742383,35,0,1,405,0
1073742383,35,25,1,452,0
1073741947,4,0,0,29,0
1073742378,35,0,1,70,0
1073742378,35,25,1,117,0
1073742381,35,0,1,184,0
1073742381,35,1,1,231,0
1073742381,35,5,1,262,0
1073742381,35,21,1,291,0
1073742381,35,25,1,316,0
1073742381,35,32,1,326,0
1073742383,35,0,1,374,0
1073742383,35,1,1,421,0
1073742383,35,25,1,452,0
1073742385,35,0,1,507,0
1073742385,35,1,1,554,0
1073742385,35,25,1,585,0
1073742385,35,54,1,595,0
1073742386,35,0,1,1006,0
1073742386,35,1,1,1053,0
1073742386,35,21,1,1084,0
1073742386,35,25,1,1109,0
1073742387,35,0,1,1158,0
1073742387,35,21,1,1205,0
1073742387,35,25,1,1230,0
1073743881,42,1,1,1279,0
1073743881,42,2,1,1280,0
1073743881,42,3,1,1308,0
1073743883,37,0,1,1381,0
1073743883,37,1,1,1426,0
1073743883,37,2,1,1427,0
1073743883,37,3,1,1455,0
1073742383,35,0,1,374,0
1073742383,35,1,1,421,0
1073742383,35,25,1,452,0
1073741947,4,0,0,29,0
1073742378,35,0,1,70,0
1073742378,35,25,1,117,0
1073742381,35,0,1,184,0
1073742381,35,1,1,231,0
1073742381,35,5,1,262,0
1073742381,35,21,1,291,0
1073742381,35,25,1,316,0
1073742381,35,32,1,326,0
1073742383,35,0,1,386,0
1073742383,35,1,1,433,0
1073742383,35,15,2,464,0
1073742383,35,25,1,536,0
1073742383,35,28,1,546,0
1073742385,35,0,1,626,0
1073742385,35,1,1,673,0
1073742385,35,25,1,704,0
1073742385,35,54,1,714,0
1073742386,35,0,1,1125,0
1073742386,35,1,1,1172,0
1073742386,35,21,1,1203,0
1073742386,35,25,1,1228,0
1073742387,35,0,1,1283,0
1073742387,35,1,1,1330,0
1073742387,35,21,1,1361,0
1073742387,35,25,1,1386,0
1073743881,42,0,1,1441,0
1073743881,42,1,1,1486,0
1073743881,42,2,1,1487,0
1073743881,42,3,1,1515,0
1073743883,37,0,1,1588,0
1073743883,37,1,1,1633,0
1073743883,37,2,1,1634,0
1073743883,37,3,1,1662,0
1073742383,35,0,1,386,0
1073742383,35,1,1,433,0
1073742383,35,15,2,464,0
1073742383,35,25,1,536,0
1073742383,35,28,1,546,0
1073741947,4,0,0,29,0
1073741955,21,13,0,64,0
1073742378,35,0,1,111,0
1073742378,35,1,1,158,0
1073742378,35,25,1,189,0
1073742381,35,0,1,256,0
1073742381,35,1,1,303,0
1073742381,35,5,1,334,0
1073742381,35,21,1,363,0
1073742381,35,25,1,388,0
1073742381,35,32,1,398,0
1073742383,35,0,1,440,0
1073742383,35,25,1,487,0
1073742385,35,0,1,542,0
1073742385,35,1,1,589,0
1073742385,35,25,1,620,0
1073742385,35,54,1,630,0
1073742386,35,0,1,1041,0
1073742386,35,1,1,1088,0
1073742386,35,21,1,1119,0
1073742386,35,25,1,1144,0
1073742387,35,0,1,1199,0
1073742387,35,1,1,1246,0
1073742387,35,21,1,1277,0
1073742387,35,25,1,1302,0
1073743881,42,0,1,1357,0
1073743881,42,1,1,1402,0
1073743881,42,2,1,1432,0
1073743881,42,3,1,1460,0
1073743883,37,1,1,1527,0
1073743883,37,2,1,1528,0
1073743883,37,3,1,1556,0
1073742383,35,0,1,440,0
1073742383,35,25,1,487,0
1073741947,4,0,0,29,0
1073742378,35,0,1,70,0
1073742378,35,25,1,117,0
1073742381,35,0,1,184,0
1073742381,35,1,1,231,0
1073742381,35,5,1,262,0
1073742381,35,21,1,291,0
1073742381,35,25,1,316,0
1073742381,35,32,1,326,0
1073742383,35,0,1,374,0
1073742383,35,1,1,421,0
1073742383,35,25,1,452,0
1073742385,35,0,1,507,0
1073742385,35,1,1,554,0
1073742385,35,25,1,585,0
1073742385,35,54,1,595,0
1073742386,35,0,1,1006,0
1073742386,35,1,1,1053,0
1073742386,35,21,1,1084,0
1073742386,35,25,1,1109,0
1073742387,35,0,1,1164,0
1073742387,35,1,1,1211,0
1073742387,35,21,1,1242,0
1073742387,35,25,1,1267,0
1073743881,42,0,1,1322,0
1073743881,42,1,1,1367,0
1073743881,42,2,1,1397,0
1073743881,42,3,1,1425,0
1073743883,37,0,1,1498,0
1073743883,37,1,1,1543,0
1073743883,37,2,1,1544,0
1073743883,37,3,1,1572,0
1073742383,35,0,1,374,0
1073742383,35,1,1,421,0
1073742383,35,25,1,452,0
1073741947,4,0,0,29,0
1073742378,35,0,1,70,0
1073742378,35,25,1,117,0
1073742381,35,0,1,184,0
1073742381,35,1,1,231,0
1073742381,35,5,1,262,0
1073742381,35,21,1,291,0
1073742381,35,25,1,316,0
1073742381,35,32,1,326,0
1073742383,35,0,1,374,0
1073742383,35,1,1,421,0
1073742383,35,25,1,452,0
1073742385,35,0,1,507,0
1073742385,35,1,1,554,0
1073742385,35,25,1,585,0
1073742385,35,54,1,595,0
1073742386,35,0,1,1006,0
1073742386,35,1,1,1053,0
1073742386,35,21,1,1084,0
1073742386,35,25,1,1109,0
1073742387,35,0,1,1164,0
1073742387,35,1,1,1211,0
1073742387,35,21,1,1242,0
1073742387,35,25,1,1267,0
1073743881,42,0,1,1322,0
1073743881,42,1,1,1367,0
1073743881,42,2,1,1397,0
1073743881,42,3,1,1425,0
1073743883,37,1,1,1492,0
1073743883,37,2,1,1493,0
1073743883,37,3,1,1521,0
1073742383,35,0,1,374,0
1073742383,35,1,1,421,0
1073742383,35,25,1,452,0
1073741947,4,0,0,173,0
1073742378,35,0,1,214,0
1073742378,35,25,1,261,0
1073742381,35,0,1,328,0
1073742381,35,1,1,375,0
1073742381,35,5,1,406,0
1073742381,35,21,1,435,0
1073742381,35,25,1,460,0
1073742381,35,32,1,470,0
1073742383,35,0,1,518,0
