idx,type_id,x,y,z,up_x,up_y,up_z,fwd_x,fwd_y,fwd_z,yaw_deg,flags,byte_offset,byte_size
207,-1902667258,-6.47648,16.13204,-0.60000,-0.00000,0.00000,1.00000,0.76606,-0.64277,0.00000,-40.00,1,25684,185
208,-1902667258,5.70000,24.10000,-1.90000,-0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,1,25871,180
209,-269578988,-5.52537,15.38627,-0.65270,-0.00000,0.00000,1.00000,0.79128,-0.61146,0.00000,-37.69,18,26053,143
210,-269578988,20.50000,-23.30000,-0.89203,-0.00000,-0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,18,26198,143
211,417278190,13.28610,-18.77582,-3.13941,0.02468,-0.02927,0.99927,-0.90317,-0.42917,0.00974,-154.58,1,26343,129
212,-41036279,33.21404,1.43923,-1.98401,-0.00000,-0.00000,1.00000,0.93922,-0.34331,0.00000,-20.08,1,26474,134
213,1299238834,33.10000,0.80000,-1.90000,-0.19612,-0.98051,0.01159,0.98034,-0.19632,-0.01978,-11.32,1,26610,132
214,-236639849,33.45998,0.82145,-1.70716,0.99767,0.06823,-0.00000,0.06821,-0.99737,0.02452,-86.09,1,26744,135
215,-697548738,33.80611,1.00818,-1.17705,0.00000,0.00000,1.00000,-0.70592,0.70829,0.00000,134.90,1,26881,135
216,-41036279,34.15540,1.07140,-1.98401,-0.00000,-0.00000,1.00000,-0.11672,0.99316,0.00000,96.70,1,27018,134
217,-697548738,34.34559,1.02101,-1.18579,-0.00000,-0.00000,1.00000,0.25963,0.96571,0.00000,74.95,1,27154,135
218,-236639849,33.04919,1.33855,-1.18063,-0.00000,-0.00000,1.00000,-0.92300,0.38481,-0.00000,157.37,1,27291,135
219,1063565843,33.63425,1.10445,-0.37988,-0.00000,-0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,1,27428,135
220,-236639849,33.04919,1.33855,-0.96582,-0.00000,-0.00000,1.00000,-0.92300,0.38481,-0.00000,157.37,1,27565,135
221,-697548738,33.38039,1.17722,-1.17705,0.00000,-0.00000,1.00000,0.62589,0.77991,0.00000,51.25,1,27702,135
222,-697548738,33.99223,1.35066,-1.17705,0.00000,0.00000,1.00000,-0.99505,0.09941,0.00000,174.29,1,27839,135
223,-853110847,11.60000,-3.70739,-2.17382,0.00000,0.00000,1.00000,0.34568,0.93835,0.00000,69.78,1,27975,116
224,-124242750,34.07772,0.59729,-1.86904,-0.00000,0.00000,1.00000,0.49323,-0.86990,0.00000,-60.45,1,28093,130
225,-1160081872,6.84457,25.65014,-2.00266,0.07270,-0.00652,0.99733,-0.85590,-0.51377,0.05903,-149.02,1,28225,131
226,-1160081872,11.57805,8.71911,-1.88003,0.02306,-0.13044,0.99119,0.29004,0.94969,0.11823,73.02,1,28358,131
227,-124242750,-1.97771,18.63172,-3.87206,0.00000,-0.00000,1.00000,-0.73614,0.67683,0.00000,137.40,1,28491,130
228,-853110847,23.22564,7.71574,-2.46056,0.00000,0.00000,1.00000,0.09590,-0.99539,0.00000,-84.50,1,28622,116
229,-124242750,37.34758,10.98486,0.53195,0.00000,-0.00000,1.00000,-0.82955,0.55844,0.00000,146.05,1,28740,130
230,-124242750,13.88533,-14.68128,-4.18755,0.00000,0.00000,1.00000,-0.97795,-0.20885,0.00000,-167.95,1,28872,130
231,-853110847,24.58193,-18.25009,-0.91932,0.00000,0.00000,1.00000,0.30515,-0.95230,0.00000,-72.23,1,29003,116
232,-124242750,14.64527,24.92756,-1.48865,-0.00000,0.00000,1.00000,1.00000,-0.00000,0.00000,-0.00,1,29121,130
233,-1160081872,19.34658,12.55516,1.48785,-0.05248,0.00000,0.99862,0.97770,0.20364,0.05138,11.77,1,29253,131
234,417278190,-2.19549,15.30085,-1.21968,-0.03762,-0.00711,0.99927,0.07011,0.99749,0.00974,85.98,1,29386,129
235,417278190,-4.19669,12.53422,-1.21962,-0.03762,-0.00711,0.99927,0.94519,0.32433,0.03789,18.94,1,29517,129
236,-853110847,39.73685,21.46476,0.52724,0.00000,0.00000,1.00000,-0.99898,-0.04520,0.00000,-177.41,1,29647,116
237,-124242750,20.57640,-3.51157,-2.34302,0.00000,0.00000,1.00000,-0.94483,-0.32757,0.00000,-160.88,1,29765,130
238,417278190,26.10000,-15.10000,-0.92612,0.00000,0.00000,1.00000,-0.99869,-0.05107,0.00000,-177.07,1,29896,114
239,-41036279,19.60000,-5.40000,0.20000,-0.00000,-0.00000,1.00000,-0.11672,0.99316,0.00000,96.70,1,30012,134
240,-236639849,18.50290,-5.41846,0.41123,-0.00000,-0.00000,1.00000,-0.83393,0.55187,-0.00000,146.50,1,30148,135
241,-236639849,18.50290,-5.41846,0.19642,-0.00000,-0.00000,1.00000,-0.83393,0.55187,-0.00000,146.50,1,30285,135
242,-697548738,18.82574,-5.56620,0.20000,0.00000,-0.00000,1.00000,0.62589,0.77991,0.00000,51.25,1,30422,135
243,-236639849,18.93443,-4.97528,0.41123,-0.00000,-0.00000,1.00000,-0.41667,0.90906,0.00000,114.62,1,30559,135
244,-236639849,18.93443,-4.97528,0.19642,-0.00000,-0.00000,1.00000,-0.41667,0.90906,0.00000,114.62,1,30696,135
245,-41036279,16.65564,-2.77006,0.20000,-0.00000,-0.00000,1.00000,-0.11672,0.99316,0.00000,96.70,1,30833,134
246,-41036279,16.19613,-3.66836,0.20000,-0.00000,-0.00000,1.00000,-0.11672,0.99316,0.00000,96.70,1,30969,134
247,-41036279,15.60591,-2.92711,0.20000,-0.00000,-0.00000,1.00000,-0.32488,0.94575,0.00000,108.96,1,31105,134
248,-41036279,16.24229,-3.17221,1.00420,-0.00000,-0.00000,1.00000,-0.32488,0.94575,0.00000,108.96,1,31241,134
249,-41036279,23.09942,-5.19011,0.20000,-0.00000,-0.00000,1.00000,-0.11672,0.99316,0.00000,96.70,1,31377,134
250,-697548738,16.87665,-3.46621,0.20000,0.00000,-0.00000,1.00000,-0.21315,0.97702,0.00000,102.31,1,31513,135
251,-381729683,25.59749,-2.76152,-1.99183,0.01099,-0.01121,0.99988,0.63900,-0.76905,-0.01565,-50.28,1,31650,135
252,-381729683,14.99911,-3.19910,-2.18045,0.01099,-0.01121,0.99988,-0.94907,-0.31500,0.00690,-161.64,1,31787,135
253,-381729683,34.00346,1.64210,-1.96914,0.01099,-0.01121,0.99988,-0.31488,0.94903,0.01410,108.36,1,31924,135
254,-381729683,14.33820,22.53286,-2.99019,0.01099,-0.01121,0.99988,0.04743,-0.99881,-0.01172,-87.28,1,32061,135
255,-381729683,10.74741,-8.12223,-3.64217,0.01099,-0.01121,0.99988,0.04743,-0.99881,-0.01172,-87.28,1,32198,135
256,-381729683,-8.81021,11.96508,-1.22617,0.01099,-0.01121,0.99988,-0.05543,0.99839,0.01180,93.18,1,32335,135
257,914504198,11.57896,-3.57393,-2.21176,0.01525,-0.03493,0.99927,0.96221,0.27227,-0.00517,15.80,1,32472,131
258,914504198,11.43225,-3.33654,-2.01980,0.01116,-0.03645,0.99927,0.98703,0.16045,-0.00517,9.23,1,32605,131
259,914504198,11.57839,-3.45473,-2.01980,0.00723,-0.03743,0.99927,0.99849,0.05473,-0.00517,3.14,1,32738,131
260,914504198,11.14253,-3.76106,-2.18227,0.02159,-0.03142,0.99927,0.63065,0.77599,0.01077,50.90,1,32871,131
261,-1966135157,11.22441,-3.77212,-2.31080,0.02106,-0.00182,0.99978,0.76838,-0.63975,-0.01735,-39.78,1,33004,128
262,-1966135157,11.40012,-3.51394,-2.31403,0.01948,-0.00821,0.99978,0.80916,-0.58723,-0.02059,-35.97,1,33134,128
263,-1966135157,11.55734,8.54414,-2.07762,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,1,33263,108
264,-1966135157,11.64849,8.83130,-2.07762,0.00000,0.00000,1.00000,0.92560,-0.37849,0.00000,-22.24,1,33372,113
265,-1966135157,11.71634,8.99600,-2.07762,0.00000,0.00000,1.00000,0.92560,-0.37849,0.00000,-22.24,1,33486,113
266,-1966135157,11.37475,8.63247,-2.07762,0.00000,0.00000,1.00000,0.65580,-0.75494,0.00000,-49.02,1,33600,113
267,-1966135157,11.55345,8.79682,-2.03348,0.00000,0.00000,1.00000,0.92560,-0.37849,0.00000,-22.24,1,33714,113
268,-1966135157,11.62548,8.97295,-2.03348,0.00000,0.00000,1.00000,0.92560,-0.37849,0.00000,-22.24,1,33828,113
269,-1966135157,11.45979,8.66332,-2.03348,0.00000,0.00000,1.00000,0.51403,0.85777,0.00000,59.07,1,33942,113
270,-1966135157,6.89018,25.73750,-2.14956,0.00000,0.00000,1.00000,-0.66670,-0.74533,0.00000,-131.81,1,34056,113
271,-1966135157,6.90950,25.83017,-2.19369,0.00000,0.00000,1.00000,-0.77744,0.62896,0.00000,141.03,1,34170,113
272,-1966135157,6.56036,25.47209,-2.19369,0.00000,0.00000,1.00000,-0.48154,0.87642,0.00000,118.79,1,34284,113
273,-1966135157,6.72089,25.54983,-2.19369,0.00000,0.00000,1.00000,-0.48154,0.87642,0.00000,118.79,1,34398,113
274,-1966135157,6.58682,25.53966,-2.14956,0.00000,0.00000,1.00000,-0.48154,0.87642,0.00000,118.79,1,34512,113
275,-1966135157,6.99590,25.64666,-2.19369,0.00000,0.00000,1.00000,-0.03502,0.99939,0.00000,92.01,1,34626,113
276,-1966135157,6.41489,25.85259,-2.14956,0.00000,0.00000,1.00000,-0.48154,0.87642,0.00000,118.79,1,34740,113
277,-1966135157,6.75203,25.99674,-2.14956,0.00000,0.00000,1.00000,-0.48154,0.87642,0.00000,118.79,1,34854,113
278,914504198,14.76500,25.26132,-1.32678,0.03464,-0.01591,0.99927,0.53680,0.84369,-0.00517,57.53,1,34969,131
279,914504198,14.95046,25.29180,-1.32678,0.03275,-0.01950,0.99927,0.62336,0.78192,-0.00517,51.44,1,35102,131
280,914504198,15.03984,25.21294,-1.51874,0.03623,-0.01185,0.99927,0.43680,0.89954,-0.00517,64.10,1,35235,131
281,-1966135157,14.87608,25.11932,-1.63435,-0.00102,0.00469,0.99999,0.97693,0.21355,0.00000,12.33,1,35367,123
282,914504198,15.02819,24.80211,-1.50485,0.03782,-0.00478,0.99927,-0.15986,0.98708,0.01077,99.20,1,35492,131
283,-1966135157,14.95196,24.81638,-1.64339,-0.00179,0.01194,0.99993,0.98897,0.14815,0.00000,8.52,1,35624,123
284,914504198,39.47364,21.20689,0.68942,0.03568,0.01342,0.99927,-0.22196,0.97504,-0.00517,102.82,1,35749,131
285,914504198,39.47953,21.38897,0.69001,0.03233,0.02020,0.99927,-0.40994,0.91210,-0.00517,114.20,1,35882,131
286,914504198,39.97916,21.06004,0.51086,0.02156,0.03144,0.99927,-0.95080,0.30961,0.01077,161.96,1,36015,131
287,-1966135157,39.93860,21.13562,0.37290,0.00000,0.00000,1.00000,0.29233,0.95632,0.00000,73.00,1,36147,113
288,-1966135157,39.63151,21.22066,0.38186,0.00000,0.00000,1.00000,0.25722,0.96635,0.00000,75.09,1,36261,113
289,914504198,39.28246,21.16340,0.69683,0.03568,0.01342,0.99927,-0.22196,0.97504,-0.00517,102.82,1,36376,131
290,914504198,39.27529,21.16071,0.49613,0.03568,0.01342,0.99927,-0.22196,0.97504,-0.00517,102.82,1,36509,131
291,914504198,39.46648,21.20419,0.48872,0.03568,0.01342,0.99927,-0.22196,0.97504,-0.00517,102.82,1,36642,131
292,914504198,39.78786,21.12233,0.51303,0.02156,0.03144,0.99927,-0.95080,0.30961,0.01077,161.96,1,36775,131
293,914504198,37.08105,10.57628,0.69683,-0.00883,0.03708,0.99927,-0.99521,-0.09759,-0.00517,-174.40,1,36908,131
294,914504198,37.08196,10.79432,0.68942,-0.02620,0.02769,0.99927,-0.81278,-0.58255,-0.00517,-144.37,1,37041,131
295,914504198,36.90459,10.84162,0.69001,-0.01597,0.03461,0.99927,-0.95641,-0.29200,-0.00517,-163.02,1,37174,131
296,-1966135157,37.15051,10.94418,0.38186,0.00000,0.00000,1.00000,-0.99351,0.11377,0.00000,173.47,1,37306,113
297,-1966135157,37.18992,11.26038,0.37290,0.00000,0.00000,1.00000,-0.98869,0.14997,0.00000,171.37,1,37420,113
298,914504198,37.06036,11.30435,0.51086,-0.03509,0.01488,0.99927,-0.11458,-0.99336,0.01077,-96.58,1,37535,131
299,914504198,37.03731,11.11234,0.51303,-0.03509,0.01488,0.99927,-0.11458,-0.99336,0.01077,-96.58,1,37668,131
300,-1966135157,37.03567,11.27836,0.37290,0.00000,0.00000,1.00000,-0.98869,0.14997,0.00000,171.37,1,37800,113
301,-1966135157,36.99625,10.96216,0.38186,0.00000,0.00000,1.00000,-0.99351,0.11377,0.00000,173.47,1,37914,113
302,-1966135157,23.56670,7.99391,-2.62307,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,38028,113
303,-1966135157,23.41278,7.97328,-2.62307,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,38142,113
304,-1966135157,23.45261,7.65713,-2.61412,0.00000,0.00000,1.00000,-0.99086,-0.13488,0.00000,-172.25,1,38256,113
305,-1966135157,23.60653,7.67776,-2.61412,0.00000,0.00000,1.00000,-0.99086,-0.13488,0.00000,-172.25,1,38370,113
306,914504198,23.65133,7.54686,-2.30655,-0.03797,-0.00338,0.99927,-0.04707,-0.99888,-0.00517,-92.70,1,38485,131
307,914504198,23.37015,7.53196,-2.30596,-0.01732,0.03396,0.99927,-0.94419,-0.32936,-0.00517,-160.77,1,38618,131
308,914504198,23.63120,7.97057,-2.48265,-0.00518,0.03776,0.99927,-0.99999,-0.00047,-0.00517,-179.97,1,38751,131
309,914504198,23.63120,7.78130,-2.48265,-0.00518,0.03776,0.99927,-0.99999,-0.00047,-0.00517,-179.97,1,38884,131
310,914504198,23.52741,7.55273,-2.31124,-0.03797,-0.00338,0.99927,-0.04707,-0.99888,-0.00517,-92.70,1,39017,131
311,-1966135157,19.14341,12.45500,1.34097,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39149,113
312,-1966135157,19.11695,12.72198,1.34097,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39263,113
313,-1966135157,19.49671,12.75961,1.34097,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39377,113
314,-1966135157,19.52317,12.49263,1.34097,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39491,113
315,-1966135157,19.61417,12.77125,1.34097,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39605,113
316,-1966135157,19.64063,12.50427,1.34097,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39719,113
317,-1966135157,19.08334,12.38966,1.26567,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39833,113
318,-1966135157,19.46816,12.42779,1.26567,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,39947,113
319,-1966135157,19.73150,12.45389,1.26567,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,40061,113
320,-1966135157,19.70344,12.73705,1.26567,0.00000,0.00000,1.00000,-0.99513,-0.09861,0.00000,-174.34,1,40175,113
321,-1966135157,34.10223,0.26791,-2.01845,0.00952,0.00744,0.99993,0.61571,-0.78797,0.00000,-52.00,1,40290,128
322,914504198,34.12734,0.19453,-1.87991,0.01445,-0.03527,0.99927,0.78057,0.62498,0.01077,38.68,1,40420,131
323,-1966135157,34.32859,0.48306,-2.00941,0.00358,0.00320,0.99999,0.66673,-0.74530,-0.00000,-48.19,1,40553,128
324,914504198,34.39753,0.64965,-1.70184,0.00319,-0.03799,0.99927,0.99863,-0.05203,-0.00517,-2.98,1,40683,131
325,914504198,34.51535,0.50321,-1.70184,-0.00086,-0.03811,0.99927,0.98746,-0.15778,-0.00517,-9.08,1,40816,131
326,-1966135157,34.02306,0.26996,-2.05220,0.00952,0.00744,0.99993,0.61571,-0.78797,0.00000,-52.00,1,40949,128
327,-1966135157,33.96105,0.27743,-2.08896,0.00952,0.00744,0.99993,0.61571,-0.78797,0.00000,-52.00,1,41079,128
328,-1966135157,34.27139,0.46401,-2.05600,0.00952,0.00744,0.99993,0.61571,-0.78797,0.00000,-52.00,1,41209,128
329,-1966135157,34.25122,0.50416,-2.09341,0.00952,0.00744,0.99993,0.61571,-0.78797,0.00000,-52.00,1,41339,128
330,-1966135157,24.83961,-17.96432,-1.06214,0.00382,-0.00407,0.99998,-0.99680,-0.07992,0.00348,-175.42,1,41469,128
331,914504198,24.90336,-17.91665,-0.92709,0.00000,0.00000,1.00000,0.09181,-0.99578,0.00000,-84.73,1,41598,116
332,914504198,24.85651,-18.39233,-0.79532,0.00000,0.00000,1.00000,-0.99637,-0.08512,0.00000,-175.12,1,41715,116
333,914504198,24.77722,-18.42280,-0.78704,0.00000,0.00000,1.00000,-0.67555,-0.73731,0.00000,-132.50,1,41832,116
334,-1966135157,24.83019,-18.22656,-1.06420,0.00429,0.00216,0.99999,-0.99219,0.12466,0.00399,172.84,1,41950,128
335,914504198,24.89533,-18.08902,-0.92709,0.00000,0.00000,1.00000,-0.15411,-0.98805,0.00000,-98.86,1,42079,116
336,914504198,13.49220,-14.66331,-4.20507,0.00000,0.00000,1.00000,0.57918,-0.81520,0.00000,-54.61,1,42196,116
337,-1966135157,13.56286,-14.68144,-4.34008,0.00499,-0.00249,0.99998,-0.90720,-0.42068,0.00348,-155.12,1,42314,128
338,-1966135157,13.72304,-15.02687,-4.34174,0.00499,-0.00249,0.99998,-0.90720,-0.42068,0.00348,-155.12,1,42444,128
339,-1966135157,13.80024,-14.99107,-4.34203,0.00499,-0.00249,0.99998,-0.90720,-0.42068,0.00348,-155.12,1,42574,128
340,-1966135157,13.64006,-14.64564,-4.34037,0.00499,-0.00249,0.99998,-0.90720,-0.42068,0.00348,-155.12,1,42704,128
341,914504198,13.60674,-14.82453,-4.20507,0.00000,0.00000,1.00000,0.57918,-0.81520,0.00000,-54.61,1,42833,116
342,914504198,13.71561,-14.97776,-4.20507,0.00000,0.00000,1.00000,0.57918,-0.81520,0.00000,-54.61,1,42950,116
343,914504198,20.44724,-3.82853,-2.36110,0.00000,0.00000,1.00000,0.69270,-0.72123,0.00000,-46.16,1,43067,116
344,914504198,20.18005,-3.55033,-2.36110,0.00000,0.00000,1.00000,0.69270,-0.72123,0.00000,-46.16,1,43184,116
345,-1966135157,20.25261,-3.55788,-2.49610,0.00530,-0.00173,0.99998,-0.83552,-0.54944,0.00348,-146.67,1,43302,128
346,-1966135157,20.46181,-3.87602,-2.49776,0.00530,-0.00173,0.99998,-0.83552,-0.54944,0.00348,-146.67,1,43432,128
347,-1966135157,20.53291,-3.82926,-2.49806,0.00530,-0.00173,0.99998,-0.83552,-0.54944,0.00348,-146.67,1,43562,128
348,-1966135157,20.32371,-3.51112,-2.49640,0.00530,-0.00173,0.99998,-0.83552,-0.54944,0.00348,-146.67,1,43692,128
349,-1966135157,20.40312,-4.03977,-2.27478,0.00530,-0.00173,0.99998,-0.74491,-0.66716,0.00280,-138.15,1,43822,128
350,-1966135157,20.70746,-3.87753,-2.27611,0.00530,-0.00173,0.99998,-0.97211,-0.23449,0.00475,-166.44,1,43952,128
351,914504198,-2.19388,19.00237,-3.89754,0.00354,0.00289,0.99999,-0.22477,-0.97440,0.00362,-102.99,1,44082,131
352,914504198,-2.23834,18.80966,-3.89683,0.00354,0.00289,0.99999,-0.22477,-0.97440,0.00362,-102.99,1,44215,131
353,-1966135157,-2.31285,18.58794,-4.03258,0.00499,-0.00249,0.99998,-0.91700,0.39884,0.00557,156.49,1,44348,128
354,-1966135157,-2.16098,18.93711,-4.03247,0.00499,-0.00249,0.99998,-0.91700,0.39884,0.00557,156.49,1,44478,128
355,-1966135157,-2.08295,18.90316,-4.03295,0.00499,-0.00249,0.99998,-0.91700,0.39884,0.00557,156.49,1,44608,128
356,-1966135157,-2.23481,18.55400,-4.03306,0.00499,-0.00249,0.99998,-0.91700,0.39884,0.00557,156.49,1,44738,128
357,914504198,-2.04030,18.87026,-3.89770,0.00354,0.00289,0.99999,-0.33252,-0.94309,0.00391,-109.42,1,44868,131
358,914504198,-2.11570,18.73330,-3.89704,0.00354,0.00289,0.99999,-0.67722,-0.73577,0.00452,-132.63,1,45001,131
359,914504198,-2.23660,18.60195,-3.89623,0.00354,0.00289,0.99999,-0.67722,-0.73577,0.00452,-132.63,1,45134,131
360,-1966135157,-2.40760,18.37870,-3.83078,0.00499,-0.00249,0.99998,-0.99945,0.03275,0.00507,178.12,1,45267,128
361,-1966135157,-2.54403,18.49498,-3.82981,0.00499,-0.00249,0.99998,-0.99945,0.03275,0.00507,178.12,1,45397,128
362,215286960,10.90000,-4.00000,-2.10000,-0.27535,-0.96128,-0.01116,0.96134,-0.27537,0.00000,-15.98,1,45526,114
363,-118718946,11.30000,-4.20000,-2.10000,0.00000,0.00000,1.00000,0.96134,-0.27537,0.00000,-15.98,1,45641,113
364,215286960,33.52083,-0.01794,-1.84599,-0.71466,-0.69945,0.00466,0.69394,-0.70816,0.13026,-45.58,1,45755,114
365,-1361077008,33.43331,0.33586,-1.93268,-0.00883,-0.00684,0.99994,0.61177,-0.79104,-0.00001,-52.28,1,45870,114
366,-118718946,7.60000,25.40000,-1.99766,-0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,1,45985,108
367,215286960,7.20000,25.30000,-1.98287,0.00000,-0.99994,-0.01116,1.00000,-0.00000,0.00000,-0.00,1,46094,114
368,215286960,12.10000,8.60000,-1.89401,-0.30539,-0.95216,-0.01116,0.95222,-0.30541,0.00000,-17.78,1,46209,114
369,215286960,11.62111,8.11210,-1.92323,-0.30539,-0.95216,-0.01116,0.95222,-0.30541,0.00000,-17.78,1,46324,114
370,215286960,-1.60203,19.17237,-3.82496,0.67679,0.73609,-0.01116,-0.73614,0.67683,0.00000,137.40,1,46439,114
371,-1361077008,-1.54871,18.60059,-3.85035,0.00755,0.00822,0.99994,-0.73614,0.67683,-0.00001,137.40,1,46554,114
372,-118718946,-2.25714,19.46539,-3.82010,-0.00000,-0.00000,1.00000,-0.73614,0.67683,0.00000,137.40,1,46669,113
373,-1361077008,23.98678,8.40318,-2.44249,-0.00189,0.01100,0.99994,-0.98558,-0.16922,-0.00001,-170.26,1,46783,114
374,215286960,23.21990,8.33207,-2.44197,-0.16921,0.98552,-0.01116,-0.98558,-0.16922,0.00000,-170.26,1,46898,114
375,215286960,37.50687,11.49857,0.68184,0.55840,0.82950,-0.01116,-0.82955,0.55844,0.00000,146.05,1,47013,114
376,215286960,13.62644,-14.20986,-4.18229,-0.20884,0.97789,-0.01116,-0.97795,-0.20885,0.00000,-167.95,1,47128,114
377,-1361077008,14.00000,-14.20000,-4.20737,-0.00234,0.01092,0.99994,-0.97795,-0.20885,-0.00001,-167.95,1,47243,114
378,215286960,24.58665,-17.70154,-0.88939,-0.37469,0.92708,-0.01116,-0.92714,-0.37472,0.00000,-157.99,1,47358,114
379,-1361077008,25.15870,-17.57958,-0.89714,-0.00419,0.01035,0.99994,-0.92714,-0.37472,-0.00001,-157.99,1,47473,114
380,215286960,15.10000,24.50000,-1.47083,0.00000,-0.99994,-0.01116,1.00000,-0.00000,0.00000,-0.00,1,47588,114
381,-1361077008,19.58955,11.87854,1.45404,0.00001,-0.01117,0.99994,1.00000,0.00000,-0.00001,0.00,1,47703,114
382,215286960,18.50000,12.40000,1.47663,0.00000,-0.99994,-0.01116,1.00000,-0.00000,0.00000,-0.00,1,47818,114
383,1598006887,-7.86038,-2.05080,-1.84164,-0.00000,0.00000,1.00000,0.90294,0.42976,0.00000,25.45,1,47933,114
384,1598006887,14.77019,27.09135,-3.26403,-0.00000,0.00000,1.00000,0.36107,0.93254,0.00000,68.83,1,48048,114
385,1598006887,29.00000,8.30000,-1.59388,-0.00000,0.00000,1.00000,0.00000,1.00000,-0.00000,90.00,1,48163,109
386,1598006887,20.70000,-5.50000,0.20000,-0.00000,0.00000,1.00000,0.00000,1.00000,-0.00000,90.00,1,48273,109
387,215286960,39.69217,20.75615,0.53101,0.64071,-0.76776,-0.00608,0.76770,0.64074,-0.00935,39.85,1,48383,114
388,-1361077008,20.30000,-3.00000,-2.34872,-0.00366,0.01055,0.99994,-0.94483,-0.32757,-0.00001,-160.88,1,48498,114
389,215286960,20.10000,-3.20000,-2.32508,-0.32755,0.94477,-0.01116,-0.94483,-0.32757,0.00000,-160.88,1,48613,114
390,-118718946,19.90000,-3.40000,-2.29528,0.00000,-0.00000,1.00000,-0.94483,-0.32757,0.00000,-160.88,1,48728,113
391,-877512201,7.15000,24.20000,-2.03400,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,1,48842,124
392,-877512201,-5.72862,2.47500,-1.88364,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,1,48967,119
393,-877512201,20.10000,-21.42500,-3.09500,0.00000,0.00000,1.00000,-0.00000,-1.00000,0.00000,-90.00,1,49087,124
394,-877512201,37.47500,16.55000,0.50900,0.00000,0.00000,1.00000,-1.00000,-0.00000,0.00000,-180.00,1,49212,124
395,-877512201,19.87791,-0.94974,-2.52100,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,1,49337,124
396,1020883125,5.75925,16.21539,-0.62500,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,31,49463,157
397,1223404046,-8.35000,7.05303,-2.26277,0.00000,0.00000,1.00000,0.99619,0.08716,0.00000,5.00,30,49622,171
398,1223404046,-3.63039,1.23297,-2.28947,-0.02651,0.09745,0.99489,0.25783,0.96223,-0.08738,75.00,30,49795,186
399,1223404046,13.60000,-2.90000,-2.16900,0.00000,0.00000,1.00000,-0.64279,0.76604,0.00000,130.00,30,49983,171
400,1223404046,-4.56409,-3.24818,-1.97527,0.07331,-0.02432,0.99701,-0.00100,0.99970,0.02446,90.06,30,50156,186
401,1223404046,13.90000,-3.25000,-2.16900,0.00000,0.00000,1.00000,-0.34202,0.93969,0.00000,110.00,30,50344,171
402,1223404046,21.95000,-3.37500,0.20000,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,30,50517,171
403,-1476457415,5.42407,24.56882,-2.31056,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,1,50690,170
404,1020883125,-0.44887,1.85507,-0.20000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,31,50862,153
405,1223404046,-2.77500,21.75000,-3.78500,0.00000,0.00000,1.00000,0.81915,0.57358,0.00000,35.00,30,51017,171
406,1223404046,10.35000,28.45000,-2.11200,0.00000,0.00000,1.00000,-0.42262,-0.90631,0.00000,-115.00,30,51190,171
407,1223404046,16.37500,-5.70000,-4.34700,0.00000,0.00000,1.00000,-0.98481,-0.17365,0.00000,-170.00,30,51363,171
408,1223404046,17.13206,17.03313,-3.49381,-0.34016,-0.20589,0.91755,-0.46744,-0.80963,-0.35497,-120.00,30,51536,186
409,1223404046,20.42000,-1.77500,-2.36200,0.00000,0.00000,1.00000,-0.98481,0.17365,0.00000,170.00,30,51724,171
410,1223404046,29.00000,11.15000,-1.52000,0.00000,0.00000,1.00000,-1.00000,-0.00000,0.00000,-180.00,30,51897,171
411,1223404046,-2.72600,20.87500,-3.82000,0.00000,0.00000,1.00000,0.70711,-0.70711,0.00000,-45.00,30,52070,171
412,-1476457415,-1.50078,-0.55195,-1.21878,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,1,52243,165
413,1020883125,20.20000,-15.96786,-2.40000,0.00000,0.00000,1.00000,-0.00000,-1.00000,0.00000,-90.00,31,52410,157
414,1223404046,8.77500,4.81006,-1.93000,0.00000,0.00000,1.00000,0.50000,-0.86603,0.00000,-60.00,30,52569,171
