type_id,obj_group,obj_gid,dx,dy,dz,note
1613172133,bloc,707193050,0.852503,0.852688,0.401594,
355942414,bloc,1497717725,0.801760,1.609326,0.801905,
820488105,bloc,663084876,9.270737,10.946432,6.447890,
408676252,bloc,658346480,1.611714,0.426880,0.526267,
1168502040,bloc,117847490,0.800000,0.800846,2.200000,
-1737474781,bloc,1507428623,0.800005,1.600000,0.200000,
1981931021,bloc,-61233414,4.950228,4.156329,1.626294,
-1072185040,bloc,458134122,0.075179,0.399234,0.800067,
389561087,bloc,-61233414,4.950228,4.156329,1.626294,
-553703571,bloc,239750356,0.580033,0.518238,0.158569,
-1619396107,bloc,814357438,0.079169,0.586978,0.393892,
-1968272113,bloc,-1202565930,0.305092,0.562640,0.218371,
1347497524,bloc,-931920570,2.797585,2.908322,9.158072,
1858040120,bloc,1483149093,0.348134,1.508911,0.419914,
-955729063,bloc,-1349033197,1.274349,1.270675,0.891044,
-1119820495,bloc,-3755194,0.474858,0.526970,0.194611,
-608096869,bloc,-1892874251,0.781847,3.019153,2.039459,
-548554634,bloc,2093255355,1.020542,0.958131,1.703033,
-1422001974,bloc,1522868356,2.381918,2.254989,0.200090,
-139411755,bloc,-1375355265,0.112425,1.602362,1.800000,
1574930411,bloc,583074253,0.300055,1.200070,0.226320,
666388790,bloc,-1315878327,0.306061,0.049984,0.424254,
1589211354,bloc,-117624348,0.377222,1.552018,0.026944,
1375061790,bloc,-374369258,1.996700,3.192964,0.237453,
161400328,bloc,956034791,3.230672,3.249479,10.700716,
-269997588,bloc,-894937479,0.538353,1.607084,2.208521,
1280228573,bloc,1261077527,1.119931,0.611697,0.688546,
2065109822,bloc,25141998,1.600000,1.599999,1.599999,
-772142774,bloc,-1310246037,0.800000,1.600000,3.200000,
906930433,bloc,1144960577,0.800005,1.600000,0.200000,
237990434,bloc,998743166,2.516107,4.081178,1.260038,
90120136,bloc,-90676019,1.025595,1.025709,0.223270,
249501141,bloc,-262164677,0.211672,1.600000,0.800000,
-588839424,bloc,-648505262,1.600000,1.200000,0.800000,
711896173,bloc,-931318237,0.600000,4.618983,0.824508,
871087208,bloc,1450002027,1.065518,1.599916,0.941773,
1622837419,bloc,1554128215,0.300001,1.616577,0.452355,
-1263086152,bloc,2103864076,0.192136,0.544525,0.048584,
1989569474,bloc,-1920698591,0.400000,1.600122,2.201552,
-2121320675,bloc,396215166,9.582708,0.084354,1.645158,
-640678198,bloc,1605297334,0.564044,0.534766,0.223270,
-2092865719,bloc,1049623824,1.314523,0.180391,0.914559,
1763756021,bloc,289438866,0.069938,0.262502,0.728932,
-1408077537,scen,-14417887,0.800000,0.400000,0.460887,
601549405,bloc,-1236418809,0.800000,0.800000,3.200000,
952915351,bloc,-1700612767,2.617879,0.801819,1.201992,
-1632544064,bloc,-1338870207,1.389947,1.597145,4.810570,
474402863,bloc,-317090391,0.163891,0.042625,0.514073,
-1682058038,bloc,931046172,1.635730,0.923938,2.789012,
-189279896,bloc,1895857886,2.717690,2.513401,2.092081,
-1379722909,bloc,-449321437,0.157784,0.984517,0.550804,
2089216641,bloc,-1506688050,1.518030,1.541031,1.977170,
-1559876918,bloc,-1988131484,1.806538,1.755131,0.663619,
-1108230827,bloc,-874850678,0.202215,0.211284,2.214228,
1174986318,bloc,-1679853820,0.800577,0.400339,0.201233,
789136891,bloc,1233595055,1.483168,1.696161,0.220864,
-106756406,bloc,558226435,0.611667,0.525282,0.405861,
-49413499,bloc,-630925516,1.217092,1.201152,0.814619,
1659217865,bloc,-1154675186,2.210677,3.544536,3.542122,
1439867539,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1784897098,bloc,1294727087,0.600000,4.618982,0.824508,
609300738,bloc,-141376578,0.826133,0.826582,2.009137,
-1536841963,bloc,1261126554,1.258832,1.216446,1.650190,
1739378636,bloc,1726722273,0.907206,0.622250,0.502368,
-924850999,bloc,-1740701960,1.000001,4.862874,0.477580,
298581842,scen,-334768557,0.333888,0.071847,0.248870,via foki
278855388,bloc,-1722146554,0.855391,0.831503,0.411317,
1443003389,bloc,-1529770874,5.421603,1.601631,1.802989,
-1461734734,bloc,1284562075,0.880422,1.605241,0.218681,
-1589289669,bloc,-163108462,4.802951,0.430718,2.003496,
1366480576,bloc,58922751,1.600414,0.073717,0.401413,
-118718946,bloc,1266061993,0.001000,0.001000,0.001000,via foki
-1116686113,bloc,1189863975,0.235438,0.984352,0.446636,
-956199155,bloc,-354801940,2.455421,2.290437,1.648857,
1087051719,bloc,-932939726,0.155275,0.178401,0.114207,
800634666,bloc,1001048435,0.140114,0.236851,0.138489,
-1922196237,bloc,1522868356,2.381918,2.254989,0.200090,
2098088261,bloc,-1454735585,0.069409,3.211999,0.211477,
274133904,bloc,319015173,6.741174,6.744629,0.902847,
-410335243,bloc,1015372017,0.800130,0.800032,0.041051,
-1429124637,bloc,1294727087,0.600000,4.618982,0.824508,
-1428118261,bloc,-931920570,2.797585,2.908322,9.158072,
892365399,bloc,-1334992085,0.420372,0.452465,0.850587,
-1293668882,bloc,-864127150,0.418604,1.728033,2.183976,
-991313977,bloc,1628454118,3.354716,1.677499,2.732129,
324976375,bloc,1235970979,0.800653,3.187016,0.406234,
1209587546,bloc,-1695135175,2.400000,1.600341,0.425015,
1498536066,bloc,-311215089,1.091708,7.298821,0.455524,
-1390333281,bloc,-392219349,1.600861,0.062386,0.201865,
-963974273,bloc,-1721854489,7.982203,11.989807,2.019186,
-1220040446,bloc,1810845790,0.163453,0.224440,0.395895,
-117770147,bloc,81517859,1.016499,1.011442,0.379656,
587667485,bloc,-1587620590,3.910511,1.927370,1.630119,
-1542697954,mach,-260723094,0.223292,0.225188,0.077240,
434341535,bloc,-455972586,0.801736,0.800608,0.201768,
1256258313,bloc,1494967815,1.474751,3.954200,1.328672,
266986134,bloc,115025542,0.667298,1.479641,2.149606,
-1426854046,bloc,707193050,0.852503,0.852688,0.401594,
-960803919,bloc,492442910,0.802444,0.801796,0.902711,
-2117147007,bloc,-1450785209,4.082277,1.683379,3.407630,
1969407375,bloc,-1946979680,0.800000,0.800000,0.800000,
-1060634582,bloc,-88554302,2.651811,2.659174,0.265798,
856082961,bloc,-1951912563,0.402861,1.000607,1.400637,
-698520056,bloc,770922560,0.079628,0.799464,0.403116,
-284129658,bloc,1755648735,0.043313,1.203916,1.374972,
-1621053953,bloc,1297910848,2.853853,1.549335,1.650239,
1797350531,bloc,845990143,1.016840,0.981954,0.363293,
-1712852608,bloc,-507708744,3.200008,3.200006,3.200000,
-1862760598,bloc,757426683,0.205778,1.600000,1.800000,
-754711308,bloc,-2105984812,5.221908,6.137076,4.015308,
1882451900,weap,-370671751,0.130596,0.130772,0.261734,
704374045,bloc,-1892874251,0.781847,3.019153,2.039459,
1840184208,bloc,228667148,0.340134,0.204026,0.206166,
1397030039,bloc,1549894279,1.506720,1.488557,4.157799,
990822374,bloc,653320750,2.006856,1.838120,1.410734,
-1598584170,bloc,391817208,0.800009,3.200001,0.405289,
-1020495528,bloc,579923960,0.062842,0.241111,0.354331,
-1296527172,bloc,446676199,2.431530,1.738542,1.539332,
1354863291,bloc,-511644577,1.103385,0.830813,1.643015,
-1171188329,bloc,972190150,0.383729,4.114924,2.671972,
-1432879801,bloc,-1185162996,0.286152,12.985901,6.598884,
339359373,bloc,-710574457,0.053871,0.053925,0.006851,
1219126943,bloc,-568916432,0.064565,0.808021,1.182098,
-2019291984,bloc,-859415236,0.800000,1.600000,3.200000,
690293631,bloc,1627524084,0.406018,1.004764,1.604629,
873146006,bloc,-1694456857,1.600000,1.600000,6.400000,
-535888671,bloc,2072092808,0.190355,0.690037,1.117064,
1435073507,bloc,-2103088197,2.618683,0.801660,1.214893,
-1564610277,bloc,-1847702218,0.200000,0.200000,0.800000,
925775553,bloc,1261126554,1.258832,1.216446,1.650190,
2014297245,bloc,-1892874251,0.781847,3.019153,2.039459,
-80546392,bloc,1821211520,0.054835,0.987112,0.294482,
-1161389031,bloc,-1802339014,0.714775,2.538960,0.131678,
-1745756843,bloc,-1101942138,0.563333,0.880488,0.462786,
-1471545051,bloc,-1002303827,0.793526,3.234297,2.083991,
1390657894,bloc,-1737202853,3.200014,6.400000,3.200000,
2014850999,bloc,-740921048,1.759558,2.520564,1.237882,
-557275215,bloc,-514983123,1.360507,1.704934,0.722225,
-84498782,bloc,77688700,0.369647,0.322154,0.611568,
1180236875,bloc,-121623029,3.357836,3.870610,0.893034,
489296914,bloc,1462493672,0.001000,0.094399,0.063623,
-1927885221,bloc,-374369258,1.996700,3.192964,0.237453,
-1473540915,bloc,-1685954528,0.415410,0.286186,0.065961,
148892029,bloc,-84472811,1.622166,4.622231,0.143747,
2043239898,bloc,-716331701,0.111656,0.111419,0.200644,
-120745116,bloc,1349644039,1.276952,0.801363,0.620677,
1154362337,bloc,-1973106235,0.178726,0.398709,0.333909,
1719094253,bloc,23959658,0.123764,0.122891,0.204526,
-1995502846,bloc,94596346,0.196032,0.262891,0.233918,
662335534,bloc,-288111757,0.623807,1.309123,1.497038,
-371250839,bloc,-1289881836,3.046194,3.115850,0.381112,
-1373672453,bloc,-1429766931,0.157949,0.070048,0.249971,
2020483024,bloc,853364259,0.800483,1.600824,0.101221,
1367430493,bloc,-1879084311,3.776897,0.989595,4.821239,
1539963162,bloc,1273787168,5.190524,3.791402,2.648383,
2017724000,bloc,-740921048,1.759558,2.520564,1.237882,
-2095885886,bloc,-1559388827,2.256286,0.118861,0.099562,
-959850993,bloc,-487194450,0.833275,0.626096,0.802654,
312335728,mach,451117877,0.229946,0.228696,0.168533,
1606981455,bloc,-245889700,0.845598,0.831805,0.817733,
631662778,bloc,337023022,0.092624,0.401263,0.402298,
-570721044,bloc,696290008,0.199672,0.799999,1.232136,
-1449222056,bloc,-255301335,1.000000,1.000000,0.025000,
1974740045,bloc,1256028967,0.096634,0.169216,0.320831,
-811265781,bloc,246695066,0.060398,0.824844,0.040888,
-1076429309,bloc,-2097675500,0.200428,0.200300,0.202927,
493070541,weap,-1269928936,0.130596,0.130772,0.261734,groupe inattendu weap
1839065359,bloc,-1126032234,0.800000,0.400000,0.461648,
-1190828000,bloc,-817915354,0.100946,0.100893,0.100681,
1968330654,bloc,-1236418809,0.800000,0.800000,3.200000,
-1210699271,bloc,-1338437177,0.178726,0.398709,0.333909,
1088075689,bloc,1905675606,0.192136,0.544525,0.048584,
-1459663496,bloc,149538439,0.800000,1.600000,2.200000,
2075885169,bloc,666159602,0.225933,1.604618,1.804700,
-1353587005,bloc,875938665,1.862687,4.558386,0.653780,
-1934472720,bloc,1236314092,0.287180,0.200770,0.643874,
1686686586,bloc,-1591761270,1.019562,1.017071,0.413277,
497956623,bloc,-1565053837,6.400000,12.800000,3.200000,
-776904086,bloc,855204964,4.266544,3.805079,0.646556,
1143017283,bloc,-750130874,2.210792,2.276070,1.587020,
1601289387,bloc,-905059383,0.679597,0.826788,0.058593,
-1162102626,bloc,-444750004,0.064627,3.215282,0.803508,
1627178319,bloc,-1371196331,0.499179,0.618669,0.494726,
1771668699,bloc,-845412349,2.265357,7.231313,1.842201,
1691400579,bloc,-433214293,0.102907,1.600224,1.602438,
1486653438,weap,-370671751,0.130596,0.130772,0.261734,
114184148,bloc,-1000139968,5.425685,1.602234,1.801861,
773387958,bloc,772409744,0.101509,0.100091,0.397594,
-244732778,bloc,-317090391,0.163891,0.042625,0.514073,
-1634935313,bloc,-1070705640,1.154623,1.150993,0.108174,
-237600712,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-1298029983,bloc,1755434542,0.093381,0.800685,0.403059,
1250189495,bloc,-1719553329,1.029006,2.436768,1.703637,
-1107152966,bloc,-2005961243,0.069895,1.704663,0.017505,
1282914177,bloc,-2041313853,0.251556,2.863681,2.514250,
-296094510,bloc,1936340496,1.931371,1.931371,0.212500,
-1775423512,bloc,-1046490750,1.648018,2.195959,1.192816,
272492850,bloc,-576236365,0.186596,0.182291,0.016567,
1756767445,bloc,-587565169,0.269451,0.063792,0.255470,
-775272503,bloc,-1425693898,0.803239,0.801866,0.601365,
414737273,bloc,-483221039,2.415840,1.546732,1.761857,
315322878,bloc,1147247344,1.431829,1.655002,0.215362,
-1871341093,bloc,342008803,1.404486,3.150224,1.757625,
-231914866,bloc,1845506254,0.579842,0.900001,1.277471,
-1603607910,bloc,1061197774,0.849168,0.849221,0.404727,
-269578988,vehi,-1202193515,0.539421,0.502012,0.532916,
422237097,bloc,-1580969165,1.039426,0.583461,0.227491,
-247939846,bloc,-267560620,1.042667,0.476644,1.126788,
1159431219,bloc,1658447360,0.454016,0.454356,0.402718,
-49979320,bloc,-1283968246,0.211937,1.600005,0.800597,
1226306785,bloc,1457740736,0.137606,0.147769,0.379809,
-1986275633,bloc,-1595272970,0.277494,0.276862,0.445544,
1119812098,bloc,-1061063214,0.488057,0.884484,0.448441,
-1496642065,bloc,-966063409,0.100649,0.984740,1.271643,
-832173783,bloc,-93533044,1.602128,0.058402,0.401870,
-49741301,bloc,446141225,0.976410,0.997831,0.380840,
-236639849,bloc,-1202565930,0.305092,0.562640,0.218371,
-729136846,bloc,-316540936,0.171450,0.101468,0.165718,
-285623124,bloc,1515991973,0.483632,0.140105,0.456626,
-932502069,bloc,-1055647752,0.009616,0.133892,0.011810,
1988437591,bloc,120528418,9.218269,11.788541,3.058441,
-564844169,bloc,-207223895,0.954565,1.074394,1.368643,
-1989850047,bloc,-1520773462,0.168743,0.188238,0.079309,
-414884733,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1092140526,bloc,-589132078,0.200805,0.400288,0.400651,
-196559985,bloc,619278065,0.556876,0.193857,0.557940,
-453747500,bloc,813230729,0.800431,0.453040,0.486752,
1064872076,bloc,68711660,1.000001,4.862874,0.477729,
1150132444,bloc,576275782,3.200002,3.200001,0.400000,
304921652,bloc,428191680,0.630211,0.959023,0.529911,
615894936,bloc,404220101,0.470711,0.470711,2.200000,
-1049491674,bloc,-1690719703,0.220763,0.180104,0.331830,
1278136364,bloc,-147573713,0.804797,0.319968,0.803510,
1765650409,bloc,-1542484408,1.337504,1.583190,3.300721,
1618136600,bloc,878374887,0.138906,0.228126,0.115908,
-47374247,bloc,-197793105,0.111656,0.111419,0.200644,
-1801367478,bloc,1061197774,0.849168,0.849221,0.404727,
539159175,bloc,-1121795109,1.606983,1.609327,0.212156,
-1397239392,bloc,-1321972988,1.816352,4.535995,0.618625,
-359454735,bloc,-2061327700,1.609838,1.609820,0.211805,
1697458031,bloc,357762928,6.400010,12.800000,0.200000,
1588146099,bloc,592034352,0.043433,0.043433,0.055607,
1936001334,bloc,85904556,0.398964,0.524346,1.802547,
-1912169757,bloc,686857203,1.862650,4.558682,0.656806,
240189424,bloc,-511644577,1.103385,0.830813,1.643015,
-838455199,bloc,-1159261315,0.403613,2.600156,1.401130,
1577243514,bloc,1293044851,25.470072,2.330840,6.996176,
99899283,bloc,-973827474,0.166706,0.166706,0.105448,
2041647935,bloc,-1093518350,0.545471,0.571727,0.375875,
-171550821,bloc,-1589942378,0.801233,0.804825,0.807650,
2116962585,bloc,-1202050991,0.454462,1.514750,1.620363,
1535950428,bloc,1494967815,1.474751,3.954200,1.328672,
1101468454,bloc,-1163378281,0.594925,1.050339,0.203682,
1112094692,bloc,-330866507,0.837006,0.397686,0.552818,
-1593549433,bloc,-1991777178,0.202179,0.602606,0.801067,
1636200601,bloc,2051661424,2.451614,2.907240,16.790222,
506229040,bloc,1103183388,0.584633,1.024776,1.622189,
-1678465842,bloc,382371601,11.087456,12.800010,38.404404,
-863615175,bloc,2108059317,0.415024,0.414623,0.063068,
414154191,bloc,461529417,0.047958,0.167943,0.060419,
1535507286,bloc,1382810508,2.360306,1.947772,1.672380,
-1441483717,bloc,1909442863,0.202406,0.200403,0.201773,
339083447,bloc,-1437284435,0.404906,1.815759,0.046077,
-1062039679,bloc,1338776859,1.928127,1.915790,3.478276,
589331469,bloc,-48778994,0.241168,3.255568,2.007358,
2108882659,bloc,880905155,0.125663,0.138481,0.181494,
11528644,bloc,-308887456,0.120242,0.801765,0.378002,
-649942049,bloc,-410881089,3.327357,3.096272,13.223078,
-1310595169,bloc,-471179769,3.772734,2.978992,1.728529,
1052698772,bloc,-54328716,0.047458,1.600125,0.403922,
275039557,bloc,-1753056107,0.138906,0.228126,0.115908,
-1164296259,bloc,594256558,0.296956,0.138062,0.086704,
1911832926,bloc,-1101942138,0.563333,0.880488,0.462786,
1189711017,bloc,1843306112,0.415397,1.622175,1.817909,
1578408902,bloc,1638711580,0.800986,0.802210,0.202563,
-1306342694,bloc,-248963196,0.488820,0.513695,0.084488,
-2076293527,mach,2057107674,4.073699,0.244734,9.430488,
-2028442082,bloc,-915908494,2.672430,2.789461,6.951276,
-379997344,bloc,163496927,0.425465,0.418052,0.803304,
-1085994458,bloc,-816158195,0.231719,0.153682,0.151483,
-1143668817,bloc,1969716518,1.000000,1.000000,0.025000,
652937498,bloc,-1357365674,0.418696,1.600000,2.222914,
216539180,bloc,-1744738183,1.019115,0.801616,0.402850,
-1741234267,bloc,-1324168222,0.077320,0.944351,0.014980,
1205578211,bloc,875938665,1.862687,4.558386,0.653780,
-1389537363,bloc,1919049879,0.001000,0.400000,0.200000,
552999244,bloc,-1392389409,0.528653,0.523591,0.199640,
1573963830,bloc,-253440774,1.115300,1.118400,0.752673,
1063565843,bloc,-1202565930,0.305092,0.562640,0.218371,
-1372913198,bloc,-1971700607,0.906974,7.693626,1.560788,
-1529003058,bloc,-1202565930,0.305092,0.562640,0.218371,
2058165448,bloc,-303475089,0.394724,1.600117,1.606080,
-1424193718,bloc,-1662238937,0.265214,2.016711,1.387347,
-1375229795,bloc,198965257,0.827641,0.915529,1.151588,
1073851953,bloc,1447191416,0.905628,1.097315,16.790495,
-1420696296,bloc,1911647206,0.223094,0.166372,0.128847,
-1685497117,bloc,-1300448786,0.199768,0.199466,0.700397,
417146117,bloc,1012638095,0.150977,0.381027,0.490051,
1074572694,bloc,-553527530,0.001000,0.261002,0.294898,
-1570991682,bloc,-993454508,0.001000,0.152651,0.031916,
-983151539,bloc,1194639439,0.401116,1.600133,2.405298,
1182262703,bloc,-436528339,0.292739,0.292733,0.401669,
-1851240042,bloc,451663607,0.100215,1.599626,1.600143,
-1160081872,bloc,1378760858,0.766033,0.591891,0.239722,
1191485666,bloc,-418319951,0.733958,0.808462,0.214765,
836904696,bloc,-1090034458,0.062846,0.624752,1.043960,
-2064649151,bloc,-839029547,1.718640,1.333365,0.235375,
-2049266511,bloc,-1098108094,4.337252,1.814642,1.615927,
-1705963242,bloc,1430415063,0.300015,0.816855,0.450172,
364031000,bloc,1380715094,0.373025,0.428280,0.326054,
-1381857670,bloc,1297910848,2.853853,1.549335,1.650239,
-589178765,bloc,1616766403,0.200000,0.200000,0.800000,
905826440,bloc,-899558595,0.171457,0.250397,0.102437,
79128260,bloc,884009764,1.386034,1.600001,0.800021,
-2028031834,bloc,1393415735,0.403261,1.600832,0.457485,
-1397880436,bloc,-56411871,0.711003,0.789669,0.058757,
1629359986,bloc,635206303,0.945719,1.085848,16.790226,
-1116440378,bloc,-480215133,0.400000,0.400000,1.600000,
672283073,bloc,403875079,3.200070,6.400000,0.200000,
-1290073881,bloc,-969672474,0.738489,0.675782,0.246251,
-2100852970,bloc,1479019759,0.269051,0.396370,0.932944,
-935312532,bloc,1382810508,2.360306,1.947772,1.672380,
-2098564338,bloc,-459667751,0.057293,0.184532,0.253570,
767200259,bloc,-1101718642,1.612824,1.605872,0.205122,
78624791,bloc,-925804034,0.329328,0.348356,1.451912,
773197919,bloc,-556708692,0.802069,1.601465,0.799848,
-1546771230,bloc,2118037554,0.805688,1.205534,0.803569,
-755969645,bloc,1895857886,2.717690,2.513401,2.092081,
-747011470,bloc,-2096887906,4.264940,3.803475,0.648031,
-1542987927,bloc,1143536370,0.206473,0.208087,0.302337,
-1522591343,bloc,1356311729,2.419822,2.415131,7.815040,
157773966,bloc,-61233414,4.950228,4.156329,1.626294,
645383282,bloc,475674163,0.081147,0.761207,0.014980,
-2072039978,bloc,227267817,0.052756,0.166373,0.182484,
1906757584,bloc,1486067342,0.416931,1.002227,1.401505,
-186672519,bloc,-2036198731,0.699994,2.102051,0.214479,
-787155964,bloc,1886631628,3.200070,6.400000,0.200000,
-224760473,bloc,1185042771,0.608092,0.607562,0.358285,
-827574048,bloc,909356565,0.276739,1.571712,0.300638,
-1418584172,bloc,-1587620590,3.910511,1.927370,1.630119,
699771076,bloc,1784071508,0.064221,0.385952,0.008191,
-721267272,weap,1072582607,0.092888,0.096491,0.096813,
43220537,bloc,-1287005797,0.100005,0.800000,2.200000,
-2121329010,bloc,-38471155,0.100016,0.825320,0.670960,
-1457804681,bloc,252652007,2.003522,0.402770,1.000580,
406097166,bloc,-2034724257,1.233095,0.412170,0.824834,
1664937520,bloc,-1694456857,1.600000,1.600000,6.400000,
-777776255,bloc,-1847702218,0.200000,0.200000,0.800000,
-1526148163,bloc,162494220,0.943193,0.819594,0.300106,
-1909914527,bloc,870803923,0.076200,0.897796,1.270247,
1927012038,bloc,125011505,0.417065,1.285699,3.130175,
1233051095,bloc,-799476299,0.603700,0.068109,0.420020,
-1419073021,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-1838034818,bloc,1646267861,0.434393,0.494475,0.066192,
1726341749,bloc,1334094454,0.449843,0.585124,0.491663,
101629996,bloc,1040019316,0.111656,0.111419,0.200644,
-946458431,bloc,-1607113558,2.731374,2.731374,0.212681,
-1954921178,bloc,-1005728870,4.619643,0.802612,2.214115,
750886580,bloc,630457176,0.001000,0.001000,0.001000,
1903050966,bloc,1276177658,0.804338,0.804862,0.206115,
-1143152298,bloc,2128899751,0.802298,0.301604,0.901730,
2122890863,bloc,-1426953427,0.111656,0.111419,0.200644,
648888488,bloc,-1958737771,0.317122,0.241282,0.185026,
-878477843,bloc,-1098108094,4.337252,1.814642,1.615927,
-614479068,bloc,-428597682,1.203071,1.202840,0.802891,
-730430665,bloc,115025542,0.667298,1.479641,2.149606,
683517175,bloc,1975395475,12.800000,25.600000,3.200000,
-1661188527,bloc,-1523019919,0.323734,0.931973,1.269500,
-2142835366,bloc,-571633492,0.047958,0.167943,0.060419,
570530744,bloc,275548824,0.543987,0.700105,1.029390,
460228957,bloc,1483659735,0.987870,0.997536,0.121544,
662499629,bloc,1593249211,0.202517,1.601318,0.839882,
1435492872,bloc,1081160149,0.181401,0.175501,1.905832,
781331912,bloc,-82953507,0.670929,4.763817,1.671954,
1643866854,bloc,1071305124,0.806022,2.351352,2.501507,
-735518571,bloc,-788514390,0.111656,0.111419,0.200644,
-795273762,bloc,1090638217,0.111656,0.111419,0.200644,
746787172,bloc,-2006795917,1.647060,1.649402,0.219113,
492327815,bloc,-1934609329,0.401949,3.200474,2.501274,
1868148781,bloc,-1034029509,0.406439,2.059119,0.546237,
-697581275,bloc,-1291682736,0.111656,0.111419,0.200644,
-920468757,bloc,-30496902,0.305092,0.562640,0.218371,
-1015901077,bloc,1225593860,0.005517,0.014608,0.110560,
2136274689,bloc,-34185555,1.016982,0.800438,0.401109,
-588988541,bloc,2007017257,0.047463,0.383787,0.394275,
-447439954,bloc,316380028,0.274499,0.286949,0.195132,
1047520077,bloc,1103183388,0.584633,1.024776,1.622189,
-158806131,bloc,-2130281316,0.749616,1.105544,0.149647,
-1038479746,bloc,133300267,0.783498,1.243782,16.790306,
-1117152967,bloc,336949396,0.608092,0.607562,0.358285,
-77079090,bloc,-2034100656,0.036076,0.048677,0.128539,
-1428538952,bloc,2057517414,0.803573,0.804754,1.002802,
1795051422,bloc,227267817,0.052756,0.166373,0.182484,
-2071552351,bloc,-622453369,11.249514,11.297912,2.329886,
-1760023856,bloc,-1583413060,0.782311,0.784284,0.068612,
2105923158,bloc,2030456555,3.018342,3.024769,0.379656,
-1807546999,bloc,-1995524971,1.314523,0.180391,0.914559,
2115624840,bloc,-1962065891,3.200070,6.400000,0.200000,
933791967,bloc,-936536606,0.870711,0.870711,2.200001,
-850344859,bloc,-110039403,1.235433,1.706601,0.119805,
168858749,bloc,-381501588,0.286152,12.985901,6.598884,
-314363317,bloc,1511298741,0.594925,0.550801,0.203682,
-1844206092,bloc,973185778,1.600000,3.200001,1.500000,
1989230088,bloc,898229508,0.223094,0.166372,0.129647,
1331845139,bloc,-311215089,1.091708,7.298821,0.455524,
-173471027,bloc,-1087377736,0.400000,0.400000,2.200000,
-189342016,bloc,-1374727573,0.044076,1.604192,0.400455,
-1693312870,bloc,1478450292,1.169874,1.296617,3.674822,
-554642883,bloc,-549730823,0.992203,1.599360,1.000392,
-2092727255,bloc,-752693998,2.548459,5.027370,0.499703,
916671602,bloc,-899558595,0.171457,0.250397,0.102437,
-153654352,bloc,110063404,0.001000,0.273544,0.129120,
1674416953,bloc,82089094,0.001000,0.200000,0.200000,
1244902926,bloc,-198423791,5.947162,1.577507,2.543739,
-2086792266,bloc,940133550,0.801629,0.802896,0.046572,
-952468892,bloc,-1807747475,0.339439,3.217544,2.160811,
-2079241668,bloc,-861414539,0.973167,0.597544,0.064059,
-530521134,bloc,625131214,2.471696,2.471796,3.925541,
-159531532,bloc,1212476622,1.668897,1.765040,1.545308,
3464572,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1884721182,bloc,-1660789337,2.116765,1.172124,0.986079,
562687045,bloc,252287321,0.427894,0.424832,0.238269,
-425933955,bloc,-1689162578,0.250207,2.761641,1.375125,
-1990751545,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-1473092181,bloc,-228961647,0.263024,0.431023,0.165966,
1025408657,bloc,184037196,0.513204,0.517879,0.379656,
-1200356126,bloc,-1737482153,1.394355,1.181338,1.576527,
1141889298,bloc,1090886998,2.091769,1.978237,1.539945,
1885881032,bloc,-166522697,0.713976,0.714652,0.246520,
1213565432,bloc,1599059037,0.111656,0.111419,0.200644,
785124500,bloc,-1799437951,0.001000,0.100000,0.200000,
1461903299,bloc,1827838460,1.600000,3.200001,1.500000,
2010152143,bloc,-1572011848,0.063519,3.208761,0.985650,
1847791240,bloc,125011505,0.417065,1.285699,3.130175,
1780583193,bloc,1733667197,0.521971,3.203983,1.806382,
1647671734,bloc,-84604600,0.001000,0.200195,0.120313,
-1032388612,bloc,-714626509,0.685394,0.270228,3.104297,
-2054540164,bloc,1988434508,0.001000,0.286897,0.237708,
-1391783956,bloc,1958521542,1.201128,2.696906,0.646853,
822856101,bloc,-494850559,0.488063,0.884484,0.448441,
1991824772,bloc,-320995935,0.210835,0.228772,0.184407,
-917970433,bloc,435586792,0.400000,0.800000,3.200000,
-905049666,bloc,954061356,0.211898,0.807415,0.306659,
-528409582,bloc,2000188874,6.400011,6.400000,6.400016,
-499211580,bloc,1307190381,1.839905,2.495134,1.250637,
1210572661,bloc,-1466940837,0.101860,1.200737,2.130293,
-1216174513,bloc,944794557,0.205941,0.198269,0.089974,
-251206445,bloc,-1932817542,0.138428,0.381193,0.335780,
1824205021,bloc,81945667,0.507777,0.812024,1.807623,
-1178823128,bloc,-221874360,0.100000,0.100000,0.100000,
-1963622591,bloc,-1837278063,2.771107,3.505092,0.207386,
-41069292,bloc,564574247,1.600002,1.617255,2.220982,
-867485774,bloc,-2094214733,6.400009,6.400000,25.600000,
590769305,bloc,1836341668,2.337517,2.025541,0.537571,
1731630878,bloc,-1932817542,0.138428,0.381193,0.335780,
894123655,bloc,300372068,0.001000,0.200000,0.400000,
812102300,bloc,-1253894031,0.059041,0.547349,0.849128,
-223934709,bloc,537661587,1.384272,1.481385,1.430651,
-945116642,bloc,1090928572,0.174123,0.199232,0.200555,
-221326530,bloc,577582942,2.130758,2.093908,8.742683,
888541755,bloc,-245889700,0.845598,0.831805,0.817733,
161392370,bloc,786940523,0.363626,0.293843,0.095561,
