fichier,obj_index,type_id,role,shape,s1,s2,s3,s4,s5,s6,s7,s8,pos_x,pos_y,pos_z,fwd_x,fwd_y,fwd_z,up_x,up_y,up_z,team,labels
elevation_map.mvar,2615,-722308271,,3,0,0,0,0,655360,655360,117964,117964,5.1709,12.9820,98.1282,0.01227,-0.99992,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,2651,-1029927331,,3,0,0,0,0,917504,917504,65536,65536,-1.2829,-2.2526,99.9297,-0.85718,0.51501,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,2685,-1029927331,,3,0,0,0,0,917504,917504,65536,65536,2.6000,-0.0011,99.9475,0.01749,-0.99985,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,2686,-1029927331,,3,0,0,0,0,917504,917504,65536,65536,-1.3168,2.2560,99.9629,0.86603,0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,2815,1839065359,,3,0,0,0,0,178110,53370,16384,16384,-5.6073,-9.6800,80.5461,0.28676,0.49671,0.81918,-0.40957,-0.70941,0.57357,-1,
elevation_map.mvar,2823,-696190206,,3,0,0,0,0,62219,59391,38909,32768,101.1259,-7.4952,96.6652,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,2836,-722308271,,3,0,0,0,0,16384,10485,3932,3932,-2.1459,17.1642,99.2822,-0.50184,0.86488,0.01227,0.86494,0.50187,-0.00000,-1,
elevation_map.mvar,2973,275039557,,3,0,0,0,0,499524,330488,105325,105325,2.4264,13.9126,96.5276,0.14692,-0.27781,0.94933,-0.49779,0.80860,0.31364,-1,
elevation_map.mvar,3015,1839065359,,3,0,0,0,0,320027,53370,16384,16384,0.1884,-0.0359,96.0842,-0.42257,0.00000,0.90633,0.90633,0.00000,0.42257,-1,
elevation_map.mvar,3096,-1729189629,,3,0,0,0,0,24903,65536,15728,15728,-16.9466,-1.2972,98.5536,-0.70713,-0.70708,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,3134,1839065359,,3,0,0,0,0,778210,53370,16384,16384,-4.2512,-3.8012,87.3814,-0.21134,-0.45312,0.86603,0.36596,0.78491,0.49999,-1,
elevation_map.mvar,3138,1839065359,,3,0,0,0,0,178110,53370,16384,16384,-5.7043,9.8289,80.6354,0.35538,-0.49781,0.79114,-0.35577,0.71064,0.60698,-1,
elevation_map.mvar,3141,-1729189629,,3,0,0,0,0,24903,65536,15728,15728,-16.8746,1.3970,98.5497,-0.70708,0.70713,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4361,1760789812,,3,0,0,0,0,311296,81920,16384,16384,9.9292,5.5169,95.5887,-0.37217,0.83239,0.41063,0.20394,-0.35829,0.91106,-1,
elevation_map.mvar,4363,1760789812,,3,0,0,0,0,249036,81920,16384,16384,12.8623,2.4536,95.2295,0.64166,0.41324,0.64615,-0.57292,-0.30184,0.76201,-1,
elevation_map.mvar,4364,1760789812,,3,0,0,0,0,554601,81920,16384,16384,-2.8168,-6.4931,98.3354,0.27621,0.96107,-0.00733,-0.04376,0.02016,0.99884,-1,
elevation_map.mvar,4365,1760789812,,3,0,0,0,0,398899,81920,16384,16384,-2.7386,-5.8101,93.3000,0.33338,0.89899,0.28405,-0.09879,-0.26625,0.95883,-1,
elevation_map.mvar,4366,1760789812,,3,0,0,0,0,460768,81920,68024,16384,-4.2661,5.2709,81.9906,0.25697,-0.96274,0.08422,-0.04365,0.07552,0.99619,-1,
elevation_map.mvar,4369,1760789812,,3,0,0,0,0,460768,81920,68024,16384,-4.0660,-5.2306,82.0158,0.17190,0.98170,0.08191,-0.04365,-0.07552,0.99619,-1,
elevation_map.mvar,4429,-629827816,,3,0,0,0,0,720896,720896,65536,65536,-15.1983,-5.3633,99.4010,0.17362,-0.98481,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4436,365968686,,3,0,0,0,0,629145,629145,117964,117964,-17.3308,-9.1861,100.2625,-0.33716,0.94145,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4440,-722308271,,3,0,0,0,0,196608,196608,65536,65536,-10.4764,-9.0014,99.3635,-0.89978,-0.43634,-0.00000,-0.00000,-0.00000,1.00000,-1,
elevation_map.mvar,4446,365968686,,3,0,0,0,0,937426,1081606,196608,196608,-8.3489,-15.0427,100.2584,0.56573,0.82459,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4447,365968686,,3,0,0,0,0,1267007,1015808,196608,196608,-13.3556,-11.7083,100.2538,0.56572,0.82460,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4448,365968686,,3,0,0,0,0,786432,786432,196608,196608,-8.7910,-10.8544,100.2640,0.56345,0.82615,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4450,365968686,,3,0,0,0,0,655360,655360,196608,196608,-14.0369,-18.3001,99.1587,0.56573,0.82459,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4451,-722308271,,3,0,0,0,0,196608,196608,49152,49152,-6.5786,-12.3081,97.4959,-0.89978,-0.43634,-0.00000,-0.00000,-0.00000,1.00000,-1,
elevation_map.mvar,4452,-722308271,,3,0,0,0,0,196608,196608,118292,118292,-1.7837,19.3651,100.0023,-0.89978,-0.43634,-0.00000,-0.00000,-0.00000,1.00000,-1,
elevation_map.mvar,4456,-722308271,,3,0,0,0,0,424017,491520,68812,68812,-13.4180,17.4635,98.3140,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4457,-1228539549,,3,0,0,0,0,302776,304742,52428,52428,-11.6682,18.8012,98.3670,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4458,-1228539549,,3,0,0,0,0,389283,378142,52428,52428,-9.5565,20.0069,98.3768,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4463,-722308271,,3,0,0,0,0,53739,148766,57671,57671,-10.3639,2.3342,95.0734,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4464,-701484517,,3,0,0,0,0,422051,393216,68812,68812,5.9005,13.0188,95.3963,-0.64276,-0.76607,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4468,-722308271,,3,0,0,0,0,393216,393216,75366,75366,-10.5659,16.4958,100.5096,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4472,-722308271,,3,0,0,0,0,232652,196608,144179,144179,1.8476,23.5851,98.3289,-0.15900,-0.98728,-0.00266,-0.03004,0.00209,0.99955,-1,
elevation_map.mvar,4473,-722308271,,3,0,0,0,0,230031,283770,68812,68812,-0.9806,22.7155,98.9305,-0.51248,0.85852,-0.01746,0.19299,0.13501,0.97187,-1,
elevation_map.mvar,4476,365968686,,3,0,0,0,0,1146880,892010,152043,152043,-8.8778,13.3615,101.2214,-0.86119,-0.50828,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4477,-722308271,,3,0,0,0,0,101580,106168,91750,91750,6.8728,9.8545,97.0125,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4478,-722308271,,3,0,0,0,0,104202,87818,57671,57671,4.5706,10.9266,94.3346,1.00000,0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4487,-722308271,,3,0,0,0,0,38666,56360,45875,45875,2.2603,-3.8473,91.7668,0.86397,0.50354,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4489,-722308271,,3,0,0,0,0,266731,196608,67829,67829,-7.1356,-8.8630,94.9543,-0.89978,-0.43634,-0.00000,-0.00000,-0.00000,1.00000,-1,
elevation_map.mvar,4493,-722308271,,3,0,0,0,0,45219,44564,85196,85196,1.7426,-3.0187,89.8067,0.50358,-0.86395,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4500,-722308271,,3,0,0,0,0,262144,262144,98304,98304,12.2625,-11.3000,94.9125,-0.89978,-0.43634,-0.00000,-0.00000,-0.00000,1.00000,-1,
elevation_map.mvar,4509,-722308271,,3,0,0,0,0,107479,140247,91750,91750,-4.9500,-17.7820,95.6000,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4510,-722308271,,3,0,0,0,0,107479,140247,91750,91750,-4.9500,-14.5010,98.9250,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4511,-722308271,,3,0,0,0,0,89784,257556,72089,72089,-7.8468,-9.4875,96.8294,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4512,-722308271,,3,0,0,0,0,53739,148766,57671,57671,-10.3639,2.3342,95.0734,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4514,-722308271,,3,0,0,0,0,110755,262799,57671,57671,-6.2892,10.8742,97.5613,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4515,-722308271,,3,0,0,0,0,460062,558366,58982,58982,-13.3280,17.6747,100.4214,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4516,-722308271,,3,0,0,0,0,420741,543948,125829,125829,-12.7875,14.8625,100.5500,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4519,-722308271,,3,0,0,0,0,53084,132382,57671,57671,-11.6641,5.0095,95.1800,1.00000,-0.00000,0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4520,-1263086152,,3,0,0,0,0,550502,550502,101580,101580,-1.5763,17.7434,98.3520,-0.86603,-0.50000,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4523,-722308271,,3,0,0,0,0,196608,196608,57671,57671,-10.9891,17.1790,98.0019,-0.86397,-0.50354,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4524,365968686,,3,0,0,0,0,1261830,836894,183500,183500,-4.9649,15.6476,101.1887,-0.86119,-0.50828,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4527,-722308271,,3,0,0,0,0,41943,46530,45875,45875,2.1405,3.7470,91.8341,0.86397,0.50354,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4530,-722308271,,3,0,0,0,0,44564,46530,85196,85196,1.7359,2.9834,89.8830,0.50358,-0.86395,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4534,-722308271,,3,0,0,0,0,41943,51773,96010,96010,1.1824,2.1262,86.6997,0.86397,0.50354,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4535,-722308271,,3,0,0,0,0,41287,96337,96010,96010,1.2703,-2.1597,86.9099,0.86397,0.50354,0.00000,0.00000,0.00000,-1.00000,-1,
elevation_map.mvar,4542,43333489,,3,0,0,0,0,851968,851968,163840,163840,3.0910,17.7494,97.0502,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4543,43333489,,3,0,0,0,0,1015808,851968,163840,163840,-7.3805,16.5878,98.8370,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4544,43333489,,3,0,0,0,0,917504,851968,163840,163840,-11.8929,-13.3842,98.0803,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4593,-1902667258,,2,0,0,0,0,226099,458752,196608,32768,7.6472,0.4532,94.2463,0.50000,-0.86603,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4595,-1902667258,,2,0,0,0,0,262144,458752,131072,39321,0.0000,0.0000,98.3971,-0.57361,-0.81913,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4596,-1902667258,,3,0,0,0,0,370278,350617,131072,6553,-14.4988,0.0000,97.6139,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4597,-1902667258,,3,0,0,0,0,393216,458752,131072,39321,-10.3941,-12.4666,96.1754,-0.57361,-0.81913,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4598,-1902667258,,3,0,0,0,0,262144,294912,131072,131072,4.8717,16.8197,96.7277,-0.64282,-0.76602,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4599,-1902667258,,3,0,0,0,0,360448,458752,131072,131072,-7.3811,15.2979,98.5090,0.50000,-0.86603,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4600,-1902667258,,2,0,0,0,0,226099,458752,131072,131072,0.0000,0.0000,84.2188,0.50000,-0.86603,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4752,-696190206,,3,0,0,0,0,746649,667312,635584,32768,6.5121,-19.5424,92.1126,0.93969,0.34202,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4753,-696190206,,3,0,0,0,0,552089,575152,428736,32768,8.4392,0.5796,93.7947,0.99992,0.01226,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4754,-696190206,,3,0,0,0,0,150681,220995,461504,32768,14.3306,3.0220,94.9388,0.85984,0.51057,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4755,-696190206,,2,0,0,0,0,618044,523025,314048,32768,0.0000,0.0000,80.8742,0.69836,0.71575,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4756,-696190206,,3,0,0,0,0,478361,482992,1018560,32768,-5.9296,-10.9533,72.6959,0.87212,-0.48930,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4757,-696190206,,3,0,0,0,0,478361,482992,1018560,32768,-6.4775,10.9516,72.7518,0.43372,-0.90105,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4764,-722308271,,3,0,0,0,0,393216,494796,56360,56360,-10.6670,16.5512,98.3086,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4791,-1902667258,,2,0,0,0,0,262144,393216,131072,131072,-0.0000,0.0000,95.4377,0.34201,-0.93969,0.00000,0.00000,0.00000,1.00000,-1,-886053664|996801386
elevation_map.mvar,4792,-1239931096,extraction_zone,3,0,0,0,0,524288,524288,131072,131072,5.9306,-17.3376,95.7354,-0.93969,-0.34201,0.00000,0.00000,0.00000,1.00000,-1,-903313158|extraction_zone
elevation_map.mvar,4793,-1239931096,extraction_zone,2,0,0,0,0,262144,524288,393216,131072,0.0000,-0.0000,95.1277,-0.93969,-0.34201,0.00000,0.00000,0.00000,1.00000,-1,-903313158|extraction_zone
elevation_map.mvar,4794,-1239931096,extraction_zone,3,0,0,0,0,448921,393216,131072,131072,7.6946,-0.0000,95.3787,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,-903313158|extraction_zone
elevation_map.mvar,4795,-1239931096,extraction_zone,2,0,0,0,0,681574,131072,131072,131072,0.0000,0.0000,82.9401,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,-903313158|extraction_zone
elevation_map.mvar,4796,-1239931096,extraction_zone,3,0,0,0,0,720896,314572,131072,131072,-5.7044,15.7113,97.7704,-0.86603,-0.50000,0.00000,0.00000,0.00000,1.00000,-1,-903313158|extraction_zone
elevation_map.mvar,4912,-696190206,,3,0,0,0,0,257961,165552,115014,32768,-13.1320,5.3866,94.5840,0.93969,-0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4919,-696190206,,3,0,0,0,0,120745,280240,172358,32768,-15.5943,8.7298,94.5967,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,4957,-1155606257,,3,0,0,0,0,109155,163840,278957,32768,-5.7946,-9.8529,79.2418,-0.86603,0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5032,-696190206,,3,0,0,0,0,476313,667312,209600,32768,-0.2842,-14.6412,94.6688,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5033,-696190206,,3,0,0,0,0,423065,396976,635584,32768,5.8585,-13.1156,91.1196,0.70708,0.70713,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5034,-696190206,,3,0,0,0,0,566425,396976,395968,32768,3.9269,-12.2180,95.7396,0.93969,0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5035,-696190206,,3,0,0,0,0,345241,179888,395968,32768,7.3535,-9.0862,95.4806,0.70713,0.70708,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5036,-696190206,,3,0,0,0,0,677017,267952,395968,32768,12.9069,-14.2278,97.9075,-0.34201,0.93969,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5037,-696190206,,3,0,0,0,0,130201,229040,395968,32768,8.9926,-9.2038,96.8054,-0.40557,0.40557,0.81916,0.57921,-0.57925,0.57358,-1,
elevation_map.mvar,5038,-696190206,,3,0,0,0,0,247721,196274,131072,32768,-2.1280,-14.0921,98.3123,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5039,-696190206,,3,0,0,0,0,589737,808624,284793,65536,-12.1053,-13.4607,96.2152,0.81913,-0.57361,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5040,-696190206,,3,0,0,0,0,288124,454320,1113486,32768,-15.5864,0.0000,97.5965,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5041,-696190206,,3,0,0,0,0,204713,202416,127097,32768,-10.8366,1.1248,94.6000,0.93970,-0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5042,-696190206,,3,0,0,0,0,315305,165552,115014,32768,-15.5943,5.4059,94.5967,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5043,-696190206,,3,0,0,0,0,309161,149168,348281,32768,3.6314,22.7726,95.9749,0.17362,0.98481,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5044,-696190206,,3,0,0,0,0,229554,271498,340352,32768,-4.9051,21.8763,98.7760,0.96592,-0.25883,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5045,-696190206,,3,0,0,0,0,200617,73392,88185,32768,-0.7532,22.8387,98.2177,0.86603,0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5046,-696190206,,3,0,0,0,0,532393,341680,348281,32768,2.5142,17.2737,95.9749,0.17362,0.98481,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5047,-696190206,,2,0,0,0,0,268697,18096,204800,32768,-0.0000,-0.0000,93.8968,0.17362,0.98481,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5048,-696190206,,2,0,0,0,0,265420,138928,103101,32768,0.0000,-0.0000,98.6709,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5049,-696190206,,3,0,0,0,0,161705,198320,129145,32768,-5.1586,-0.0034,98.1837,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5060,-696190206,,2,0,0,0,0,756940,138928,524288,524288,0.0000,-0.0000,99.0709,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5062,-696190206,,3,0,0,0,0,462204,112304,1113486,32768,-10.2209,0.0000,97.5965,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5063,-696190206,,3,0,0,0,0,462204,112304,1113486,32768,-10.1068,0.7862,97.5965,0.93970,-0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5064,-696190206,,3,0,0,0,0,462204,112304,1113486,32768,-10.5486,-1.1113,97.5965,0.93969,0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5065,-696190206,,3,0,0,0,0,155004,112304,1113486,32768,-15.0216,6.0038,97.6013,0.34201,0.93969,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5066,-696190206,,3,0,0,0,0,155004,112304,1113486,32768,-15.0032,-5.8859,97.6000,-0.34201,0.93970,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5067,-696190206,,3,0,0,0,0,169897,341680,348281,32768,5.5595,12.7617,95.9749,0.64276,0.76607,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5068,-696190206,,3,0,0,0,0,169897,196272,348281,32768,6.8333,10.6592,95.9749,0.99620,0.08714,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5070,-696190206,,3,0,0,0,0,237481,272050,131072,32768,-2.2684,-14.6947,95.7677,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5073,-696190206,,3,0,0,0,0,32358,104038,40140,13107,0.3688,4.6972,98.5666,0.99939,0.03437,0.00613,0.00000,-0.17362,0.98481,-1,
elevation_map.mvar,5074,-696190206,,3,0,0,0,0,204713,202416,127097,32768,-10.6684,-1.1155,94.6000,0.93969,0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5075,-696190206,,2,0,0,0,0,52428,202416,350329,32768,-12.5232,-0.0000,94.7088,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5076,-696190206,,3,0,0,0,0,155004,112304,1113486,32768,-15.1861,4.7324,97.6013,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5077,-696190206,,3,0,0,0,0,155004,112304,1113486,32768,-15.2262,-4.6836,97.6000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5078,-696190206,,3,0,0,0,0,416211,286384,284793,65536,-15.2045,-9.6789,96.2152,0.93969,0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5079,-696190206,,3,0,0,0,0,288681,515760,362617,65536,-6.2368,-16.1879,94.8680,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5080,-696190206,,3,0,0,0,0,200617,73392,88185,32768,1.0009,23.7466,98.0418,0.98481,-0.17362,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5081,-696190206,,3,0,0,0,0,12466,9354,4411,32768,-5.4493,23.4330,99.1801,0.96592,-0.25883,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5082,-696190206,,3,0,0,0,0,229554,124042,340352,32768,-6.0884,22.1136,98.7760,0.86603,0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5083,-696190206,,3,0,0,0,0,229554,169098,340352,32768,-3.3502,21.6789,98.7760,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5084,-696190206,,3,0,0,0,0,317618,169098,340352,32768,-1.6317,17.9024,98.8764,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5085,-696190206,,3,0,0,0,0,563378,150666,356736,32768,-11.3346,19.0330,98.9195,0.86603,0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5086,-696190206,,3,0,0,0,0,563378,132234,356736,32768,-13.2578,15.9448,98.8960,0.34201,0.93969,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5087,-696190206,,2,0,0,0,0,150732,132234,356736,32768,-12.2776,16.4570,98.8878,0.34201,0.93969,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5088,-696190206,,3,0,0,0,0,1032105,751280,272505,32768,-8.6960,15.6628,96.8031,0.86603,0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5089,-696190206,,3,0,0,0,0,440233,151216,348281,32768,8.1036,16.0556,94.8027,-0.76607,0.64276,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5090,-696190206,,3,0,0,0,0,204713,188080,129145,32768,4.9007,11.8063,93.6872,-0.93969,0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5091,-696190206,,3,0,0,0,0,118697,102064,297509,32768,5.1404,12.0958,93.6872,-0.76607,0.64276,-0.00000,0.55664,0.66344,0.50000,-1,
elevation_map.mvar,5097,-696190206,,3,0,0,0,0,120745,280240,172358,32768,-15.2106,9.8623,95.8097,0.93969,-0.34201,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5098,-696190206,,3,0,0,0,0,154777,169648,221888,32768,8.9059,-9.1170,93.3202,-0.29883,0.29883,0.90631,0.64083,-0.64088,0.42262,-1,
elevation_map.mvar,5099,-696190206,,3,0,0,0,0,472691,143220,230080,32768,12.6869,-14.3639,93.8059,-0.34201,0.93969,-0.00000,-0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5100,-696190206,,3,0,0,0,0,145340,169648,131776,32768,8.7173,-8.8971,92.5722,-0.70708,0.70713,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5110,1760789812,,3,0,0,0,0,368004,82157,16384,16384,7.4096,5.6628,93.8781,-0.42231,0.90578,-0.03494,-0.01479,0.03168,0.99939,-1,
elevation_map.mvar,5111,1760789812,,3,0,0,0,0,403062,60661,16384,16384,7.5751,4.8260,96.3841,-0.05219,0.99726,0.05234,0.00269,-0.05226,0.99863,-1,
elevation_map.mvar,5112,1760789812,,3,0,0,0,0,296855,73559,35971,16384,8.0898,-4.6468,93.2913,-0.47335,-0.83195,-0.28949,-0.18004,-0.23037,0.95630,-1,
elevation_map.mvar,5113,-1773436473,,3,0,0,0,0,368002,34867,16384,16384,0.1569,22.6572,98.4282,-0.94481,-0.25317,0.20792,0.20087,0.05369,0.97815,-1,
elevation_map.mvar,5116,1760789812,,3,0,0,0,0,324696,58512,16384,16384,2.8062,-4.6108,97.7898,-0.48296,0.83652,0.25881,0.12942,-0.22417,0.96592,-1,
elevation_map.mvar,5117,1760789812,,3,0,0,0,0,350474,58512,16384,16384,-3.1431,5.4244,97.8257,-0.48718,0.84383,-0.22498,-0.11248,0.19480,0.97437,-1,
elevation_map.mvar,5118,1760789812,,3,0,0,0,0,350474,58512,16384,16384,-2.9811,5.3391,94.4411,-0.49513,0.85760,0.13914,0.06960,-0.12053,0.99027,-1,
elevation_map.mvar,5119,1760789812,,3,0,0,0,0,400998,58512,16384,16384,2.9286,6.4592,93.1937,0.25490,0.95124,0.17368,-0.04506,-0.16773,0.98480,-1,
elevation_map.mvar,5121,1760789812,,3,0,0,0,0,403062,60661,16384,16384,9.3649,-4.5097,94.7300,0.33048,0.90763,-0.25882,0.08854,0.24323,0.96592,-1,
elevation_map.mvar,5122,-1408077537,,3,0,0,0,0,410451,36231,19945,16384,0.7299,8.2170,99.0972,-0.12094,-0.98516,-0.12183,-0.01499,-0.12096,0.99254,-1,
elevation_map.mvar,5128,1760789812,,3,0,0,0,0,443238,26030,16384,16384,-3.9774,-5.2517,97.7769,0.62751,0.74790,0.21651,-0.13913,-0.16584,0.97629,-1,
elevation_map.mvar,5131,1760789812,,3,0,0,0,0,318507,58512,16384,16384,2.4949,-6.1286,92.6451,-0.09969,0.99500,0.00610,-0.06134,-0.01224,0.99804,-1,
elevation_map.mvar,5143,-1155606257,,3,0,0,0,0,109155,163840,278957,32768,-6.0050,10.0077,79.6689,-0.86603,-0.50000,0.00000,0.00000,0.00000,1.00000,-1,
elevation_map.mvar,5165,1760789812,,3,0,0,0,0,327751,69021,16384,16384,-6.6336,2.3630,92.2751,-0.63930,0.76181,0.10458,0.06722,-0.08001,0.99453,-1,
