type_id,nom_hash_signe,nom_craque,mot1_hex,groupe_tag
-91784395,243421400,,00000000,food
-90037795,-1247258464,,1f7947cf,food
-89276352,1468056493,,1f7947cf,food
-86473222,-1467834826,,00000000,food
-85473346,474092984,,f7759c2a,food
-84941531,-62371536,,00000000,food
-84498782,2075812446,,1f7947cf,food
-80546392,-840572379,,00000000,food
-77079090,1415068764,,1f7947cf,food
-74922723,-1442734829,,05a8e31e,food
-73067154,1657877084,,00000000,food
-70858199,1940458059,,00000000,food
-67333374,10352030,,00000000,food
-67141707,-1302686913,,1f7947cf,food
-63550212,892078499,,1f7947cf,food
-61931010,-422999568,,00000000,food
-61519986,-1067490409,,00000000,food
-59533432,-750398098,,00000000,food
-59092580,-389290101,,00000000,food
-58708148,-1334870273,,1f7947cf,food
-52133979,381664196,,723f7e06,food
-49979320,839444572,,1f7947cf,food
-49413499,-1804047277,,1f7947cf,food
-45825338,1767573853,,1f7947cf,food
-43928113,55014854,,1f7947cf,food
-43520149,-1316308862,,00000000,food
-41069292,2109174660,,1f7947cf,food
-40194847,-100834577,,00000000,food
-37188250,-1468270492,,1f7947cf,food
-36577616,-1281166424,,00000000,food
-34454568,1863272845,,1f7947cf,food
-27112203,219684286,,00000000,food
-26569928,2031523816,,86e79e50,food
-25855440,-22226791,,1f7947cf,food
-24584446,-1141030846,,00000000,food
-20854932,170175111,,1f7947cf,food
-19381818,-732976479,,00000000,food
-18964910,-1554909820,,1f7947cf,food
-17537832,1420133427,,723f7e06,food
-16115692,-1228377493,,00000000,food
-14618672,-1194491349,,1f7947cf,food
-12189487,-571304021,,723f7e06,food
-7243787,1949598901,safe_volume,00000000,food
-4354675,1573473625,,00000000,food
-494552,2028076166,,1f7947cf,food
-208562,-578186260,,1f7947cf,food
10522250,1143595659,,00000000,food
11528644,399952419,,1f7947cf,food
13108505,1270155034,,00000000,food
15900550,-639644869,,00000000,food
18911395,-1065760515,,619a3cc1,food
26955389,1275822500,,00000000,food
27445304,941900441,,00000000,food
29284719,1780701130,,42c9679f,food
32433901,481541033,,597c7032,food
35517982,1419148093,,00000000,food
43409164,-504468859,,00000000,food
44613514,327767120,,1f7947cf,food
45240733,1930930319,,1f7947cf,food
51378384,439048151,,00000000,food
53527778,-1579317969,,00000000,food
55315362,-2103894280,,619a3cc1,food
55656354,934326349,,00000000,food
57604546,-1592266757,,f7759c2a,food
60013899,2112755801,,00000000,food
60452899,1403109065,brute_chopper,00000000,food
61467121,137815443,,00000000,food
62642658,-1043664314,,1f7947cf,food
67116532,-1552759818,,1f7947cf,food
69500485,714617492,,1f7947cf,food
72592504,-38367290,,1f7947cf,food
76192696,1358591407,,00000000,food
77406519,324810880,,1f7947cf,food
78624791,246511817,,00000000,food
79128260,1279714543,,1f7947cf,food
80415170,1544035086,,619a3cc1,food
81540265,-2121622327,,00000000,food
83469709,1455922937,auto_turret,69ca01eb,food
95146865,-1270363794,,00000000,food
97389152,2112147881,,1f7947cf,food
98683825,-568121384,,9eadd5ea,food
100204590,-323255218,,00000000,food
101094355,-1543327500,,1f7947cf,food
101629996,-1354909517,,00000000,food
103845476,1548261295,,7016e890,food
104888214,1266107177,,723f7e06,food
105375370,1011513503,,1f7947cf,food
107509731,352603921,,1f7947cf,food
118005238,1120495519,default,bcbcbcbc,food
126867099,1120495519,default,bcbcbcbc,food
128368413,466598037,,1f7947cf,food
129049914,1190477272,,00000000,food
134001710,-423662339,,00000000,food
136883186,1433485467,,ff2e62d1,food
144764961,-440453648,,00000000,food
153424214,1558207791,,00000000,food
155710515,716386208,,a261c76b,food
157770336,1254298618,,00000000,food
157773966,1817850483,,597c7032,food
161282358,8307195,,00000000,food
161400328,235075154,,a261c76b,food
168858749,-785148828,,00000000,food
169934822,-2036923564,,00000000,food
174850678,2060801908,,1f7947cf,food
181325900,-1639954290,,00000000,food
183586692,-1837279990,,00000000,food
186721756,1269575955,,1f7947cf,food
195775167,2023852876,,00000000,food
199265464,-2002047233,,00000000,food
201659451,-1240615654,,1f7947cf,food
208003835,297996887,,1f7947cf,food
209250586,-1652848830,,00000000,food
212148199,1355214530,,00000000,food
222107335,1283005368,,1f7947cf,food
223968593,1968344823,,1f7947cf,food
227770528,-1010915155,,1f7947cf,food
230300676,-2080070928,,597c7032,food
234368829,886670325,,1f7947cf,food
240189424,460354077,,723f7e06,food
249120186,-1194436801,,1f7947cf,food
249501141,1500600643,,1f7947cf,food
252201636,-248758831,,00000000,food
252945299,-373344415,,1f7947cf,food
253727975,-950694488,,1f7947cf,food
256848710,704443930,,00000000,food
260764033,-427448996,,1f7947cf,food
263752497,-111802649,,1f7947cf,food
266414978,1184641181,,00000000,food
266986134,828698835,,1f7947cf,food
267709012,-1653237516,,619a3cc1,food
272475883,694876712,,00000000,food
272492850,-677325249,,1f7947cf,food
275039557,15965491,,1f7947cf,food
276720615,1655730073,,00000000,food
278063705,-773232898,,00000000,food
278085573,1357384026,,1f7947cf,food
283629306,1620282124,,00000000,food
286176533,-1717162473,,1f7947cf,food
288063728,-807182161,,1f7947cf,food
303543302,376922390,,00000000,food
304568000,293464091,,05a8e31e,food
304921652,1248728202,,00000000,food
305918725,1764845429,,daf20cc5,food
306231068,650588564,,1f7947cf,food
310710685,-65644430,,00000000,food
318687753,-505073658,,1f7947cf,food
320048912,-381202696,,00000000,food
322212374,-1746059471,,1f7947cf,food
322331906,2141524723,,1f7947cf,food
324863797,-2051446562,,1f7947cf,food
325380620,-185971748,,00000000,food
330109517,-651831309,,597c7032,food
332167615,620754437,,00000000,food
339083447,-1750195035,,42c9679f,food
340209025,-2049852351,,00000000,food
343968936,170504139,,00000000,food
345223914,1934567138,,1f7947cf,food
355942414,-1352921971,,1f7947cf,food
357637473,-159071872,,a261c76b,food
361417665,-1025093968,,00000000,food
361582488,149045107,,00000000,food
363315931,92770763,,00000000,food
364877620,517264495,,00000000,food
365968686,-206956701,,1f7947cf,food
368654796,-1210475658,,42c9679f,food
369425331,2056878718,,1f7947cf,food
370473242,-762162212,,00000000,food
377337736,-405809768,,00000000,food
380410325,-1628913870,,1f7947cf,food
380605324,-528535869,,00000000,food
382043438,1566407127,,00000000,food
383493472,1738242745,,1f7947cf,food
385405457,1865793515,,42c9679f,food
388597365,-1829033068,,00000000,food
389561087,893652254,,05a8e31e,food
395625988,729455624,,1f7947cf,food
404331836,1058327717,,1f7947cf,food
406097166,-357238112,,00000000,food
408676252,1005017922,,1f7947cf,food
414737273,32419558,,00000000,food
417146117,218816720,,00000000,food
427128330,883512392,,1f7947cf,food
433415102,-1321071531,,1f7947cf,food
434341535,-1346440995,,00000000,food
437791545,-580217100,,00000000,food
441583105,554765883,,00000000,food
443142438,-791916461,,00000000,food
445225109,-994463687,,1f7947cf,food
449620315,-1603092851,,00000000,food
451624981,-697631948,,1f7947cf,food
461807395,-1339732272,stalker_rifle,00000000,food
463717734,817046284,,00000000,food
463893312,-1227866257,,723f7e06,food
465292605,-1137672487,,1f7947cf,food
468997533,-247451035,,1f7947cf,food
469262902,1120495519,default,bcbcbcbc,food
471557513,-1136393292,,1f7947cf,food
474402863,-1228624348,,1f7947cf,food
475600440,1997547608,spike_grenade,00000000,food
478966709,1734879159,,00000000,food
481068333,-1234250443,,42c9679f,food
488175425,1120495519,default,bcbcbcbc,food
489296914,-1784300028,,00000000,food
491753301,-1597061436,,1f7947cf,food
491855435,-1711331068,,1f7947cf,food
492327815,-2118152541,,1f7947cf,food
493906366,-1625964754,,00000000,food
500437347,1772061742,,00000000,food
500992431,992691671,,00000000,food
504766876,-907939605,,1f7947cf,food
506006892,680751866,,00000000,food
506229040,1666436955,,05a8e31e,food
508419403,1502801782,,00000000,food
516764423,519246102,,1f7947cf,food
520558844,1120495519,default,bcbcbcbc,food
523634536,188459983,,86e79e50,food
524142540,-1048704726,,86e79e50,food
536142106,-1215324637,,1f7947cf,food
539061844,-130626772,,00000000,food
539303286,-123081752,,00000000,food
540631147,-114646368,,00000000,food
542874107,220718436,,1f7947cf,food
545437041,-1755224904,,00000000,food
546301620,-306373776,,00000000,food
551033226,1274971063,,00000000,food
554905819,-596420332,,1f7947cf,food
557635593,-1054492589,,00000000,food
559651169,-277143773,,1f7947cf,food
570530744,-1710918161,,00000000,food
584932456,-1592454913,,00000000,food
585671082,-1814433278,,00000000,food
586209564,-788617209,,00000000,food
586555322,-2135745659,,00000000,food
587667485,1221185653,,00000000,food
589331469,-130783391,,00000000,food
592283351,145222261,,1f7947cf,food
595081952,-1600879919,,00000000,food
595352945,657313837,,1f7947cf,food
596491061,-141083642,,1f7947cf,food
598247865,-1417138548,,00000000,food
604375006,-68630304,,00000000,food
605045097,-810531840,,1f7947cf,food
609300738,-1698162386,,00000000,food
614641389,-1570270265,,00000000,food
615894936,1941209699,,1f7947cf,food
622020449,1643434156,,1f7947cf,food
625689052,-75829924,,00000000,food
626024360,-203296951,,1f7947cf,food
626209526,-1470511566,,00000000,food
628448986,-1557719394,,1f7947cf,food
630462697,-703176770,,00000000,food
631491360,2027622852,,1f7947cf,food
631662778,-277925485,,1f7947cf,food
635231024,-1743569949,,597c7032,food
646710049,-116666965,,00000000,food
647446102,900798690,,00000000,food
648286333,2016695725,,1f7947cf,food
648888488,-79674424,,42c9679f,food
648983616,-1420808733,,1f7947cf,food
649730325,1464759894,,1f7947cf,food
651298924,-662668195,,00000000,food
652937498,-539332629,,1f7947cf,food
664769772,-581322306,,1f7947cf,food
666368264,1083258032,,1f7947cf,food
666920711,-1284820930,ghost,00000000,food
674244938,-253805753,,00000000,food
675708524,-1439159521,,00000000,food
680128648,-1578806905,,1f7947cf,food
681862774,1496872190,,00000000,food
688287313,-262775952,,00000000,food
690293631,-759535884,,00000000,food
691693133,-495482001,,1f7947cf,food
696112949,1247374411,,1f7947cf,food
696150591,-490747828,,619a3cc1,food
697241012,-973103443,,00000000,food
699771076,-642011872,,1f7947cf,food
700857788,902285221,,86e79e50,food
703721342,1884208418,,00000000,food
704374045,-163775390,,597c7032,food
707464350,1561759519,,1f7947cf,food
707549041,1073307886,,1f7947cf,food
710842070,680483371,,00000000,food
715160887,-444670575,,1f7947cf,food
721964911,-1520054264,,1f7947cf,food
727360123,-411147111,,1f7947cf,food
728515706,2090375111,,00000000,food
729513625,735389997,,00000000,food
730766987,-368882392,,00000000,food
732390052,-1644080052,energy_sword,00000000,food
735510445,-1960445065,,00000000,food
736764419,1534543528,,1f7947cf,food
738376018,213098708,,00000000,food
745984511,-1304765369,,00000000,food
749094963,2123308684,,1f7947cf,food
752040516,1673018396,,00000000,food
755398028,-1501984731,,00000000,food
755641155,-1978129042,,1f7947cf,food
759775548,-1374312895,,1f7947cf,food
762104862,-1616234743,,1f7947cf,food
764217989,-151833909,,00000000,food
764252543,-1829240631,,1f7947cf,food
765147319,-1573691108,,f7759c2a,food
765384929,-2045540952,,00000000,food
776640986,581840195,,1f7947cf,food
779806612,972392241,,00000000,food
781331912,-1453126502,,1f7947cf,food
783352080,-126349054,,619a3cc1,food
784760410,-1608217815,,00000000,food
785124500,-1439909733,,00000000,food
787133651,351590714,,00000000,food
788851087,-4728472,,00000000,food
789136891,388385474,,1f7947cf,food
790698787,827724811,,00000000,food
791345245,-1810652515,,00000000,food
792418577,-1280779667,,1f7947cf,food
793368941,-256887306,,723f7e06,food
795814220,2084758686,,1f7947cf,food
796754322,200400796,,1f7947cf,food
800321923,-973584633,,00000000,food
800634666,-1860018398,,1f7947cf,food
803074002,-319717329,,00000000,food
812102300,1779294493,,42c9679f,food
812644730,-696188628,,00000000,food
819700756,-1261819928,,00000000,food
822456994,2076602223,,00000000,food
825511813,-967666346,,723f7e06,food
830462689,1102667148,,1f7947cf,food
830495046,1877071928,,1f7947cf,food
836453594,1546234607,,f7759c2a,food
836904696,-1539346698,,1f7947cf,food
837851520,917660402,,00000000,food
841874352,-1735311354,,00000000,food
848694842,1761873587,,42c9679f,food
849552049,-1601067955,,86e79e50,food
850884602,1707864345,,42c9679f,food
851468451,-1274319408,,1f7947cf,food
854311379,-899287420,,00000000,food
858132180,1991305971,,00000000,food
859237410,864051943,,1f7947cf,food
868265716,-1390684115,,1f7947cf,food
871087208,433986790,,1f7947cf,food
872360587,1457557630,,00000000,food
873158545,868487430,,1f7947cf,food
877335626,2117134885,,05a8e31e,food
879311247,53408444,,00000000,food
886051836,105711753,,00000000,food
892184937,145179238,,00000000,food
892365399,707493194,,1f7947cf,food
892834596,-81986017,,723f7e06,food
894123655,1776350565,,00000000,food
896710904,1482607635,,1f7947cf,food
898691168,416031567,,00000000,food
902995208,1338390266,,1f7947cf,food
904339231,-202701485,,a261c76b,food
906312408,1939419440,,00000000,food
908393824,1253154733,,1f7947cf,food
915738895,1267043408,,00000000,food
916671602,-790507668,,1f7947cf,food
917772823,-21846884,,00000000,food
921904537,1188185910,,00000000,food
925775553,-2020078465,,00000000,food
933782692,-458917552,,00000000,food
933791967,1015274730,,1f7947cf,food
937132837,525941435,kill_volume,00000000,food
939802700,-1356027229,,00000000,food
947954639,1430391898,,86e79e50,food
949417702,-1305933516,,1f7947cf,food
953503801,-377847375,,00000000,food
953531472,-1358156331,,1f7947cf,food
959658482,698334868,,1f7947cf,food
960346775,-1825312128,,00000000,food
960472919,230724326,,e285407f,food
965071211,-481819600,,00000000,food
970314357,-666917919,,1f7947cf,food
970316359,-765965728,,597c7032,food
974988605,-8939357,,00000000,food
977304953,1692053197,,723f7e06,food
980355903,2081259012,,00000000,food
981739802,-1846291982,,1f7947cf,food
988915519,1725845505,,00000000,food
989977655,-1814831760,,00000000,food
990329545,-2095530532,,00000000,food
990822374,583524026,,f7759c2a,food
991877797,-873302487,,00000000,food
992140588,1218520692,,723f7e06,food
992350495,-632482403,,00000000,food
1003194703,-1310703839,,00000000,food
1003332573,-361097442,,00000000,food
1008197921,904228291,,1f7947cf,food
1013202573,305177099,,1f7947cf,food
1015036920,1891974813,,00000000,food
1017712650,-96449123,,86e79e50,food
1020008154,-1767534989,,619a3cc1,food
1020094146,-1639188831,,00000000,food
1023722862,1811297339,,1f7947cf,food
1025007144,-1309689798,,00000000,food
1029447838,1166306067,,1f7947cf,food
1037730083,-2048957774,,1f7947cf,food
1040169826,-405230990,,1f7947cf,food
1047093426,890920342,,1f7947cf,food
1047520077,1619657566,,f7759c2a,food
1047722046,-2008299050,,619a3cc1,food
1048043564,468567453,,00000000,food
1048266527,-843513714,,05a8e31e,food
1048269080,2065030147,,723f7e06,food
1048278191,-1530410002,,1f7947cf,food
1052698772,-656222522,,00000000,food
1057087770,-349393582,,1f7947cf,food
1058788467,850269247,,00000000,food
1061131721,-556589111,,00000000,food
1064263013,305319419,,1f7947cf,food
1064662203,535931675,,69ca01eb,food
1067908345,-414291848,,00000000,food
1070401816,709230551,,1f7947cf,food
1070451058,1907731021,,00000000,food
1073062991,-1325696411,,1f7947cf,food
1074286548,-1368974842,,00000000,food
1074479142,-1396117930,,1f7947cf,food
1074572694,-132159012,,00000000,food
1075788544,-1267937040,,1f7947cf,food
1080636816,1256721072,,1f7947cf,food
1081641998,-328446013,,00000000,food
1087035505,-1274794290,,00000000,food
1088075689,-609368508,,1f7947cf,food
1092140526,1827380940,,00000000,food
1098097045,396187689,,597c7032,food
1098301918,111074579,,00000000,food
1100028612,-1558533589,,00000000,food
1101014104,1779042054,,1f7947cf,food
1101642732,-841544387,,00000000,food
1102092500,370449606,,1f7947cf,food
1103502387,979468477,,1f7947cf,food
1111857025,-2033458070,,1f7947cf,food
1119373456,-33580505,,1f7947cf,food
1121997663,1741514900,,00000000,food
1129610856,524558978,plasma_pistol,00000000,food
1133144079,1296991821,,00000000,food
1134333856,-213116731,,1f7947cf,food
1135978561,253894234,,00000000,food
1137972971,1549980724,,619a3cc1,food
1141287402,-718070451,,619a3cc1,food
1141889298,663090981,,a6b5290e,food
1143017283,-2062542118,,05a8e31e,food
1148559722,-78706784,,86e79e50,food
1150132444,305634568,,1f7947cf,food
1150542342,1995322282,,1f7947cf,food
1150919065,-200213134,,00000000,food
1154362337,302216959,,1f7947cf,food
1157242225,-799017703,,1f7947cf,food
1159431219,-1525119206,,1f7947cf,food
1163992209,912482460,,1f7947cf,food
1164792644,735448103,,1f7947cf,food
1168129635,-1405891139,,1f7947cf,food
1168502040,-535954826,,1f7947cf,food
1170274662,-25815003,,1f7947cf,food
1170476090,-595137130,,1f7947cf,food
1171791424,-476014645,,00000000,food
1173466296,-371536384,,00000000,food
1173810012,651561740,,1f7947cf,food
1174986318,-1229196710,,00000000,food
1175500974,-1327156805,,1f7947cf,food
1176787669,1296874583,,00000000,food
1180513176,-295831668,,1f7947cf,food
1182262703,-941100220,,1f7947cf,food
1184255153,-1182939501,,00000000,food
1184267755,-860952652,,1f7947cf,food
1188082431,-293649749,,00000000,food
1188803818,883354658,,05a8e31e,food
1189394738,-1522603327,,00000000,food
1189747031,-950159873,,00000000,food
1191635031,1357352822,,597c7032,food
1192354276,1813043382,,1f7947cf,food
1192970141,-1201377757,,1f7947cf,food
1193558886,1119311912,,1f7947cf,food
1201751719,356376987,,00000000,food
1208611533,1623398968,,f7759c2a,food
1209018908,2112440792,,597c7032,food
1212219746,2140425312,,00000000,food
1212364087,-1608450642,,f7759c2a,food
1212824627,1871551008,,00000000,food
1219126943,-1228950946,,1f7947cf,food
1222268081,1617221299,,00000000,food
1224198617,-395649321,,619a3cc1,food
1233058388,1526733935,,1f7947cf,food
1237302024,1843158046,,05a8e31e,food
1244902926,-1411117602,,1f7947cf,food
1246723723,-1307239887,,1f7947cf,food
1248262615,1517484840,,1f7947cf,food
1249401402,877431909,,00000000,food
1249429617,780674867,,00000000,food
1250189495,774990812,,1f7947cf,food
1251515402,-413804059,,00000000,food
1254457242,1477878599,,00000000,food
1255341472,873152206,,86e79e50,food
1256258313,-398886730,,00000000,food
1257925747,-699031006,,00000000,food
1261188971,-1668606482,,00000000,food
1269559998,704399438,,00000000,food
1280228573,1256514611,,1f7947cf,food
1281755576,0,,00000000,food
1288492248,392874561,,00000000,food
1291298885,-765971943,,00000000,food
1293300393,-1495591111,,1f7947cf,food
1294384524,-660128191,,00000000,food
1302622415,-1724631057,,00000000,food
1302881900,1984637174,,1f7947cf,food
1304071901,-262278708,plasma_turret,00000000,food
1308888558,-169580292,,1f7947cf,food
1315185873,-47562508,,00000000,food
1315426043,254423689,,00000000,food
1319039586,-640280373,,f7759c2a,food
1322155892,-518232656,,00000000,food
1323296074,1914035270,,1f7947cf,food
1324037037,-1982344037,,00000000,food
1325502123,-1040526554,,00000000,food
1327497590,-1458229989,,1f7947cf,food
1328803566,-223393095,,00000000,food
1331845139,-115550129,,1f7947cf,food
1332895936,1160802279,,1f7947cf,food
1342572598,708392321,,1f7947cf,food
1344776338,1476216569,,00000000,food
1346005877,901508245,,1f7947cf,food
1346198464,2119773107,,1f7947cf,food
1347497524,1572984168,,a261c76b,food
1349213980,808471159,,00000000,food
1354722998,751171728,,00000000,food
1354863291,978000594,,00000000,food
1355228975,-466715165,,00000000,food
1358501723,1116857253,,1f7947cf,food
1359318463,276131926,,1f7947cf,food
1361150846,-1322499981,,1f7947cf,food
1362435656,-1132357159,,1f7947cf,food
1366480576,874116635,,00000000,food
1367430493,-1563624117,,00000000,food
1372799699,-751844740,,1f7947cf,food
1375061790,-1242022716,,f7759c2a,food
1377394980,-279297481,,00000000,food
1380142709,1464171594,,1f7947cf,food
1380455531,-895478339,,1f7947cf,food
1383537765,1045036889,,1f7947cf,food
1390366005,-933165833,,00000000,food
1397030039,974091155,,a261c76b,food
1398909075,513287234,,723f7e06,food
1412353944,1034358605,,00000000,food
1416644323,607731493,,1f7947cf,food
1434945703,1477908461,,00000000,food
1435492872,-1172392531,,1f7947cf,food
1436709533,289462474,,1f7947cf,food
1446507005,-895400383,,00000000,food
1447798797,56432788,,00000000,food
1451712685,1749843315,,1f7947cf,food
1454791351,2036722571,,00000000,food
1455634076,1619902345,,00000000,food
1458126031,-1000271587,,1f7947cf,food
1459118968,87750997,,00000000,food
1459874653,2135319871,,1f7947cf,food
1460146008,511108203,,1f7947cf,food
1461903299,1654993065,,1f7947cf,food
1464329535,-582671332,,00000000,food
1470161378,1647246044,,05a8e31e,food
1471536073,551556627,,00000000,food
1472515488,303678254,,1f7947cf,food
1474104395,-1923342179,,00000000,food
1474383960,-1346440995,,00000000,food
1479917222,1828040484,,1f7947cf,food
1483088982,1372297552,,00000000,food
1487094368,-632687062,,00000000,food
1491509867,-1454155096,,00000000,food
1496044122,-990595839,,00000000,food
1501228877,-114729912,,1f7947cf,food
1501883261,563034913,,00000000,food
1502357539,-1931616328,,1f7947cf,food
1503350133,1730553442,scorpion,00000000,food
1504213608,1649124092,,f7759c2a,food
1514264764,2069484426,,00000000,food
1518152313,310464162,,00000000,food
1525567567,1662874034,,1f7947cf,food
1526043977,-958676503,,1f7947cf,food
1526222832,-370425201,,00000000,food
1528127998,-1403908462,,00000000,food
1529349723,-1446106975,,00000000,food
1530698808,1496702922,,00000000,food
1535507286,-101770936,,05a8e31e,food
1535950428,1869343908,,f7759c2a,food
1537201957,-2145225650,,1f7947cf,food
1539956497,-436837404,,00000000,food
1539963162,2036416629,,f7759c2a,food
1545036433,1723974365,,00000000,food
1547919375,-2038505041,,1f7947cf,food
1549542379,290802902,,1f7947cf,food
1553385688,1683591671,,1f7947cf,food
1553986883,-1515652786,,1f7947cf,food
1554113302,1815695026,,86e79e50,food
1561437000,-1621462248,,1f7947cf,food
1572738626,1543678935,,1f7947cf,food
1573061490,-1329792110,,00000000,food
1573963830,1198298412,,00000000,food
1574930411,-850466561,,1f7947cf,food
1575871864,452539856,,00000000,food
1575955596,457279169,,1f7947cf,food
1577243514,-1980149301,,00000000,food
1581171901,-1579466991,,00000000,food
1581648278,394259603,,42c9679f,food
1582217019,1543415683,,723f7e06,food
1582381034,145316060,,00000000,food
1582690303,618792413,,00000000,food
1584160294,-124332937,,00000000,food
1585893648,1919252079,,65646972,food
1588146099,97483914,,1f7947cf,food
1590826816,1120495519,default,bcbcbcbc,food
1593117566,1521462851,,1f7947cf,food
1594149931,764734939,,0f158a17,food
1594176107,-924760881,,619a3cc1,food
1594219664,-277430944,,1f7947cf,food
1596726030,1978958674,,1f7947cf,food
1597478195,1953066601,,536c6169,food
1598571411,552792217,,1f7947cf,food
1605081728,1911540111,,00000000,food
1605936690,-757153935,,1f7947cf,food
1606981455,-1435730436,,1f7947cf,food
1607542385,395526446,,1f7947cf,food
1613172133,1811999892,,1f7947cf,food
1617396517,1774416891,,1f7947cf,food
1618136600,-1165484287,,1f7947cf,food
1622837419,-941965737,,1f7947cf,food
1627118028,1012442702,,723f7e06,food
1627178319,907551685,,085fd2e9,food
1628262238,1145339773,,1f7947cf,food
1629623115,1924546952,,00000000,food
1630771360,-1620603965,,00000000,food
1635068469,-292050694,,00000000,food
1635203824,-986695357,,1f7947cf,food
1647671734,10799460,,00000000,food
1648288687,363197659,,1f7947cf,food
1649659840,1886806382,,746e696f,food
1655986368,350937589,,00000000,food
1659217865,1900209913,,00000000,food
1660588673,134428855,,1f7947cf,food
1662288531,-1397190813,,1f7947cf,food
1662815138,1834486287,,1f7947cf,food
1663440900,-1281848621,,a261c76b,food
1664486679,255688515,,1f7947cf,food
1668509646,-1147621502,,1f7947cf,food
1674416953,-634593851,,00000000,food
1677263530,1658291232,,1f7947cf,food
1683702270,931281613,,1f7947cf,food
1685703665,1352871538,,00000000,food
1686686586,2055901604,,00000000,food
1687711537,-1043407938,,00000000,food
1688143539,1715850354,,00000000,food
1690350921,-1579645502,,1f7947cf,food
1691400579,1838023880,,1f7947cf,food
1694184720,-1865845732,,00000000,food
1695418688,284270159,,9f32c1d9,food
1697274986,1546006806,,1f7947cf,food
1697823521,-1004702786,,00000000,food
1708640340,701610952,,f7759c2a,food
1712568625,-196328112,,00000000,food
1720205523,-1002909332,,00000000,food
1726341749,1531474441,,00000000,food
1731630878,1611772012,,1f7947cf,food
1732362992,-1927685405,,00000000,food
1732400932,-1790349487,,00000000,food
1752123994,433468595,,5bcadb9a,food
1756216113,-1876296887,,f7759c2a,food
1756493654,1623114755,,00000000,food
1759788903,-1847613636,,00000000,food
1760789812,-1365986376,,00000000,food
1760817474,-7109129,,1f7947cf,food
1762337708,-911524900,,1f7947cf,food
1764940869,713899135,,1f7947cf,food
1765455307,211460609,,1f7947cf,food
1765650409,336801001,,a261c76b,food
1766908201,471161468,,00000000,food
1768944999,1063064555,,1f7947cf,food
1771668699,-1482870561,,00000000,food
1773874715,-1579928167,,1f7947cf,food
1775952448,-2036182524,,1f7947cf,food
1781063909,-2058699901,,1f7947cf,food
1785432642,-446518357,,1f7947cf,food
1788115918,-1237186929,,86e79e50,food
1789080723,-451854498,,00000000,food
1795129130,-624803140,,1f7947cf,food
1804809460,582138750,,00000000,food
1817752657,-421168608,,1f7947cf,food
1817901986,-716321428,,1f7947cf,food
1818458590,1038316458,,42c9679f,food
1834308650,-1652160016,,00000000,food
1836622048,16727923,,00000000,food
1840025885,-1016291971,,00000000,food
1840184208,880105218,,42c9679f,food
1846706690,-2085869737,,00000000,food
1847791240,1454879667,,1f7947cf,food
1851123315,1998572071,,1f7947cf,food
1851417318,2097948331,,00000000,food
1860190414,55822025,,1f7947cf,food
1867605676,1128748758,,00000000,food
1868092241,152818897,,1f7947cf,food
1873654711,922229130,,1f7947cf,food
1875098621,574572879,,00000000,food
1877290911,-972265431,,00000000,food
1879654803,-72048344,,00000000,food
1882753647,-1680463751,,00000000,food
1884721182,853048955,,00000000,food
1889470636,460430472,,00000000,food
1890868745,-1182936633,,00000000,food
1897296924,-1297127129,,00000000,food
1899734339,1111782137,,00000000,food
1902037207,-77204979,,05a8e31e,food
1902587622,-169322530,,00000000,food
1911832926,-1011826478,,1f7947cf,food
1911987990,970765265,,86e79e50,food
1912291805,2120491435,,1f7947cf,food
1921262680,136912290,,00000000,food
1922264687,596668237,,00000000,food
1930279518,-803778310,,1f7947cf,food
1932427333,-2080393162,,00000000,food
1933259541,1589989026,,723f7e06,food
1933605058,-2040868732,,00000000,food
1936001334,-804371971,,1f7947cf,food
1938661417,543258526,,1f7947cf,food
1941401960,-1319132095,,00000000,food
1944016810,494433079,,00000000,food
1945123434,762940221,,1f7947cf,food
1947532949,-1759506541,,1f7947cf,food
1947833063,1185589889,,00000000,food
1948206341,-637735373,,00000000,food
1952375295,-598306994,,86e79e50,food
1956545209,1720157132,,723f7e06,food
1956632722,1050378466,,00000000,food
1959278662,616863875,,00000000,food
1969407375,-1225345949,,1f7947cf,food
1973855775,319484166,,00000000,food
1974740045,-1187763326,,42c9679f,food
1976360296,1869933436,,00000000,food
1979171534,612694081,,f7759c2a,food
1981931021,-854671637,,f7759c2a,food
1982159305,-305675145,,1f7947cf,food
1986307023,-1625754942,,1f7947cf,food
1988437591,-110070939,,00000000,food
1989569474,-2121519047,,1f7947cf,food
1990979058,932906781,,00000000,food
1992066927,-2138418475,,00000000,food
1993586894,99445161,,00000000,food
1993902058,-1349627105,,1f7947cf,food
1994460282,1683128018,,1f7947cf,food
1996094679,-77730873,,1f7947cf,food
2001436665,-1478193920,,597c7032,food
2007348554,-1992760298,,00000000,food
2012352573,-1649486872,,00000000,food
2014297245,-1694673589,,f7759c2a,food
2017724000,-1655649922,,1f7947cf,food
2020139986,283816126,,00000000,food
2023521157,-24943979,,00000000,food
2025848228,-466123491,,1f7947cf,food
2026571769,690460629,,1f7947cf,food
2031507976,304790163,,619a3cc1,food
2036077727,475000617,,597c7032,food
2036668565,-1165835530,,1f7947cf,food
2039950598,-1408749439,,1f7947cf,food
2040200938,-1738874202,,1f7947cf,food
2043217753,-399067821,,00000000,food
2043245326,-1469496213,,619a3cc1,food
2047488532,1327988260,,05a8e31e,food
2049716768,-1585893137,,1f7947cf,food
