# TABLE DE NOMMAGE `jpt!` -> nom / classe. Precalculee, versionnee, embarquee par go:embed.
# colonnes : tag<TAB>classe<TAB>statut<TAB>nom<TAB>detail<TAB>reserve
# statut AMBIGU = NE PAS PUBLIER (l entree `gggl` retenue serait un minimum arbitraire).
# statut SOUS_RESERVE = classe sure, nom propre non garanti (cas 69fd30b9, RE_LOG 7ter.50 (3)5).
# date=2026-07-26 lignes=468
45f531bb	INCONNU	INCONNU		[effet char f84b48fb, PARTAGE par 2 porteurs]	
4785ef5e	INCONNU	INCONNU		[effet proj 107f91c3 #0/3, PARTAGE par 6 porteurs]	
47eab651	INCONNU	INCONNU		[effet bipd 4e24ec15 #0/5]	
4844f822	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 4ccc20e6, sb_010_tur_un_machinegun, classe turret) [effet proj 4245740f #1/2]	
48f0eb59	INCONNU	INCONNU		[effet proj 0d137a65]	
49678358	INCONNU	INCONNU		[effet sagh 97505f6a #0/2]	
4a555df8	ARME	SOUS_RESERVE	Needler	[effet scbd 4c3c55dc #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
4a82ce20	VEHICULE	VALIDE		ARME DE VEHICULE (montee par vcdd, weap 28c58a09, classe fixed) [effet proj e4ae28b5 #1/2]	
4b5298f9	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (hlmt a2fb33e4, etat de degat 2/7, sb_008_exp_single_small_plasma, 2 weap, classe pball) [effet hlmt a2fb33e4 #2/5, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
4c64a26a	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 64b925eb, sb_010_tur_un_gausscannon, classe fixed) [effet proj eb13401b #1/2]	
4c7179c2	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 003f00c7 +1, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj 438355a6 #0/2]	
4d6b8c94	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 5cc63540, sb_010_wea_fr_heatwave, classe fixed) [effet proj 61a64e9f #0/2]	
4dae80ef	INCONNU	INCONNU		[effet proj 1f9bca66 #0/2]	
4e0f62ed	INCONNU	INCONNU		[effet proj f5520e3e]	
4e2b44dc	INCONNU	INCONNU		[effet hsc* ad515076]	
4e364c92	INCONNU	INCONNU		[effet char 79ba6629 #0/2]	
4fbad006	ARME	SOUS_RESERVE	VK78 Commando	[effet proj 17ffb80f]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
4fc46d9a	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (hlmt a2fb33e4, etat de degat 0/7, sb_008_exp_single_small_hardlight, 2 weap, classe pball) [effet hlmt a2fb33e4 #0/5, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
50ac45fa	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 6ec77fee) [effet proj 937399e5 #1/3]	
51c49874	INCONNU	INCONNU		[effet proj 4ce57745]	
53234f08	INCONNU	INCONNU		[effet proj 9df9a900]	
53b1e6c5	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000026ed, sb_010_veh_cv_banshee, classe fixed) [effet proj 83189ef3 #0/3]	
55159dde	ARME	SOUS_RESERVE	Disruptor	[effet proj 5cfeef28 #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
557a2b6c	DEGAT_GLOBAL	VALIDE		DEGAT GLOBAL (glda/matg : chute, environnement) [effet glda 003c76f9 #4/9]	
57d92793	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 6027e5ad, sb_010_veh_un_scorpion / sb_020_prototype_weapon_lightrifle, classe rifle) [effet proj cdf01d03 #0/3]	
59255106	GRENADE	VALIDE		GRENADE (gggl entree 2/4, sb_008_exp_burst_small_shock / sb_008_exp_single_med_shock / sb_010_grn_un_lightninggrenade) [effet proj bf82fc4b, PARTAGE par 4 porteurs]	
594095ac	ARME	SOUS_RESERVE	Energy Sword	[effet weme e330eca6 #0/6]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
5a4450e4	VEHICULE	VALIDE		ARME DE VEHICULE (vehi bcfb852f, sb_010_veh_un_rockethog, classe fixed) [effet proj ab52d5a3 #0/3]	
5aee383d	INCONNU	INCONNU		[effet hsc* a35c6ce9, PARTAGE par 39 porteurs]	
5b5f0033	INCONNU	INCONNU		[effet bipd 9c8d7c6c #0/3, PARTAGE par 5 porteurs]	
5b8b94cd	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe fixed) [effet proj 3f1ca188]	
5be17c37	DEGAT_GLOBAL	VALIDE		DEGAT GLOBAL (glda/matg : chute, environnement) [effet glda 003c76f9 #6/9]	
5da3966f	INCONNU	INCONNU		[effet proj 5dad2d6f]	
5dd828f2	ARME	SOUS_RESERVE	Ravager	[effet proj 58aee1fa #0/3, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
5e389b5d	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (hlmt 95b23ee5, etat de degat 2/7, sb_008_exp_single_small_plasma, 2 weap, classe pball) [effet hlmt 95b23ee5 #2/5, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
5eaa815c	ARME	SOUS_RESERVE	Fuel Rod SPNKr	[effet proj c99735af #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
5eb24859	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (hlmt a2fb33e4, etat de degat 4/7, sb_008_exp_single_small_shock, 2 weap, classe pball) [effet hlmt a2fb33e4 #4/5, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
5f4f28f1	ARME	SOUS_RESERVE	Disruptor	[effet proj 08077026, PARTAGE par 3 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
5f8171e1	INCONNU	INCONNU		[effet effe 7a4faa91, PARTAGE par 42 porteurs]	
5fef5b92	INCONNU	INCONNU		[effet proj 3e4a15e8 #1/2]	
602a127b	INCONNU	INCONNU		[effet effe d8403c53 #0/2, PARTAGE par 9 porteurs]	
60c0da7c	ARME	SOUS_RESERVE	Needler	[effet scbd 4c3c55dc #0/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
6155efd0	INCONNU	INCONNU		[effet weap 5bd53639 #0/4]	
61e4d716	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 6027e5ad, sb_010_veh_un_scorpion / sb_020_prototype_weapon_lightrifle, classe rifle) [effet proj 78975e1b #0/3]	
625c3df8	INCONNU	INCONNU		[effet proj ee4d825f, PARTAGE par 2 porteurs]	
6267a2aa	INCONNU	INCONNU		[effet phmo 0c770bb8 #1/2]	
62ea636f	ARME	SOUS_RESERVE	Ravager	[effet proj e16e6169 #1/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
638085d4	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 4ccc20e6, sb_010_tur_un_machinegun, classe turret) [effet proj 4245740f #0/2]	
64498648	INCONNU	INCONNU		[effet hlmt 977420c7]	
644a2cdc	ARME	SOUS_RESERVE	Shock Rifle	[effet proj 10c2bd19, PARTAGE par 3 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
64ab85c4	MELEE	VALIDE		MELEE (effet partage par 47 weap) [effet proj 5f3bcb60, PARTAGE par 44 porteurs]	effet partage par tout l arsenal : c est la MELEE, pas une arme particuliere
65a32ee9	INCONNU	INCONNU		[effet proj 3aa35155, PARTAGE par 2 porteurs]	
661b2987	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 3d4a8a5a, sb_010_veh_bt_chopper, classe fixed) [effet proj ff8389c4 #1/3]	
66d1ae66	INCONNU	INCONNU		[effet hsc* 4356fea8 #1/2]	
674a7d69	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 1a043c29, sb_010_tur_un_gausscannon / sb_010_veh_un_falcongrenadelauncher, classe turret) [effet proj daf31772 #0/2]	
677d514a	GRENADE	VALIDE		GRENADE (gggl entree 1/4, sb_008_exp_single_med_plasma / sb_010_grn_cv_plasmagrenade) [effet proj 6071a622 #2/5]	
67db304a	ARME	SOUS_RESERVE	MA40 AR	[effet proj 0641fcbd]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
67fd23b8	ARME	SOUS_RESERVE	Gravity Hammer / Mutilator	[effet weap 4da53bbb #5/6]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
688dd238	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (modele destructible hlmt 95b23ee5, 2 weap, classe pball) [effet effe 8ae24245]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
68cde65e	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000d4ff +2, sb_006_cfx_un_spartan / sb_010_veh_un_scorpion / sb_010_veh_cv_banshee / sb_010_veh_un_wasp, classe fixed) [effet hlmt e5ceaa28 #1/2]	
698aacdb	ARME	SOUS_RESERVE	Energy Sword	[effet weap 0000ae3c #0/6, PARTAGE par 5 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
69fd30b9	ARME	SOUS_RESERVE	Gravity Hammer	[effet effe dbf0c709 #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
6a761168	ARME	SOUS_RESERVE	MLRS-2 Hydra	[effet proj e0ac8a6c #1/3, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
6a7756bf	MELEE	VALIDE		MELEE (effet partage par 22 weap) [effet hlmt a904f46e]	effet partage par tout l arsenal : c est la MELEE, pas une arme particuliere
6bd7684f	INCONNU	INCONNU		[effet proj 18b437a4 #2/3]	
6e54bebd	ARME	SOUS_RESERVE	Sentinel Beam	[effet proj 94751d67]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
72230737	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 3d4a8a5a, sb_010_veh_bt_chopper, classe fixed) [effet proj ff8389c4 #0/3]	
72a9856c	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe turret) [effet proj 1c14c5ae #1/2]	
730ae08a	INCONNU	INCONNU		[effet proj 2b606731]	
76545f92	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (modele destructible hlmt 95b23ee5, 2 weap, classe pball) [effet proj 451bad93, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
7654f890	ARME	SOUS_RESERVE	S7 Sniper	[effet proj db7647a8]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
7786dcdf	INCONNU	INCONNU		[effet proj fd18fb2a #0/2]	
77a61ef5	VEHICULE	VALIDE		ARME DE VEHICULE (vehi f4c45d71, sb_010_veh_un_falconlmgturret, classe turret) [effet proj 1af3aee3]	
78c71665	INCONNU	INCONNU		[effet proj 74cd8bc4 #0/2]	
78daf6f1	INCONNU	INCONNU		[effet proj 28d428b4]	
78dfcf31	ARME	SOUS_RESERVE	Disruptor / Shock Rifle / Shock Rifle (Ranked)	[effet proj 1fb5f098, PARTAGE par 11 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
7900795d	ARME	SOUS_RESERVE	Cindershot	[effet proj c878dd11, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
798a239d	VEHICULE	VALIDE		ARME DE VEHICULE (vehi bcfb852f, sb_010_veh_un_rockethog, classe fixed) [effet proj ab52d5a3 #1/3]	
79ffd3a1	GRENADE	VALIDE		GRENADE (gggl entree 3/4, sb_008_exp_single_med_kineticbanished) [effet proj 00426793 #2/3]	
7c26c34a	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 3d4a8a5a +2, sb_010_veh_bt_chopper / sb_010_veh_un_wasp, classe fixed) [effet hlmt 6b06a15e #0/4, PARTAGE par 2 porteurs]	
7c4f8a28	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 233c877d, sb_010_veh_cv_wraith, classe fixed) [effet proj ebdc18b4 #1/3]	
7cb7f6a9	ARME	SOUS_RESERVE	M41 SPNKr	[effet hsc* 876675f2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
7ceb62a8	INCONNU	INCONNU		[effet bipd e5b9e177 #2/3]	
7d012346	ARME	SOUS_RESERVE	S7 Sniper	[effet proj 63566040]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
7d4957c7	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b857fb95, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj b223db90 #0/2]	
7dcf93e6	INCONNU	INCONNU		[effet weap 523b4648 #2/4, PARTAGE par 3 porteurs]	
7e5bfeb3	INCONNU	INCONNU		[effet proj 089c3af9]	
7e6a7461	ARME	SOUS_RESERVE	Disruptor	[effet proj 5cfeef28 #0/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
7e7c91f6	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 6027e5ad, sb_010_veh_un_scorpion / sb_020_prototype_weapon_lightrifle, classe rifle) [effet proj cdf01d03 #1/3]	
7f7d1fc9	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe turret) [effet proj 32ce1559 #1/2]	
7fe3cedc	ARME	SOUS_RESERVE	Disruptor	[effet proj b7147a88 #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
7ff0849c	ARME	SOUS_RESERVE	Shock Rifle / Shock Rifle (Ranked)	[effet proj 96555d72, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
82709a1e	ARME	SOUS_RESERVE	Energy Sword	[effet weme 20255d44 #0/6]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
82b1353b	ARME	SOUS_RESERVE	S7 Sniper	[effet proj aa675273]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
8315b9df	INCONNU	INCONNU		[effet phmo 0c770bb8 #0/2]	
83225b95	ARME	SOUS_RESERVE	BR75	[effet proj ca29e674]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
84347468	GRENADE	VALIDE		GRENADE (gggl entree 2/4, sb_008_exp_burst_small_shock / sb_008_exp_single_med_shock / sb_010_grn_un_lightninggrenade) [effet proj 1d92b3ea #0/2]	
84de5948	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 6027e5ad, sb_010_veh_un_scorpion / sb_020_prototype_weapon_lightrifle, classe rifle) [effet proj 78975e1b #1/3]	
87007272	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (modele destructible hlmt a2fb33e4, 2 weap, classe pball) [effet proj 38ff9354, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
872b02ff	INCONNU	INCONNU		[effet char 79ba6629 #1/2]	
877da252	ARME	SOUS_RESERVE	Gravity Hammer	[effet effe fbd79a55 #0/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
881b207e	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe turret) [effet proj 1c14c5ae #0/2]	
88f1034c	GRENADE	AMBIGU		GRENADE (entrees `gggl` atteintes : 0+1+3 sur 4) [effet proj 0000b2dc #2/3]	effet GENERIQUE traversant plusieurs couples `gggl` : l etiquette d entree retiendrait un minimum arbitraire (RE_LOG 7ter.49 (2)d, 7ter.50 (3)1) — NE PAS PUBLIER
89671e77	INCONNU	INCONNU		[effet proj 6b232526 #0/3, PARTAGE par 2 porteurs]	
89d2d7d3	INCONNU	INCONNU		[effet phmo 5c1fc8fc]	
8a6ba677	INCONNU	INCONNU		[effet bipd e5b9e177 #1/3]	
8add9998	ARME	SOUS_RESERVE	Stalker Rifle	[effet proj 32930329, PARTAGE par 3 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
8b1f83ee	ARME	SOUS_RESERVE	Sentinel Beam	[effet proj 6af23111]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
8b5db8e5	ARME	SOUS_RESERVE	Gravity Hammer	[effet proj 8381393c, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
8c1a1ef4	ARME	SOUS_RESERVE	Plasma Pistol	[effet proj e44aeb8d]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
8c7af874	INCONNU	INCONNU		[effet weme ed2f42fe #3/5]	
8c7f1e90	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe fixed) [effet proj e158ddd9]	
8cf1b446	INCONNU	INCONNU		[effet proj 107f91c3 #1/3, PARTAGE par 6 porteurs]	
8e24d86c	INCONNU	INCONNU		[effet proj 3e4a15e8 #0/2]	
8e555025	INCONNU	INCONNU		[effet hlmt 561b59da]	
8f8286d5	INCONNU	INCONNU		[effet effe 479af835]	
9095cee7	INCONNU	INCONNU		[effet hlmt 633c44d7 #2/5]	
91f7988a	INCONNU	INCONNU		[effet mead 0edceef9]	
958dcdf5	VEHICULE	VALIDE		ARME DE VEHICULE (vehi cf947b4f, sb_010_veh_un_wasp, classe fixed) [effet proj 40343a2e #1/2]	
95a7c6e7	INCONNU	INCONNU		[effet proj dabdd03d #2/3]	
967757a1	INCONNU	INCONNU		[effet effe d6073b63, PARTAGE par 2 porteurs]	
97be2921	INCONNU	INCONNU		[effet hlmt 633c44d7 #3/5]	
988a756f	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000d3dc, sb_010_veh_cv_ghost, classe pistol) [effet proj d5ea5f14 #1/2]	
993d7b91	GRENADE	VALIDE		GRENADE (gggl entree 2/4, sb_008_exp_burst_small_shock / sb_008_exp_single_med_shock / sb_010_grn_un_lightninggrenade) [effet proj 1d92b3ea #1/2]	
99d98aef	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b65b3b4a, sb_010_veh_un_wasp, classe fixed) [effet proj f858e1c2 #0/3]	
9d90ca04	INCONNU	INCONNU		[effet bipd 0d0568d5 #1/6]	
9f6f5000	ARME	SOUS_RESERVE	Mangler / Ravager / Shock Rifle / Skewer	[effet weap 0bf807fe #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
9fa9b046	INCONNU	INCONNU		[effet proj 3e53cd9b #0/4]	
9fb6cf0a	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 1779ea58, sb_010_tur_bt_gatlingmortar, classe turret) [effet proj b7eda0b5 #1/2]	
a073779a	ARME	SOUS_RESERVE	Cindershot	[effet proj f13264cb #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
a0a6ed31	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b65b3b4a, sb_010_veh_un_wasp, classe fixed) [effet proj f858e1c2 #1/3]	
a12abc19	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4 +3, sb_010_tur_cv_shadeturret / sb_010_veh_cv_banshee, classe fixed) [effet hlmt 48c60097 #1/2]	
a152c0c4	INCONNU	INCONNU		[effet eqip 10bea582]	
a16639c8	INCONNU	INCONNU		[effet proj b14f406e]	
a21bf18a	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000026ed, sb_010_veh_cv_banshee, classe fixed) [effet proj 83189ef3 #1/3]	
a3f7bcef	INCONNU	INCONNU		[effet phmo 5c4cbfd3]	
a522dc6c	ARME	SOUS_RESERVE	Skewer	[effet proj 31bbb2aa #3/4]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
a5e00eae	INCONNU	INCONNU		[effet bipd 9c8d7c6c #1/3, PARTAGE par 5 porteurs]	
a610345e	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe turret) [effet proj 32ce1559 #0/2]	
a66c4455	ARME	SOUS_RESERVE	Ravager	[effet proj 58aee1fa #1/3, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
a6c4a982	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 5b80c406, sb_010_veh_cv_ghost, classe fixed) [effet hlmt 3b3038e6 #1/3, PARTAGE par 4 porteurs]	
a6e597d1	INCONNU	INCONNU		[effet phmo 1efa1b59]	
a8173399	INCONNU	INCONNU		[effet effe 2877aa30]	
a859230a	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 1a043c29, sb_010_tur_un_gausscannon / sb_010_veh_un_falcongrenadelauncher, classe turret) [effet proj adeabd9f #1/2]	
a85c5047	INCONNU	INCONNU		[effet effe 3062eba4]	
a9addd22	INCONNU	INCONNU		[effet scbd 400caf15 #1/2, PARTAGE par 2 porteurs]	
ab06203c	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b65b3b4a, sb_010_veh_un_wasp, classe fixed) [effet proj 3fdb22ab]	
ab2302e0	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 002ba902, sb_010_veh_bt_chopper, classe fixed) [effet proj c4a12cfd]	
aba93979	INCONNU	INCONNU		[effet proj 195bf4b3 #1/2]	
ac504895	INCONNU	INCONNU		[effet effe bc20d955]	
acae6dab	ARME	SOUS_RESERVE	Shock Rifle	[effet proj a9124c16, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
acd1cff4	ARME	SOUS_RESERVE	M41 SPNKr	[effet proj 368ea9f2 #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
ae6c063d	INCONNU	INCONNU		[effet effe 8423f6a8]	
aed08680	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 038df01a, sb_003_lvl_moments_ge_shared_autoturret_banished / sb_003_lvl_moments_ge_shared_autoturret_banished_fire, classe rifle) [effet hlmt 1be49e5b #0/2]	
af4d34b6	INCONNU	INCONNU		[effet weap 5bd53639 #2/4]	
affc0ca9	INCONNU	INCONNU		[effet proj 195bf4b3 #0/2]	
b12e0187	INCONNU	INCONNU		[effet effe 12be8490]	
b12fa3df	INCONNU	INCONNU		[effet hsc* 4edfd949]	
b1989c00	INCONNU	INCONNU		[effet hlmt 633c44d7 #1/5]	
b258262f	ARME	SOUS_RESERVE	Mutilator	[effet effe 952e1173]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
b2846626	INCONNU	INCONNU		[effet char a12ff9d5 #1/2]	
b2fdadd2	INCONNU	INCONNU		[effet char 186559c3]	
b3db247d	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (modele destructible hlmt 95b23ee5, 2 weap, classe pball) [effet effe 8df039b4]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
b42e3967	INCONNU	INCONNU		[effet hlmt 8772ac46]	
b442a953	INCONNU	INCONNU		[effet char a12ff9d5 #0/2]	
b4483ddd	INCONNU	INCONNU		[effet proj a74293a0]	
b4681db6	INCONNU	INCONNU		[effet sagh 97505f6a #1/2]	
b4b0a4a3	INCONNU	INCONNU		[effet bipd bd2a79e6 #0/5, PARTAGE par 2 porteurs]	
b4ef7471	INCONNU	INCONNU		[effet proj 1396badb, PARTAGE par 2 porteurs]	
b5c5d37a	INCONNU	INCONNU		[effet proj 3d38f0e5 #0/2, PARTAGE par 2 porteurs]	
b61fdefb	VEHICULE	VALIDE		ARME DE VEHICULE (vehi cf947b4f, sb_010_veh_un_wasp, classe fixed) [effet proj 40343a2e #0/2]	
b7e6d3c1	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (modele destructible hlmt a2fb33e4, 2 weap, classe pball) [effet proj 481df2b6]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
b8d7a768	INCONNU	INCONNU		[effet weap 523b4648 #3/4, PARTAGE par 3 porteurs]	
b9039c37	INCONNU	INCONNU		[effet proj 3e53cd9b #1/4]	
ba41e646	INCONNU	INCONNU		[effet effe 20cd2457]	
ba5ac78e	ARME	SOUS_RESERVE	Ravager	[effet proj d4a181a7 #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
