carte,col,lig,niveau,composante,x,y,z,h_m,v,e,nb_visibles,d_arme_forte_m,d_arme_m,d_objectif_m,d_couvert_m,r_prox,m_prox,h_n,v_n,e_n,r_n,m_n,score
live fire,10,29,0,0,5.25,14.75,5.69,3.781,0.351,0.944,268,17.35,9.72,14.31,3.28,0.285,0.727,1.000,1.000,1.000,0.300,0.758,0.524
live fire,27,29,0,0,13.75,14.75,-1.00,-0.745,0.102,0.417,78,7.09,7.09,12.40,5.35,0.646,0.554,0.284,0.414,0.467,0.680,0.578,0.321
live fire,70,29,0,0,35.25,14.75,-0.62,-0.006,0.162,0.472,124,31.53,31.53,33.53,12.00,0.000,0.000,0.540,0.661,0.533,0.000,0.000,0.214
live fire,71,29,0,0,35.75,14.75,-0.62,-0.006,0.162,0.444,124,31.24,31.24,33.23,12.00,0.000,0.000,0.540,0.661,0.500,0.000,0.000,0.219
live fire,72,29,0,0,36.25,14.75,-0.62,-0.006,0.164,0.500,125,30.94,30.94,32.94,12.00,0.000,0.000,0.540,0.667,0.567,0.000,0.000,0.210
live fire,73,29,0,0,36.75,14.75,-0.62,-0.006,0.164,0.417,125,30.73,30.73,32.73,12.00,0.000,0.000,0.540,0.667,0.467,0.000,0.000,0.225
live fire,74,29,0,0,37.25,14.75,-0.62,-0.006,0.165,0.472,126,30.61,30.61,32.61,12.00,0.000,0.000,0.540,0.672,0.533,0.000,0.000,0.216
live fire,80,29,0,0,40.25,14.75,-0.61,-0.002,0.161,0.333,123,30.94,30.94,32.94,12.00,0.000,0.000,0.541,0.656,0.367,0.000,0.000,0.238
live fire,-2,30,0,0,-0.75,15.25,4.29,0.957,0.241,0.583,184,21.73,9.13,11.54,2.58,0.423,0.785,0.872,0.984,0.667,0.445,0.819,0.570
live fire,-1,30,0,0,-0.25,15.25,4.29,0.942,0.242,0.694,185,21.23,8.81,11.42,2.30,0.429,0.809,0.867,0.989,0.800,0.452,0.844,0.555
live fire,0,30,0,0,0.25,15.25,4.29,1.007,0.234,0.694,179,20.73,8.31,11.54,2.18,0.423,0.818,0.890,0.957,0.800,0.445,0.854,0.555
live fire,1,30,0,0,0.75,15.25,4.29,1.125,0.225,0.778,172,20.24,7.91,11.75,2.06,0.413,0.828,0.930,0.919,0.900,0.434,0.864,0.544
live fire,2,30,0,0,1.25,15.25,4.29,1.253,0.196,0.806,150,19.84,7.71,11.98,2.06,0.401,0.828,0.975,0.801,0.933,0.422,0.864,0.527
live fire,6,30,0,0,3.25,15.25,5.69,3.185,0.292,0.889,223,18.89,8.13,12.52,1.57,0.374,0.869,1.000,1.000,1.000,0.393,0.907,0.565
live fire,7,30,0,0,3.75,15.25,5.69,3.325,0.298,0.889,228,18.39,8.37,12.76,1.79,0.362,0.851,1.000,1.000,1.000,0.381,0.888,0.559
live fire,8,30,0,0,4.25,15.25,5.69,3.472,0.304,0.806,232,17.89,8.81,13.23,2.29,0.338,0.809,1.000,1.000,0.933,0.356,0.844,0.558
live fire,9,30,0,0,4.75,15.25,5.68,3.603,0.322,0.833,246,17.39,9.01,13.60,2.79,0.320,0.767,1.000,1.000,0.967,0.337,0.801,0.542
live fire,10,30,0,0,5.25,15.25,5.68,3.774,0.344,0.917,263,17.31,9.42,14.01,3.07,0.299,0.744,1.000,1.000,1.000,0.315,0.776,0.529
live fire,11,30,0,0,5.75,15.25,1.50,-0.233,0.134,0.278,102,13.10,8.31,12.38,2.60,0.381,0.783,0.461,0.543,0.300,0.401,0.817,0.405
live fire,12,30,0,0,6.25,15.25,0.49,-1.096,0.145,0.278,111,12.21,7.80,11.63,3.84,0.418,0.680,0.163,0.591,0.300,0.440,0.709,0.317
live fire,13,30,0,0,6.75,15.25,0.49,-0.950,0.149,0.389,114,11.71,7.92,11.22,3.96,0.439,0.670,0.213,0.608,0.433,0.462,0.699,0.318
live fire,14,30,0,0,7.25,15.25,0.49,-0.812,0.158,0.417,121,11.21,8.13,10.92,4.17,0.454,0.653,0.261,0.645,0.467,0.478,0.681,0.335
live fire,15,30,0,0,7.75,15.25,0.49,-0.720,0.181,0.444,138,10.71,8.42,10.65,4.46,0.468,0.628,0.293,0.737,0.500,0.492,0.655,0.357
live fire,16,30,0,0,8.25,15.25,0.49,-0.531,0.186,0.472,142,10.21,8.83,10.40,4.87,0.490,0.594,0.358,0.758,0.533,0.515,0.620,0.375
live fire,17,30,0,0,8.75,15.25,-0.40,-1.278,0.166,0.472,127,9.40,9.40,9.89,4.77,0.530,0.603,0.100,0.677,0.533,0.558,0.629,0.291
live fire,18,30,0,0,9.25,15.25,-0.39,-1.143,0.174,0.500,133,8.90,8.90,9.77,4.47,0.555,0.628,0.147,0.710,0.567,0.584,0.655,0.316
live fire,19,30,0,0,9.75,15.25,-0.39,-0.966,0.179,0.472,137,8.40,8.40,9.65,4.20,0.580,0.650,0.208,0.731,0.533,0.610,0.678,0.352
live fire,20,30,0,0,10.25,15.25,-0.40,-0.818,0.182,0.472,139,7.90,7.90,9.53,3.99,0.605,0.667,0.259,0.742,0.533,0.637,0.696,0.378
live fire,21,30,0,0,10.75,15.25,-0.40,-0.617,0.173,0.472,132,7.40,7.40,9.47,3.66,0.630,0.695,0.328,0.704,0.533,0.663,0.725,0.401
live fire,22,30,0,0,11.25,15.25,-0.40,-0.442,0.165,0.472,126,6.90,6.90,9.35,3.16,0.655,0.737,0.389,0.672,0.533,0.689,0.769,0.424
live fire,23,30,0,0,11.75,15.25,-0.39,-0.353,0.165,0.500,126,6.40,6.40,9.24,2.66,0.680,0.779,0.420,0.672,0.567,0.716,0.812,0.440
live fire,24,30,0,0,12.25,15.25,-0.39,-0.297,0.168,0.417,128,5.99,5.99,9.35,2.25,0.700,0.813,0.439,0.683,0.467,0.737,0.848,0.473
live fire,25,30,0,0,12.75,15.25,-0.40,-0.245,0.169,0.472,129,5.58,5.58,9.46,2.04,0.721,0.830,0.457,0.688,0.533,0.759,0.866,0.476
live fire,26,30,0,0,13.25,15.25,0.35,0.558,0.191,0.556,146,5.36,5.36,9.80,1.52,0.732,0.873,0.734,0.780,0.633,0.770,0.911,0.572
live fire,27,30,0,0,13.75,15.25,0.35,0.612,0.190,0.556,145,4.91,4.91,9.93,1.44,0.754,0.880,0.753,0.774,0.633,0.794,0.919,0.582
live fire,28,30,0,0,14.25,15.25,0.35,0.667,0.192,0.556,147,4.42,4.42,10.14,1.52,0.779,0.873,0.772,0.785,0.633,0.820,0.911,0.594
live fire,29,30,0,0,14.75,15.25,0.35,0.708,0.196,0.583,150,3.99,3.99,10.39,1.75,0.801,0.854,0.786,0.801,0.667,0.843,0.891,0.598
live fire,71,30,0,0,35.75,15.25,-0.62,0.018,0.170,0.444,130,30.82,30.82,32.82,12.00,0.000,0.000,0.548,0.694,0.500,0.000,0.000,0.228
live fire,72,30,0,0,36.25,15.25,-0.62,0.014,0.168,0.444,128,30.53,30.53,32.53,12.00,0.000,0.000,0.547,0.683,0.500,0.000,0.000,0.226
live fire,73,30,0,0,36.75,15.25,-0.62,0.011,0.169,0.444,129,30.23,30.23,32.23,12.00,0.000,0.000,0.545,0.688,0.500,0.000,0.000,0.226
live fire,74,30,0,0,37.25,15.25,-0.62,0.008,0.168,0.472,128,30.11,30.11,32.11,12.00,0.000,0.000,0.544,0.683,0.533,0.000,0.000,0.220
live fire,75,30,0,0,37.75,15.25,-0.62,0.005,0.169,0.417,129,30.00,30.00,31.99,12.00,0.000,0.000,0.543,0.688,0.467,0.000,0.000,0.231
live fire,79,30,0,0,39.75,15.25,-0.61,-0.001,0.168,0.444,128,30.23,30.23,32.23,12.00,0.000,0.000,0.541,0.683,0.500,0.000,0.000,0.224
live fire,80,30,0,0,40.25,15.25,-0.11,0.491,0.166,0.333,127,30.54,30.54,32.54,12.00,0.000,0.000,0.711,0.677,0.367,0.000,0.000,0.294
live fire,-2,31,0,0,-0.75,15.75,4.77,1.547,0.268,0.611,205,21.72,8.72,11.14,2.91,0.443,0.757,1.000,1.000,0.700,0.467,0.790,0.607
live fire,-1,31,0,0,-0.25,15.75,4.29,1.032,0.242,0.694,185,21.11,8.47,10.92,2.80,0.454,0.767,0.898,0.989,0.800,0.478,0.800,0.563
live fire,0,31,0,0,0.25,15.75,4.29,1.124,0.237,0.806,181,20.61,8.19,11.04,2.68,0.448,0.777,0.930,0.968,0.933,0.472,0.811,0.548
live fire,1,31,0,0,0.75,15.75,4.29,1.242,0.232,0.833,177,20.12,7.71,11.33,2.56,0.433,0.786,0.971,0.946,0.967,0.456,0.821,0.550
live fire,2,31,0,0,1.25,15.75,4.49,1.517,0.229,0.778,175,19.59,7.17,11.44,2.58,0.428,0.785,1.000,0.935,0.900,0.451,0.819,0.565
live fire,3,31,0,0,1.75,15.75,4.49,1.641,0.224,0.806,171,19.10,7.06,11.32,2.70,0.434,0.775,1.000,0.914,0.933,0.457,0.809,0.555
live fire,4,31,0,0,2.25,15.75,4.49,1.748,0.174,0.722,133,18.99,6.95,11.28,3.20,0.436,0.733,1.000,0.710,0.833,0.459,0.765,0.523
live fire,5,31,0,0,2.75,15.75,4.29,1.681,0.141,0.500,108,18.76,6.73,11.14,3.72,0.443,0.690,1.000,0.575,0.567,0.466,0.720,0.531
live fire,7,31,0,0,3.75,15.75,5.69,3.362,0.292,0.972,223,18.44,8.13,12.53,1.72,0.374,0.857,1.000,1.000,1.000,0.393,0.894,0.563
live fire,8,31,0,0,4.25,15.75,5.69,3.481,0.296,0.889,226,17.94,8.31,12.89,2.22,0.355,0.815,1.000,1.000,1.000,0.374,0.850,0.552
live fire,9,31,0,0,4.75,15.75,5.69,3.596,0.313,0.861,239,17.44,8.75,13.39,2.72,0.330,0.773,1.000,1.000,1.000,0.348,0.807,0.541
live fire,12,31,0,0,6.25,15.75,0.49,-1.130,0.152,0.417,116,12.09,7.30,11.35,3.34,0.432,0.721,0.151,0.618,0.467,0.455,0.753,0.303
live fire,13,31,0,0,6.75,15.75,0.49,-0.967,0.156,0.500,119,11.59,7.42,10.92,3.46,0.454,0.712,0.208,0.634,0.567,0.478,0.743,0.311
live fire,14,31,0,0,7.25,15.75,0.49,-0.824,0.173,0.583,132,11.09,7.72,10.51,3.76,0.474,0.687,0.257,0.704,0.667,0.499,0.717,0.325
live fire,15,31,0,0,7.75,15.75,0.49,-0.703,0.188,0.639,144,10.59,8.13,10.22,4.17,0.489,0.653,0.299,0.769,0.733,0.515,0.681,0.339
live fire,16,31,0,0,8.25,15.75,0.49,-0.514,0.194,0.694,148,10.09,8.54,9.94,4.35,0.503,0.637,0.364,0.790,0.800,0.529,0.665,0.353
live fire,17,31,0,0,8.75,15.75,-0.40,-1.251,0.173,0.667,132,9.29,9.29,9.39,4.35,0.536,0.637,0.109,0.704,0.767,0.564,0.665,0.271
live fire,18,31,0,0,9.25,15.75,-0.39,-1.085,0.181,0.694,138,8.79,8.79,9.27,4.06,0.561,0.662,0.167,0.737,0.800,0.590,0.691,0.299
live fire,19,31,0,0,9.75,15.75,-0.39,-0.922,0.194,0.667,148,8.29,8.29,9.15,3.76,0.586,0.687,0.223,0.790,0.767,0.617,0.716,0.341
live fire,20,31,0,0,10.25,15.75,-0.39,-0.753,0.194,0.667,148,7.79,7.79,9.03,3.49,0.611,0.709,0.281,0.790,0.767,0.643,0.740,0.367
live fire,21,31,0,0,10.75,15.75,-0.40,-0.576,0.186,0.639,142,7.29,7.29,8.97,3.36,0.636,0.720,0.343,0.758,0.733,0.669,0.752,0.391
live fire,22,31,0,0,11.25,15.75,-0.39,-0.386,0.185,0.639,141,6.79,6.79,8.85,3.04,0.661,0.747,0.408,0.753,0.733,0.695,0.779,0.419
live fire,23,31,0,0,11.75,15.75,-0.39,-0.329,0.183,0.611,140,6.29,6.29,8.74,2.54,0.686,0.788,0.428,0.747,0.700,0.722,0.823,0.441
live fire,24,31,0,0,12.25,15.75,-0.39,-0.279,0.195,0.611,149,5.79,5.79,8.85,2.04,0.711,0.830,0.445,0.796,0.700,0.748,0.866,0.467
live fire,25,31,0,0,12.75,15.75,-0.39,-0.218,0.200,0.639,153,5.29,5.29,8.96,1.54,0.736,0.872,0.466,0.817,0.733,0.774,0.910,0.485
live fire,26,31,0,0,13.25,15.75,0.35,0.571,0.191,0.583,146,5.13,5.13,9.30,1.75,0.743,0.854,0.739,0.780,0.667,0.783,0.891,0.568
live fire,27,31,0,0,13.75,15.75,0.35,0.629,0.192,0.611,147,4.69,4.69,9.43,1.68,0.766,0.860,0.759,0.785,0.700,0.806,0.898,0.575
live fire,28,31,0,0,14.25,15.75,0.35,0.683,0.194,0.611,148,4.30,4.30,9.69,1.75,0.785,0.854,0.778,0.790,0.700,0.826,0.891,0.585
live fire,29,31,0,0,14.75,15.75,0.35,0.721,0.196,0.583,150,3.80,3.80,9.99,1.95,0.810,0.837,0.791,0.801,0.667,0.853,0.874,0.599
live fire,30,31,0,0,15.25,15.75,0.35,0.754,0.203,0.583,155,3.30,3.30,10.26,2.45,0.835,0.796,0.802,0.828,0.667,0.879,0.830,0.607
live fire,31,31,0,0,15.75,15.75,0.35,0.795,0.204,0.556,156,2.87,2.87,10.20,2.87,0.856,0.761,0.816,0.833,0.633,0.902,0.794,0.616
live fire,33,31,0,0,16.75,15.75,-1.00,-0.475,0.202,0.583,154,1.41,1.41,9.34,3.03,0.929,0.747,0.377,0.823,0.667,0.978,0.780,0.490
live fire,34,31,0,0,17.25,15.75,-1.00,-0.442,0.203,0.583,155,1.12,1.12,9.45,3.24,0.944,0.730,0.389,0.828,0.667,0.994,0.762,0.495
live fire,35,31,0,0,17.75,15.75,-0.90,-0.304,0.205,0.556,157,1.00,1.00,9.57,3.36,0.950,0.720,0.437,0.839,0.633,1.000,0.751,0.516
live fire,72,31,0,0,36.25,15.75,-0.62,0.020,0.165,0.528,126,30.12,30.12,32.12,12.00,0.000,0.000,0.549,0.672,0.600,0.000,0.000,0.209
live fire,73,31,0,0,36.75,15.75,-0.62,0.017,0.166,0.500,127,29.82,29.82,31.82,12.00,0.000,0.000,0.547,0.677,0.567,0.000,0.000,0.215
live fire,74,31,0,0,37.25,15.75,-0.62,0.014,0.165,0.528,126,29.61,29.61,31.61,12.00,0.000,0.000,0.546,0.672,0.600,0.000,0.000,0.208
live fire,75,31,0,0,37.75,15.75,-0.62,0.011,0.162,0.444,124,29.50,29.50,31.49,12.00,0.000,0.000,0.545,0.661,0.500,0.000,0.000,0.221
live fire,76,31,0,0,38.25,15.75,-0.62,0.008,0.164,0.444,125,29.38,29.38,31.38,12.00,0.000,0.000,0.544,0.667,0.500,0.000,0.000,0.222
live fire,78,31,0,0,39.25,15.75,-0.61,0.011,0.165,0.472,126,29.61,29.61,31.61,12.00,0.000,0.000,0.545,0.672,0.533,0.000,0.000,0.218
live fire,79,31,0,0,39.75,15.75,-0.14,0.476,0.164,0.417,125,29.83,29.83,31.83,12.00,0.000,0.000,0.706,0.667,0.467,0.000,0.000,0.275
live fire,80,31,0,0,40.25,15.75,-0.62,-0.006,0.164,0.361,125,30.03,30.03,32.03,12.00,0.000,0.000,0.539,0.667,0.400,0.000,0.000,0.235
live fire,-2,32,0,0,-0.75,16.25,4.78,1.679,0.271,0.667,207,21.83,8.23,10.64,3.33,0.468,0.723,1.000,1.000,0.767,0.493,0.754,0.597
live fire,-1,32,0,0,-0.25,16.25,4.29,1.191,0.251,0.722,192,21.24,8.01,10.42,3.16,0.479,0.737,0.953,1.000,0.833,0.504,0.769,0.577
live fire,4,32,0,0,2.25,16.25,4.75,2.088,0.240,0.833,183,18.97,6.69,10.95,2.90,0.453,0.759,1.000,0.978,0.967,0.476,0.792,0.565
live fire,5,32,0,0,2.75,16.25,4.77,2.214,0.223,0.806,170,18.88,6.68,11.07,3.30,0.446,0.725,1.000,0.909,0.933,0.470,0.757,0.549
live fire,7,32,0,0,3.75,16.25,5.85,3.544,0.326,0.972,249,18.56,7.83,12.33,1.91,0.384,0.841,1.000,1.000,1.000,0.404,0.877,0.562
live fire,8,32,0,0,4.25,16.25,6.03,3.823,0.356,0.917,272,18.08,8.12,12.80,2.44,0.360,0.796,1.000,1.000,1.000,0.379,0.831,0.550
live fire,9,32,0,0,4.75,16.25,6.07,3.973,0.366,0.972,280,17.58,8.62,13.30,2.90,0.335,0.758,1.000,1.000,1.000,0.353,0.791,0.539
live fire,10,32,0,0,5.25,16.25,5.69,3.756,0.340,0.917,260,17.13,9.02,13.70,3.34,0.315,0.722,1.000,1.000,1.000,0.332,0.753,0.529
live fire,11,32,0,0,5.75,16.25,1.50,-0.276,0.145,0.361,111,12.90,7.02,11.63,3.14,0.419,0.738,0.446,0.591,0.400,0.441,0.770,0.396
live fire,12,32,0,0,6.25,16.25,0.49,-1.136,0.157,0.472,120,11.98,6.80,10.94,2.84,0.453,0.763,0.149,0.640,0.533,0.477,0.796,0.308
live fire,13,32,0,0,6.75,16.25,0.49,-0.973,0.181,0.639,138,11.48,7.01,10.64,3.05,0.468,0.746,0.206,0.737,0.733,0.492,0.778,0.314
live fire,14,32,0,0,7.25,16.25,0.49,-0.811,0.192,0.639,147,10.98,7.42,10.31,3.46,0.485,0.712,0.262,0.785,0.733,0.510,0.743,0.339
live fire,15,32,0,0,7.75,16.25,0.49,-0.657,0.207,0.750,158,10.48,7.92,9.81,3.96,0.510,0.670,0.315,0.844,0.867,0.537,0.699,0.345
live fire,16,32,0,0,8.25,16.25,0.49,-0.494,0.207,0.750,158,9.98,8.42,9.53,4.24,0.524,0.647,0.371,0.844,0.867,0.551,0.675,0.362
live fire,17,32,0,0,8.75,16.25,-0.40,-1.236,0.169,0.750,129,9.17,9.17,8.98,4.06,0.551,0.662,0.114,0.688,0.867,0.580,0.691,0.262
live fire,18,32,0,0,9.25,16.25,-0.39,-1.059,0.190,0.722,145,8.67,8.67,8.77,3.65,0.567,0.696,0.176,0.774,0.833,0.596,0.726,0.311
live fire,19,32,0,0,9.75,16.25,-0.39,-0.886,0.207,0.722,158,8.17,8.17,8.65,3.35,0.592,0.721,0.235,0.844,0.833,0.623,0.752,0.352
live fire,20,32,0,0,10.25,16.25,-0.39,-0.706,0.211,0.722,161,7.67,7.67,8.53,3.08,0.617,0.743,0.298,0.860,0.833,0.649,0.776,0.382
live fire,21,32,0,0,10.75,16.25,-0.40,-0.536,0.207,0.694,158,7.17,7.17,8.47,2.95,0.642,0.755,0.356,0.844,0.800,0.675,0.787,0.409
live fire,22,32,0,0,11.25,16.25,-0.39,-0.394,0.203,0.667,155,6.67,6.67,8.35,2.96,0.667,0.754,0.406,0.828,0.767,0.702,0.786,0.431
live fire,23,32,0,0,11.75,16.25,-0.39,-0.322,0.202,0.694,154,6.17,6.17,8.24,2.54,0.692,0.788,0.430,0.823,0.800,0.728,0.822,0.443
live fire,24,32,0,0,12.25,16.25,-0.39,-0.267,0.205,0.667,157,5.67,5.67,8.35,2.13,0.717,0.822,0.449,0.839,0.767,0.754,0.858,0.467
live fire,25,32,0,0,12.75,16.25,-0.40,-0.222,0.209,0.667,160,5.17,5.17,8.46,1.84,0.742,0.847,0.465,0.855,0.767,0.781,0.884,0.484
live fire,26,32,0,0,13.25,16.25,-0.41,-0.184,0.207,0.667,158,4.67,4.67,8.58,1.63,0.766,0.864,0.478,0.844,0.767,0.807,0.902,0.494
live fire,27,32,0,0,13.75,16.25,-0.52,-0.236,0.204,0.667,156,4.16,4.16,8.73,1.50,0.792,0.875,0.460,0.833,0.767,0.834,0.913,0.493
live fire,28,32,0,0,14.25,16.25,-0.62,-0.284,0.199,0.639,152,3.65,3.65,9.03,1.62,0.817,0.865,0.444,0.812,0.733,0.861,0.903,0.493
live fire,29,32,0,0,14.75,16.25,-0.72,-0.351,0.199,0.639,152,3.14,3.14,9.34,1.83,0.843,0.847,0.420,0.812,0.733,0.887,0.884,0.489
live fire,31,32,0,0,15.75,16.25,0.35,0.778,0.186,0.667,142,2.75,2.75,9.70,2.95,0.862,0.754,0.810,0.758,0.767,0.908,0.787,0.579
live fire,32,32,0,0,16.25,16.25,-0.90,-0.441,0.202,0.611,154,1.62,1.62,8.96,2.34,0.919,0.805,0.389,0.823,0.700,0.967,0.840,0.496
live fire,33,32,0,0,16.75,16.25,-1.00,-0.500,0.192,0.639,147,1.12,1.12,8.84,2.53,0.944,0.789,0.369,0.785,0.733,0.994,0.823,0.480
live fire,34,32,0,0,17.25,16.25,-1.00,-0.463,0.186,0.556,142,0.71,0.71,8.95,2.83,0.965,0.764,0.382,0.758,0.633,1.000,0.798,0.491
live fire,35,32,0,0,17.75,16.25,-1.00,-0.423,0.191,0.528,146,0.50,0.50,9.07,3.24,0.975,0.730,0.396,0.780,0.600,1.000,0.762,0.499
live fire,36,32,0,0,18.25,16.25,-0.90,-0.290,0.196,0.528,150,0.71,0.71,9.19,3.54,0.964,0.705,0.442,0.801,0.600,1.000,0.736,0.513
live fire,73,32,0,0,36.75,16.25,-0.62,0.020,0.160,0.528,122,29.41,29.41,31.41,12.00,0.000,0.000,0.548,0.651,0.600,0.000,0.000,0.205
live fire,74,32,0,0,37.25,16.25,-0.62,0.017,0.158,0.500,121,29.11,29.11,31.11,12.00,0.000,0.000,0.548,0.645,0.567,0.000,0.000,0.208
live fire,75,32,0,0,37.75,16.25,-0.62,0.014,0.161,0.472,123,29.00,29.00,30.99,12.00,0.000,0.000,0.547,0.656,0.533,0.000,0.000,0.215
live fire,76,32,0,0,38.25,16.25,-0.62,0.011,0.160,0.417,122,28.88,28.88,30.88,12.00,0.000,0.000,0.546,0.651,0.467,0.000,0.000,0.224
live fire,77,32,0,0,38.75,16.25,-0.62,0.008,0.160,0.472,122,29.00,29.00,30.99,12.00,0.000,0.000,0.544,0.651,0.533,0.000,0.000,0.213
live fire,78,32,0,0,39.25,16.25,-0.62,0.005,0.158,0.444,121,29.11,29.11,31.11,12.00,0.000,0.000,0.543,0.645,0.500,0.000,0.000,0.217
live fire,79,32,0,0,39.75,16.25,-0.62,0.001,0.160,0.472,122,29.32,29.32,31.32,12.00,0.000,0.000,0.542,0.651,0.533,0.000,0.000,0.213
live fire,80,32,0,0,40.25,16.25,-0.62,-0.002,0.158,0.361,121,29.62,29.62,31.62,12.00,0.000,0.000,0.541,0.645,0.400,0.000,0.000,0.231
live fire,-2,33,0,0,-0.75,16.75,4.78,1.855,0.305,0.639,233,21.96,7.87,10.22,3.46,0.489,0.711,1.000,1.000,0.733,0.515,0.742,0.604
live fire,-1,33,0,0,-0.25,16.75,4.29,1.370,0.270,0.722,206,21.54,7.51,9.92,3.36,0.504,0.720,1.000,1.000,0.833,0.531,0.751,0.594
live fire,1,33,0,0,0.75,16.75,4.94,2.132,0.301,0.833,230,20.38,6.92,10.31,2.48,0.484,0.793,1.000,1.000,0.967,0.510,0.828,0.581
live fire,2,33,0,0,1.25,16.75,4.96,2.244,0.305,0.833,233,19.88,6.70,10.44,1.98,0.478,0.835,1.000,1.000,0.967,0.503,0.871,0.586
live fire,3,33,0,0,1.75,16.75,5.01,2.392,0.302,0.889,231,19.44,6.54,10.59,1.58,0.471,0.868,1.000,1.000,1.000,0.495,0.906,0.585
live fire,4,33,0,0,2.25,16.75,1.51,-1.029,0.191,0.361,146,16.30,3.88,8.14,2.19,0.593,0.817,0.186,0.780,0.400,0.624,0.853,0.404
live fire,5,33,0,0,2.75,16.75,1.50,-0.952,0.209,0.389,160,15.80,3.76,8.26,1.69,0.587,0.859,0.213,0.855,0.433,0.618,0.896,0.428
live fire,6,33,0,0,3.25,16.75,1.50,-0.851,0.220,0.417,168,15.32,3.88,8.47,1.49,0.577,0.876,0.248,0.898,0.467,0.607,0.914,0.442
live fire,7,33,0,0,3.75,16.75,1.27,-0.991,0.209,0.417,160,14.77,4.11,8.78,1.14,0.561,0.905,0.199,0.855,0.467,0.590,0.944,0.420
live fire,8,33,0,0,4.25,16.75,1.03,-1.129,0.158,0.444,121,14.22,4.44,9.12,1.00,0.544,0.917,0.151,0.645,0.500,0.573,0.957,0.357
live fire,9,33,0,0,4.75,16.75,0.79,-1.275,0.141,0.472,108,13.66,4.90,9.58,1.15,0.521,0.905,0.101,0.575,0.533,0.548,0.944,0.317
live fire,10,33,0,0,5.25,16.75,0.54,-1.384,0.137,0.472,105,13.10,5.37,10.05,1.50,0.497,0.875,0.063,0.559,0.533,0.524,0.913,0.293
live fire,11,33,0,0,5.75,16.75,0.40,-1.360,0.169,0.583,129,12.60,5.81,10.48,3.71,0.476,0.691,0.072,0.688,0.667,0.501,0.721,0.267
live fire,12,33,0,0,6.25,16.75,0.49,-1.121,0.175,0.611,134,12.10,6.30,10.60,4.20,0.470,0.650,0.154,0.715,0.700,0.495,0.678,0.285
live fire,13,33,0,0,6.75,16.75,0.49,-0.964,0.195,0.667,149,11.60,6.80,10.23,2.84,0.488,0.763,0.209,0.796,0.767,0.514,0.796,0.329
live fire,14,33,0,0,7.25,16.75,0.49,-0.790,0.204,0.667,156,11.10,7.30,10.02,3.34,0.499,0.721,0.269,0.833,0.767,0.525,0.753,0.350
live fire,15,33,0,0,7.75,16.75,1.20,0.076,0.237,0.750,181,10.94,8.01,9.85,2.73,0.507,0.773,0.568,0.968,0.867,0.534,0.806,0.462
live fire,16,33,0,0,8.25,16.75,1.21,0.250,0.229,0.778,175,10.45,8.51,9.57,3.23,0.521,0.731,0.628,0.935,0.900,0.549,0.763,0.465
live fire,17,33,0,0,8.75,16.75,-0.40,-1.197,0.160,0.722,122,9.05,9.05,8.55,3.76,0.573,0.687,0.128,0.651,0.833,0.603,0.716,0.272
live fire,18,33,0,0,9.25,16.75,-0.40,-1.029,0.190,0.778,145,8.55,8.55,8.27,3.35,0.587,0.721,0.186,0.774,0.900,0.617,0.752,0.312
live fire,19,33,0,0,9.75,16.75,-0.39,-0.829,0.215,0.750,164,8.05,8.05,8.15,2.94,0.597,0.755,0.255,0.876,0.867,0.629,0.788,0.366
live fire,20,33,0,0,10.25,16.75,-0.39,-0.643,0.216,0.694,165,7.55,7.55,8.03,2.94,0.622,0.755,0.320,0.882,0.800,0.655,0.788,0.401
live fire,21,33,0,0,10.75,16.75,-0.40,-0.487,0.216,0.750,165,7.05,7.05,7.97,2.65,0.647,0.779,0.373,0.882,0.867,0.681,0.813,0.417
live fire,22,33,0,0,11.25,16.75,-0.39,-0.370,0.212,0.667,162,6.55,6.55,7.85,2.64,0.672,0.780,0.414,0.866,0.767,0.708,0.814,0.446
live fire,23,33,0,0,11.75,16.75,-0.39,-0.315,0.200,0.694,153,6.05,6.05,7.74,2.25,0.697,0.812,0.433,0.817,0.800,0.734,0.848,0.447
live fire,24,33,0,0,12.25,16.75,-0.39,-0.259,0.205,0.583,157,5.55,5.55,7.85,1.84,0.722,0.847,0.452,0.839,0.667,0.760,0.884,0.488
live fire,25,33,0,0,12.75,16.75,-0.39,-0.209,0.204,0.694,156,5.05,5.05,7.96,1.43,0.747,0.881,0.469,0.833,0.800,0.787,0.920,0.483
live fire,26,33,0,0,13.25,16.75,-0.41,-0.188,0.202,0.694,154,4.56,4.56,8.08,1.13,0.772,0.906,0.477,0.823,0.800,0.813,0.945,0.492
live fire,27,33,0,0,13.75,16.75,-0.53,-0.254,0.195,0.639,149,4.04,4.04,8.32,1.00,0.798,0.917,0.454,0.796,0.733,0.840,0.956,0.497
live fire,28,33,0,0,14.25,16.75,-0.64,-0.318,0.195,0.611,149,3.53,3.53,8.64,1.12,0.824,0.907,0.432,0.796,0.700,0.867,0.946,0.499
live fire,29,33,0,0,14.75,16.75,-0.75,-0.393,0.196,0.639,150,3.02,3.02,8.93,1.43,0.849,0.881,0.406,0.801,0.733,0.894,0.919,0.489
live fire,30,33,0,0,15.25,16.75,-0.85,-0.466,0.198,0.611,151,2.51,2.51,8.71,1.51,0.875,0.874,0.381,0.806,0.700,0.921,0.912,0.491
