carte,col,lig,niveau,composante,x,y,z,h_m,v,e,nb_visibles,d_arme_forte_m,d_arme_m,d_objectif_m,d_couvert_m,r_prox,m_prox,h_n,v_n,e_n,r_n,m_n,score
streets,-5,-22,1,1,-2.25,-10.75,2.13,1.456,0.000,0.000,0,14.47,2.62,6.27,0.00,0.686,1.000,1.000,0.000,0.000,0.614,1.000,0.573
streets,-4,-22,0,0,-1.75,-10.75,0.00,-0.641,0.000,0.000,0,12.64,3.62,4.86,0.00,0.757,1.000,0.000,0.000,0.000,0.717,1.000,0.293
streets,-4,-22,1,1,-1.75,-10.75,2.13,1.489,0.000,0.000,0,14.17,2.33,6.16,0.00,0.692,1.000,1.000,0.000,0.000,0.623,1.000,0.575
streets,-3,-22,0,1,-1.25,-10.75,2.13,1.533,0.000,0.000,0,13.97,2.12,6.04,0.00,0.698,1.000,1.000,0.000,0.000,0.631,1.000,0.576
streets,-2,-22,0,0,-0.75,-10.75,0.00,-0.560,0.000,0.000,0,12.32,2.62,4.63,0.00,0.769,1.000,0.009,0.000,0.000,0.734,1.000,0.299
streets,-1,-22,0,0,-0.25,-10.75,0.00,-0.521,0.000,0.000,0,12.21,2.12,4.51,0.00,0.774,1.000,0.032,0.000,0.000,0.743,1.000,0.308
streets,0,-22,0,0,0.25,-10.75,0.00,-0.489,0.022,0.194,17,12.09,1.62,4.51,0.50,0.774,0.958,0.051,0.112,0.241,0.743,0.843,0.277
streets,1,-22,0,0,0.75,-10.75,0.00,-0.456,0.041,0.389,32,12.21,1.12,4.63,0.50,0.769,0.958,0.071,0.211,0.483,0.734,0.843,0.264
streets,2,-22,0,0,1.25,-10.75,0.00,-0.439,0.043,0.333,33,12.33,0.71,4.74,0.71,0.763,0.941,0.081,0.217,0.414,0.726,0.778,0.268
streets,3,-22,0,0,1.75,-10.75,0.00,-0.436,0.048,0.333,37,12.62,0.50,4.86,1.12,0.757,0.907,0.082,0.243,0.414,0.717,0.650,0.252
streets,9,-22,0,0,4.75,-10.75,2.01,1.509,0.039,0.306,30,14.32,6.45,10.04,2.44,0.498,0.796,1.000,0.197,0.379,0.339,0.235,0.385
streets,10,-22,0,0,5.25,-10.75,2.00,1.477,0.035,0.167,27,14.43,6.33,9.54,2.23,0.523,0.815,1.000,0.178,0.207,0.375,0.303,0.425
streets,14,-22,0,0,7.25,-10.75,0.42,-0.372,0.039,0.278,30,19.20,7.07,8.85,2.05,0.558,0.830,0.120,0.197,0.345,0.425,0.359,0.163
streets,15,-22,0,0,7.75,-10.75,0.49,-0.389,0.058,0.528,45,19.33,7.21,8.99,1.68,0.551,0.860,0.110,0.296,0.655,0.415,0.475,0.148
streets,16,-22,0,0,8.25,-10.75,0.59,-0.351,0.056,0.528,43,19.58,7.71,9.49,2.18,0.526,0.818,0.133,0.283,0.655,0.378,0.317,0.121
streets,17,-22,0,0,8.75,-10.75,0.71,-0.304,0.076,0.528,59,19.43,8.23,10.00,1.53,0.500,0.873,0.160,0.388,0.655,0.341,0.521,0.174
streets,18,-22,0,0,9.25,-10.75,0.84,-0.242,0.096,0.472,74,19.28,8.74,9.93,1.42,0.503,0.882,0.197,0.487,0.586,0.346,0.556,0.221
streets,19,-22,0,0,9.75,-10.75,0.97,-0.159,0.096,0.472,74,19.27,9.26,9.78,1.83,0.511,0.848,0.247,0.487,0.586,0.357,0.427,0.219
streets,20,-22,0,0,10.25,-10.75,1.06,-0.111,0.098,0.472,76,19.13,9.77,9.65,2.12,0.518,0.823,0.275,0.500,0.586,0.367,0.335,0.218
streets,21,-22,0,0,10.75,-10.75,1.15,-0.076,0.098,0.444,76,19.22,10.28,9.74,1.69,0.513,0.859,0.296,0.500,0.552,0.360,0.470,0.249
streets,22,-22,0,0,11.25,-10.75,1.30,0.026,0.098,0.389,76,19.31,10.80,9.82,1.54,0.509,0.872,0.356,0.500,0.483,0.354,0.518,0.283
streets,-14,-21,0,1,-6.75,-10.25,2.00,0.984,0.040,0.306,31,19.24,7.40,5.94,2.94,0.703,0.755,0.924,0.204,0.379,0.639,0.078,0.401
streets,-13,-21,0,1,-6.25,-10.25,2.00,1.031,0.040,0.333,31,18.74,6.90,5.83,2.53,0.708,0.789,0.952,0.204,0.414,0.646,0.207,0.425
streets,-12,-21,0,1,-5.75,-10.25,2.00,1.076,0.041,0.361,32,18.24,6.40,5.95,2.12,0.703,0.823,0.979,0.211,0.448,0.638,0.335,0.446
streets,-11,-21,0,1,-5.25,-10.25,2.00,1.115,0.038,0.389,29,17.83,5.98,6.07,1.83,0.697,0.848,1.000,0.191,0.483,0.629,0.428,0.456
streets,-10,-21,0,1,-4.75,-10.25,2.00,1.160,0.030,0.306,23,17.42,5.57,6.18,1.41,0.691,0.882,1.000,0.151,0.379,0.621,0.557,0.481
streets,-8,-21,0,1,-3.75,-10.25,2.00,1.242,0.003,0.056,2,17.19,5.35,9.86,1.82,0.507,0.849,1.000,0.013,0.069,0.352,0.431,0.427
streets,-7,-21,0,1,-3.25,-10.25,2.00,1.283,0.003,0.056,2,16.78,4.94,9.38,1.72,0.531,0.857,1.000,0.013,0.069,0.386,0.462,0.439
streets,-5,-21,0,0,-2.25,-10.25,0.00,-0.636,0.000,0.000,0,12.94,4.00,5.48,0.00,0.726,1.000,0.000,0.000,0.000,0.672,1.000,0.284
streets,-5,-21,1,1,-2.25,-10.25,2.13,1.493,0.000,0.000,0,14.17,2.33,6.77,0.00,0.661,1.000,1.000,0.000,0.000,0.577,1.000,0.565
streets,-4,-21,0,0,-1.75,-10.25,0.00,-0.598,0.000,0.000,0,12.44,3.50,5.36,0.00,0.732,1.000,0.000,0.000,0.000,0.681,1.000,0.286
streets,-4,-21,1,1,-1.75,-10.25,2.13,1.532,0.000,0.000,0,13.76,1.92,6.66,0.00,0.667,1.000,1.000,0.000,0.000,0.586,1.000,0.567
streets,-3,-21,0,0,-1.25,-10.25,0.00,-0.547,0.000,0.000,0,11.94,3.00,5.24,0.00,0.738,1.000,0.016,0.000,0.000,0.689,1.000,0.293
streets,-3,-21,1,1,-1.25,-10.25,2.13,1.582,0.000,0.000,0,13.47,1.62,6.54,0.00,0.673,1.000,1.000,0.000,0.000,0.595,1.000,0.569
streets,-2,-21,0,0,-0.75,-10.25,0.00,-0.512,0.000,0.000,0,11.82,2.50,5.13,0.00,0.744,1.000,0.037,0.000,0.000,0.698,1.000,0.301
streets,-2,-21,1,1,-0.75,-10.25,2.13,1.617,0.000,0.000,0,13.35,1.50,6.42,0.00,0.679,1.000,1.000,0.000,0.000,0.603,1.000,0.571
streets,-1,-21,0,0,-0.25,-10.25,0.00,-0.479,0.000,0.000,0,11.71,2.00,5.01,0.00,0.749,1.000,0.057,0.000,0.000,0.706,1.000,0.308
streets,-1,-21,1,1,-0.25,-10.25,2.13,1.651,0.000,0.000,0,13.23,1.71,6.37,0.00,0.682,1.000,1.000,0.000,0.000,0.607,1.000,0.571
streets,0,-21,0,0,0.25,-10.25,0.00,-0.445,0.000,0.000,0,11.59,1.50,5.01,0.00,0.749,1.000,0.077,0.000,0.000,0.706,1.000,0.314
streets,0,-21,1,1,0.25,-10.25,2.13,1.685,0.000,0.000,0,13.18,2.12,6.37,0.00,0.682,1.000,1.000,0.000,0.000,0.607,1.000,0.571
streets,1,-21,0,0,0.75,-10.25,0.00,-0.414,0.000,0.000,0,11.71,1.00,5.13,0.00,0.744,1.000,0.095,0.000,0.000,0.698,1.000,0.318
streets,1,-21,1,1,0.75,-10.25,2.13,1.716,0.000,0.000,0,13.30,2.33,6.42,0.00,0.679,1.000,1.000,0.000,0.000,0.603,1.000,0.571
streets,3,-21,0,0,1.75,-10.25,0.00,-0.396,0.040,0.250,31,12.33,0.00,5.36,1.00,0.732,0.917,0.106,0.204,0.310,0.681,0.687,0.265
streets,9,-21,0,0,4.75,-10.25,1.08,0.586,0.034,0.222,26,13.27,8.20,10.96,1.94,0.452,0.839,0.689,0.171,0.276,0.271,0.394,0.313
streets,15,-21,0,0,7.75,-10.25,0.65,-0.252,0.044,0.333,34,19.30,7.73,9.51,2.20,0.525,0.817,0.192,0.224,0.414,0.377,0.311,0.162
streets,16,-21,0,0,8.25,-10.25,0.69,-0.286,0.054,0.500,42,19.08,7.94,9.72,2.41,0.514,0.799,0.171,0.276,0.621,0.362,0.245,0.123
streets,17,-21,0,0,8.75,-10.25,0.79,-0.261,0.070,0.472,54,18.92,8.37,9.58,1.66,0.521,0.862,0.186,0.355,0.586,0.372,0.480,0.185
streets,18,-21,0,0,9.25,-10.25,0.91,-0.202,0.097,0.528,75,18.78,8.88,9.43,1.12,0.528,0.907,0.221,0.493,0.655,0.383,0.649,0.241
streets,19,-21,0,0,9.75,-10.25,1.06,-0.110,0.098,0.500,76,18.76,9.40,9.28,1.42,0.536,0.882,0.275,0.500,0.621,0.394,0.556,0.252
streets,20,-21,0,0,10.25,-10.25,1.17,-0.050,0.105,0.583,81,18.62,9.91,9.14,1.84,0.543,0.847,0.311,0.533,0.724,0.404,0.424,0.236
streets,21,-21,0,0,10.75,-10.25,1.29,-0.000,0.101,0.500,78,18.70,10.42,9.22,1.54,0.539,0.872,0.341,0.513,0.621,0.398,0.517,0.269
streets,22,-21,0,0,11.25,-10.25,1.38,0.030,0.105,0.500,81,18.80,10.93,9.32,1.03,0.534,0.914,0.359,0.533,0.621,0.391,0.676,0.301
streets,23,-21,0,0,11.75,-10.25,1.54,0.127,0.085,0.278,66,18.90,11.45,9.41,0.51,0.530,0.957,0.416,0.434,0.345,0.384,0.840,0.363
streets,24,-21,0,0,12.25,-10.25,1.64,0.175,0.000,0.000,0,19.09,11.96,9.52,0.00,0.524,1.000,0.445,0.000,0.000,0.376,1.000,0.359
streets,-13,-20,0,1,-6.25,-9.75,2.00,1.089,0.034,0.278,26,18.95,7.10,6.33,2.83,0.683,0.764,0.987,0.171,0.345,0.610,0.114,0.418
streets,-12,-20,0,1,-5.75,-9.75,2.00,1.131,0.031,0.306,24,18.54,6.69,6.45,2.53,0.678,0.789,1.000,0.158,0.379,0.601,0.207,0.426
streets,-11,-20,0,1,-5.25,-9.75,2.00,1.163,0.031,0.306,24,18.13,6.28,6.57,2.12,0.672,0.823,1.000,0.158,0.379,0.593,0.335,0.443
streets,-10,-20,0,1,-4.75,-9.75,2.00,1.203,0.023,0.222,18,17.92,6.07,6.68,1.91,0.666,0.840,1.000,0.118,0.276,0.584,0.400,0.459
streets,-9,-20,0,1,-4.25,-9.75,2.00,1.238,0.003,0.028,2,17.58,5.73,10.15,1.82,0.493,0.849,1.000,0.013,0.034,0.330,0.431,0.428
streets,-8,-20,0,1,-3.75,-9.75,2.00,1.277,0.001,0.028,1,17.08,5.23,9.65,1.01,0.518,0.916,1.000,0.007,0.034,0.367,0.684,0.472
streets,-7,-20,0,1,-3.25,-9.75,2.00,1.314,0.003,0.056,2,16.58,4.74,9.15,1.22,0.543,0.898,1.000,0.013,0.069,0.403,0.618,0.466
streets,-6,-20,0,1,-2.75,-9.75,2.13,1.486,0.001,0.028,1,16.07,4.22,8.99,1.01,0.550,0.916,1.000,0.007,0.034,0.415,0.684,0.482
streets,-4,-20,0,0,-1.75,-9.75,0.00,-0.561,0.004,0.083,3,13.54,5.22,7.46,2.10,0.627,0.825,0.008,0.020,0.103,0.527,0.342,0.148
streets,-4,-20,1,1,-1.75,-9.75,2.13,1.569,0.000,0.000,0,13.47,1.62,7.16,0.00,0.642,1.000,1.000,0.000,0.000,0.549,1.000,0.560
streets,-3,-20,0,0,-1.25,-9.75,0.01,-0.502,0.005,0.111,4,11.44,3.12,5.74,0.50,0.713,0.958,0.043,0.026,0.138,0.653,0.843,0.255
streets,-3,-20,1,1,-1.25,-9.75,2.13,1.617,0.000,0.000,0,13.06,1.21,7.04,0.00,0.648,1.000,1.000,0.000,0.000,0.558,1.000,0.562
streets,-2,-20,0,0,-0.75,-9.75,0.00,-0.472,0.000,0.000,0,11.32,2.62,5.63,0.00,0.719,1.000,0.061,0.000,0.000,0.661,1.000,0.301
streets,-2,-20,1,1,-0.75,-9.75,2.13,1.658,0.000,0.000,0,12.85,1.00,6.92,0.00,0.654,1.000,1.000,0.000,0.000,0.566,1.000,0.563
streets,-1,-20,0,0,-0.25,-9.75,0.00,-0.439,0.000,0.000,0,11.21,2.12,5.51,0.00,0.724,1.000,0.080,0.000,0.000,0.670,1.000,0.308
streets,-1,-20,1,1,-0.25,-9.75,2.13,1.690,0.000,0.000,0,12.73,1.50,6.87,0.00,0.657,1.000,1.000,0.000,0.000,0.570,1.000,0.564
streets,0,-20,0,0,0.25,-9.75,0.00,-0.409,0.000,0.000,0,11.09,1.71,5.51,0.00,0.724,1.000,0.098,0.000,0.000,0.670,1.000,0.313
streets,0,-20,1,1,0.25,-9.75,2.13,1.720,0.000,0.000,0,12.68,1.62,6.87,0.00,0.657,1.000,1.000,0.000,0.000,0.571,1.000,0.564
streets,1,-20,0,0,0.75,-9.75,0.00,-0.382,0.000,0.000,0,11.21,1.50,5.63,0.00,0.719,1.000,0.115,0.000,0.000,0.661,1.000,0.317
streets,1,-20,1,1,0.75,-9.75,2.13,1.748,0.000,0.000,0,12.80,1.91,6.92,0.00,0.654,1.000,1.000,0.000,0.000,0.567,1.000,0.563
streets,9,-20,0,0,4.75,-9.75,-0.17,-0.660,0.021,0.167,16,12.14,8.51,9.83,1.00,0.508,0.917,0.000,0.105,0.207,0.353,0.687,0.164
streets,10,-20,0,0,5.25,-9.75,-0.17,-0.703,0.051,0.139,39,12.26,8.63,9.95,0.50,0.503,0.958,0.000,0.257,0.172,0.345,0.843,0.221
streets,11,-20,0,0,5.75,-9.75,-0.17,-0.772,0.000,0.000,0,12.38,8.75,10.25,0.00,0.488,1.000,0.000,0.000,0.000,0.323,1.000,0.215
streets,15,-20,0,0,7.75,-9.75,0.74,-0.179,0.043,0.389,33,18.86,8.24,9.61,2.71,0.520,0.774,0.235,0.217,0.483,0.370,0.152,0.138
streets,16,-20,0,0,8.25,-9.75,0.75,-0.247,0.049,0.472,38,18.58,8.36,9.32,2.82,0.534,0.765,0.195,0.250,0.586,0.391,0.115,0.116
streets,17,-20,0,0,8.75,-9.75,0.85,-0.219,0.062,0.556,48,18.43,8.67,9.09,3.13,0.545,0.739,0.211,0.316,0.690,0.408,0.018,0.107
streets,18,-20,0,0,9.25,-9.75,1.02,-0.126,0.091,0.556,70,18.27,9.11,8.92,1.04,0.554,0.914,0.266,0.461,0.690,0.420,0.675,0.254
streets,19,-20,0,0,9.75,-9.75,1.16,-0.060,0.097,0.528,75,18.25,9.55,8.77,1.13,0.562,0.905,0.305,0.493,0.655,0.431,0.645,0.275
streets,20,-20,0,0,10.25,-9.75,1.27,-0.012,0.098,0.500,76,18.11,10.05,8.62,1.65,0.569,0.863,0.334,0.500,0.621,0.442,0.484,0.268
streets,21,-20,0,0,10.75,-9.75,1.40,0.044,0.100,0.500,77,18.19,10.57,8.71,1.54,0.565,0.871,0.367,0.507,0.621,0.436,0.517,0.283
streets,22,-20,0,0,11.25,-9.75,1.51,0.082,0.100,0.444,77,18.29,11.08,8.80,1.03,0.560,0.914,0.390,0.507,0.552,0.429,0.677,0.323
streets,23,-20,0,0,11.75,-9.75,1.61,0.115,0.104,0.417,80,18.39,11.59,8.90,0.52,0.555,0.956,0.409,0.526,0.517,0.421,0.836,0.360
streets,24,-20,0,0,12.25,-9.75,1.76,0.208,0.000,0.000,0,18.67,12.11,9.01,0.00,0.550,1.000,0.464,0.000,0.000,0.414,1.000,0.372
streets,-6,-19,0,1,-2.75,-9.25,2.13,1.523,0.003,0.056,2,16.18,4.34,9.49,0.75,0.525,0.937,1.000,0.013,0.069,0.378,0.764,0.483
streets,-3,-19,0,0,-1.25,-9.25,0.01,-0.469,0.000,0.000,0,10.94,3.24,6.24,0.00,0.688,1.000,0.063,0.000,0.000,0.616,1.000,0.292
streets,-2,-19,0,0,-0.75,-9.25,0.00,-0.436,0.003,0.056,2,10.82,2.83,6.13,0.50,0.694,0.958,0.082,0.013,0.069,0.625,0.843,0.268
streets,-2,-19,1,1,-0.75,-9.25,2.13,1.693,0.000,0.000,0,12.35,0.50,7.42,0.00,0.629,1.000,1.000,0.000,0.000,0.530,1.000,0.556
streets,-1,-19,0,0,-0.25,-9.25,0.00,-0.403,0.005,0.111,4,10.71,2.41,6.01,0.50,0.699,0.958,0.102,0.026,0.138,0.633,0.843,0.268
streets,-1,-19,1,1,-0.25,-9.25,2.13,1.726,0.000,0.000,0,12.23,1.00,7.37,0.00,0.632,1.000,1.000,0.000,0.000,0.534,1.000,0.557
streets,0,-19,0,0,0.25,-9.25,0.00,-0.370,0.005,0.111,4,10.59,2.12,6.01,0.50,0.699,0.958,0.122,0.026,0.138,0.633,0.843,0.274
streets,0,-19,1,1,0.25,-9.25,2.13,1.759,0.000,0.000,0,12.19,1.21,7.37,0.00,0.632,1.000,1.000,0.000,0.000,0.534,1.000,0.557
streets,1,-19,0,0,0.75,-9.25,0.00,-0.347,0.000,0.000,0,10.71,2.00,6.13,0.00,0.694,1.000,0.135,0.000,0.000,0.625,1.000,0.315
streets,9,-19,0,0,4.75,-9.25,-0.20,-0.686,0.026,0.194,20,11.64,8.01,9.33,1.12,0.533,0.907,0.000,0.132,0.241,0.390,0.650,0.166
streets,10,-19,0,0,5.25,-9.25,-0.20,-0.755,0.070,0.167,54,11.76,8.13,9.54,0.50,0.523,0.958,0.000,0.355,0.207,0.375,0.843,0.242
streets,15,-19,0,0,7.75,-9.25,0.79,-0.156,0.044,0.389,34,18.46,8.74,9.20,3.21,0.540,0.733,0.248,0.224,0.483,0.400,0.000,0.127
streets,16,-19,0,0,8.25,-9.25,0.83,-0.193,0.043,0.472,33,18.17,8.86,8.91,3.33,0.554,0.723,0.226,0.217,0.586,0.421,0.000,0.108
streets,17,-19,0,0,8.75,-9.25,0.97,-0.129,0.051,0.500,39,17.93,9.10,8.58,3.56,0.571,0.703,0.264,0.257,0.621,0.445,0.000,0.126
streets,18,-19,0,0,9.25,-9.25,1.13,-0.050,0.089,0.528,69,17.76,9.43,8.41,1.05,0.579,0.913,0.311,0.454,0.655,0.457,0.673,0.278
streets,19,-19,0,0,9.75,-9.25,1.27,0.003,0.098,0.556,76,17.74,9.86,8.26,1.05,0.587,0.913,0.343,0.500,0.690,0.469,0.672,0.294
streets,20,-19,0,0,10.25,-9.25,1.39,0.043,0.101,0.583,78,17.60,10.29,8.11,1.56,0.594,0.870,0.366,0.513,0.724,0.479,0.512,0.277
streets,21,-19,0,0,10.75,-9.25,1.50,0.063,0.098,0.472,76,17.68,10.71,8.20,1.52,0.590,0.873,0.378,0.500,0.586,0.473,0.522,0.298
streets,22,-19,0,0,11.25,-9.25,1.61,0.085,0.108,0.528,83,17.78,11.22,8.29,1.01,0.585,0.916,0.391,0.546,0.655,0.466,0.683,0.324
streets,23,-19,0,0,11.75,-9.25,1.69,0.095,0.104,0.417,80,17.97,11.72,8.40,0.51,0.580,0.958,0.398,0.526,0.517,0.458,0.842,0.365
streets,24,-19,0,0,12.25,-9.25,1.77,0.130,0.000,0.000,0,18.25,12.23,8.51,0.00,0.575,1.000,0.418,0.000,0.000,0.450,1.000,0.365
streets,-7,-18,0,0,-3.25,-8.75,0.24,-0.359,0.102,0.306,79,10.98,6.22,8.41,2.18,0.579,0.818,0.128,0.520,0.379,0.457,0.317,0.225
streets,-7,-18,1,1,-3.25,-8.75,2.69,2.095,0.000,0.000,0,17.09,5.24,10.24,0.00,0.488,1.000,1.000,0.000,0.000,0.323,1.000,0.515
streets,-6,-18,0,0,-2.75,-8.75,0.24,-0.325,0.095,0.250,73,10.86,5.72,8.29,1.68,0.585,0.860,0.148,0.480,0.310,0.466,0.474,0.258
streets,-6,-18,1,1,-2.75,-8.75,2.69,2.129,0.000,0.000,0,16.94,5.09,10.14,0.00,0.493,1.000,1.000,0.000,0.000,0.331,1.000,0.516
streets,-5,-18,0,0,-2.25,-8.75,0.24,-0.291,0.093,0.278,72,10.74,5.34,8.17,1.30,0.591,0.892,0.168,0.474,0.345,0.475,0.593,0.277
streets,-5,-18,1,1,-2.25,-8.75,2.69,2.163,0.000,0.000,0,17.09,5.24,10.24,0.00,0.488,1.000,1.000,0.000,0.000,0.323,1.000,0.515
streets,-3,-18,0,1,-1.25,-8.75,1.58,1.140,0.000,0.000,0,14.22,2.37,10.30,0.00,0.485,1.000,1.000,0.000,0.000,0.319,1.000,0.514
streets,-2,-18,0,0,-0.75,-8.75,0.01,-0.397,0.001,0.028,1,10.33,3.12,6.63,0.52,0.669,0.957,0.105,0.007,0.034,0.588,0.837,0.271
streets,-2,-18,1,1,-0.75,-8.75,2.18,1.773,0.000,0.000,0,11.85,0.00,7.92,0.00,0.604,1.000,1.000,0.000,0.000,0.493,1.000,0.549
streets,-1,-18,0,0,-0.25,-8.75,0.01,-0.361,0.004,0.083,3,10.21,2.83,6.51,0.50,0.674,0.958,0.127,0.020,0.103,0.596,0.843,0.272
streets,-1,-18,1,1,-0.25,-8.75,2.18,1.809,0.000,0.000,0,11.73,0.50,7.87,0.00,0.606,1.000,1.000,0.000,0.000,0.497,1.000,0.549
streets,0,-18,0,0,0.25,-8.75,0.01,-0.330,0.004,0.083,3,10.10,2.62,6.51,0.50,0.674,0.958,0.145,0.020,0.103,0.596,0.843,0.278
streets,0,-18,1,1,0.25,-8.75,2.18,1.841,0.000,0.000,0,11.68,1.00,7.87,0.00,0.607,1.000,1.000,0.000,0.000,0.497,1.000,0.549
streets,1,-18,0,0,0.75,-8.75,0.01,-0.313,0.000,0.000,0,10.22,2.50,6.63,0.00,0.669,1.000,0.155,0.000,0.000,0.588,1.000,0.314
streets,3,-18,0,0,1.75,-8.75,0.24,-0.070,0.047,0.250,36,10.52,4.63,7.95,1.12,0.603,0.906,0.299,0.237,0.310,0.491,0.648,0.286
streets,4,-18,0,0,2.25,-8.75,0.24,-0.080,0.098,0.306,76,10.63,4.81,8.06,0.50,0.597,0.958,0.293,0.500,0.379,0.483,0.843,0.354
streets,5,-18,0,0,2.75,-8.75,0.24,-0.091,0.111,0.333,86,10.75,5.19,8.17,1.00,0.591,0.917,0.287,0.566,0.414,0.475,0.687,0.335
streets,6,-18,0,0,3.25,-8.75,0.24,-0.099,0.105,0.278,81,10.86,5.69,8.29,1.50,0.585,0.875,0.282,0.533,0.345,0.466,0.530,0.312
streets,9,-18,0,0,4.75,-8.75,-0.20,-0.697,0.075,0.333,58,11.14,7.51,8.83,0.50,0.558,0.958,0.000,0.382,0.414,0.427,0.843,0.226
streets,10,-18,0,0,5.25,-8.75,-0.20,-0.766,0.098,0.222,76,11.26,7.63,9.13,0.50,0.544,0.958,0.000,0.500,0.276,0.405,0.843,0.266
streets,11,-18,0,0,5.75,-8.75,-0.17,-0.815,0.000,0.000,0,11.55,8.13,9.42,0.00,0.529,1.000,0.000,0.000,0.000,0.383,1.000,0.227
streets,16,-18,0,0,8.25,-8.75,1.05,0.012,0.044,0.361,34,17.70,9.40,8.45,3.87,0.578,0.678,0.348,0.224,0.448,0.455,0.000,0.173
streets,17,-18,0,0,8.75,-8.75,1.14,0.014,0.056,0.500,43,17.40,9.54,8.14,3.68,0.593,0.694,0.349,0.283,0.621,0.477,0.000,0.164
streets,18,-18,0,0,9.25,-8.75,1.27,0.059,0.091,0.556,70,17.24,9.87,7.90,1.02,0.605,0.915,0.376,0.461,0.690,0.495,0.679,0.302
streets,19,-18,0,0,9.75,-8.75,1.39,0.085,0.105,0.583,81,17.23,10.18,7.74,1.20,0.613,0.900,0.391,0.533,0.724,0.506,0.625,0.310
streets,20,-18,0,0,10.25,-8.75,1.50,0.095,0.104,0.528,80,17.09,10.60,7.60,1.54,0.620,0.871,0.398,0.526,0.655,0.517,0.517,0.307
streets,21,-18,0,0,10.75,-8.75,1.61,0.102,0.106,0.528,82,17.17,11.03,7.69,1.63,0.616,0.864,0.401,0.539,0.655,0.511,0.490,0.306
streets,22,-18,0,0,11.25,-8.75,1.71,0.096,0.106,0.500,82,17.27,11.45,7.78,1.12,0.611,0.907,0.398,0.539,0.621,0.503,0.649,0.332
streets,23,-18,0,0,11.75,-8.75,1.77,0.100,0.108,0.472,83,17.55,11.87,7.89,0.71,0.605,0.941,0.400,0.546,0.586,0.495,0.778,0.357
streets,24,-18,0,0,12.25,-8.75,1.81,0.086,0.105,0.361,81,17.84,12.36,8.00,1.21,0.600,0.899,0.392,0.533,0.448,0.487,0.621,0.348
streets,-12,-17,0,0,-5.75,-8.25,1.87,1.155,0.000,0.000,0,12.06,9.77,10.06,0.00,0.497,1.000,1.000,0.000,0.000,0.337,1.000,0.517
streets,-11,-17,0,0,-5.25,-8.25,1.87,1.178,0.000,0.000,0,11.95,9.30,9.93,0.00,0.503,1.000,1.000,0.000,0.000,0.346,1.000,0.519
streets,-10,-17,0,0,-4.75,-8.25,1.87,1.207,0.000,0.000,0,11.85,8.80,9.74,0.00,0.513,1.000,1.000,0.000,0.000,0.360,1.000,0.522
streets,-9,-17,0,0,-4.25,-8.25,-0.16,-0.784,0.080,0.250,62,10.63,7.04,8.42,2.50,0.579,0.792,0.000,0.408,0.310,0.457,0.217,0.159
streets,-8,-17,0,0,-3.75,-8.25,-0.16,-0.745,0.091,0.361,70,10.52,6.54,8.12,2.00,0.594,0.833,0.000,0.461,0.448,0.478,0.373,0.177
streets,-7,-17,0,0,-3.25,-8.25,-0.16,-0.710,0.096,0.278,74,10.40,6.04,7.83,1.50,0.609,0.875,0.000,0.487,0.345,0.500,0.530,0.225
streets,-6,-17,0,0,-2.75,-8.25,-0.16,-0.678,0.100,0.361,77,10.28,5.54,7.71,1.50,0.614,0.875,0.000,0.507,0.448,0.509,0.530,0.215
streets,-5,-17,0,0,-2.25,-8.25,-0.16,-0.644,0.101,0.333,78,10.16,5.04,7.59,1.00,0.620,0.917,0.000,0.513,0.414,0.517,0.687,0.247
streets,-4,-17,0,0,-1.75,-8.25,-0.13,-0.581,0.087,0.278,67,10.05,4.54,7.48,0.50,0.626,0.958,0.000,0.441,0.345,0.526,0.843,0.268
streets,-3,-17,0,0,-1.25,-8.25,-0.13,-0.542,0.000,0.000,0,9.93,4.04,7.36,0.00,0.632,1.000,0.019,0.000,0.000,0.535,1.000,0.263
streets,-2,-17,0,0,-0.75,-8.25,-0.13,-0.498,0.000,0.000,0,9.81,3.54,7.14,0.00,0.643,1.000,0.046,0.000,0.000,0.551,1.000,0.274
streets,-2,-17,1,1,-0.75,-8.25,2.20,1.836,0.000,0.000,0,11.35,0.50,8.42,0.00,0.579,1.000,1.000,0.000,0.000,0.456,1.000,0.541
streets,-1,-17,0,0,-0.25,-8.25,-0.13,-0.464,0.000,0.000,0,9.70,3.24,7.02,0.00,0.649,1.000,0.066,0.000,0.000,0.559,1.000,0.282
streets,-1,-17,1,1,-0.25,-8.25,2.20,1.870,0.000,0.000,0,11.23,0.71,8.37,0.00,0.581,1.000,1.000,0.000,0.000,0.460,1.000,0.542
streets,0,-17,0,0,0.25,-8.25,-0.13,-0.442,0.000,0.000,0,9.58,3.13,7.00,0.00,0.650,1.000,0.079,0.000,0.000,0.560,1.000,0.286
streets,0,-17,1,1,0.25,-8.25,2.20,1.892,0.000,0.000,0,11.18,1.12,8.37,0.00,0.582,1.000,1.000,0.000,0.000,0.461,1.000,0.542
streets,1,-17,0,0,0.75,-8.25,-0.13,-0.421,0.000,0.000,0,9.70,3.01,7.12,0.00,0.644,1.000,0.091,0.000,0.000,0.552,1.000,0.288
streets,2,-17,0,0,1.25,-8.25,-0.13,-0.408,0.000,0.000,0,9.91,3.51,7.33,0.00,0.634,1.000,0.099,0.000,0.000,0.537,1.000,0.287
