carte;volumeIndex;string_id;nom_conception;en;fr;source;tronque;nom_brut;a_forme;x;y;z
btb_highpower;59;0xDF51DC5D;btbhp waterfall ;Waterfall Base;Base de la cascade;jeu;oui;named location btbhp waterfall ;oui;-137.099;-84.793;49.439
btb_highpower;60;0x0CDE6FAE;btbhp cliffs;Cliffs;Falaises;jeu;non;named location btbhp cliffs;oui;-104.602;-73.533;49.439
btb_highpower;61;0x7934FDD3;btbhp center pit;Center Pit;Fosse centrale;jeu;non;named location btbhp center pit;oui;-112.526;-11.321;41.378
btb_highpower;62;0xAAB1E1A1;btbhp archway;Archway;Voûte;jeu;non;named location btbhp archway;oui;-115.81;-39.618;49.439
btb_highpower;63;0xAB84953C;btbhp overlook;Overlook;Promontoire;jeu;non;named location btbhp overlook;oui;-139.126;-23.614;44.851
btb_highpower;64;0x3A4981D6;btbhp low power;Low Power;Énergie basse;jeu;non;named location btbhp low power;non;-116.27;-16.417;32.1
btb_highpower;65;0x578DB990;btbhp no power;No Power;Sans énergie;jeu;non;named location btbhp no power;non;-116.27;-16.417;22.333
btb_highpower;66;0x578DB990;btbhp no power;No Power;Sans énergie;jeu;non;named location btbhp no power;non;-153.832;-22.168;23.726
btb_highpower;67;0x3A4981D6;btbhp low power;Low Power;Énergie basse;jeu;non;named location btbhp low power;non;-153.832;-22.168;33.493
btb_highpower;68;0x1044F489;btbhp sandwich;Sandwich;Sandwich;jeu;non;named location btbhp sandwich;non;-145.97;-68.817;48.956
btb_highpower;69;0xAB84953C;btbhp overlook;Overlook;Promontoire;jeu;non;named location btbhp overlook;oui;-138.407;-17.976;43.937
btb_highpower;70;0x7934FDD3;btbhp center pit;Center Pit;Fosse centrale;jeu;non;named location btbhp center pit;oui;-133.307;-15.976;43.937
catalyst;9;0x3FCBA21B;grand hall;Grand Hall;Grande salle;jeu;non;named location grand hall;oui;16.779;-0.002;27.505
catalyst;10;0xDFC6F119;overgrowth;Overgrowth;Broussailles;jeu;non;named location overgrowth;oui;-16.577;-0.002;27.805
catalyst;11;0x2065625E;middle;Middle;Centre;jeu;non;named location middle;oui;0.223;-0.052;27.505
catalyst;12;0x555CA63B;top mid;Top Mid;Milieu haut;jeu;non;named location top mid;non;-0.041;0.006;28.51
catalyst;13;0x0814B63D;middle ramp;Middle Ramp;Rampe centrale;jeu;non;named location middle ramp;non;-0.041;-6.475;27.686
catalyst;14;0x0814B63D;middle ramp;Middle Ramp;Rampe centrale;jeu;non;named location middle ramp;non;-0.041;6.393;27.686
catalyst;15;0x0814B63D;middle ramp;Middle Ramp;Rampe centrale;jeu;non;named location middle ramp;non;-0.041;7.617;27.01
catalyst;16;0x0814B63D;middle ramp;Middle Ramp;Rampe centrale;jeu;non;named location middle ramp;non;-0.041;-7.583;27.01
catalyst;17;0xBA33339A;base;Base;Base;jeu;non;named location base;oui;-0.041;11.567;27.01
catalyst;18;0x2F632C53;pit;Pit;Fosse;jeu;non;named location pit;oui;7.559;10.267;24.71
catalyst;19;0x0225EB16;balcony;Balcony;Balcon;jeu;non;named location balcony;oui;-0.041;3.117;24.31
catalyst;20;0x0225EB16;balcony;Balcony;Balcon;jeu;non;named location balcony;oui;0.18;-3.127;24.31
catalyst;21;0x52AA091A;bottom mid;Bottom Mid;Milieu bas;jeu;non;named location bottom mid;oui;0.159;0.067;21.91
catalyst;22;0xBA33339A;base;Base;Base;jeu;non;named location base;oui;-0.041;-11.601;27.01
catalyst;23;0x2F632C53;pit;Pit;Fosse;jeu;non;named location pit;oui;7.559;-10.933;24.71
catalyst;24;0xFA62B65D;overlook;Overlook;Promontoire;jeu;non;named location overlook;oui;9.859;0.067;26.438
catalyst;25;0x8723743E;catwalk;Catwalk;Passerelle;jeu;non;named location catwalk;oui;-13.241;6.294;28.556
catalyst;26;0x8723743E;catwalk;Catwalk;Passerelle;jeu;non;named location catwalk;oui;-13.241;-6.272;28.556
catalyst;27;0xF4BDAD29;mohawk;Mohawk;Crête iroquoise;jeu;non;named location mohawk;oui;11.059;0.067;22.738
catalyst;28;0x62247A03;spine;Spine;Squelette;jeu;non;named location spine;oui;-10.341;0.067;22.638
catalyst;29;0x5BF429B3;plank;Plank;Planche;jeu;non;named location plank;oui;-8.241;0.067;25.31
catalyst;30;0x62247A03;spine;Spine;Squelette;jeu;non;named location spine;oui;-9.141;0.067;25.31
catalyst;31;0x095E2E95;window;Window;Fenêtre;jeu;non;named location window;oui;-11.243;-8.116;24.414
catalyst;32;0x095E2E95;window;Window;Fenêtre;jeu;non;named location window;oui;-11.243;8.952;24.414
catalyst;33;0xAF047E83;closed hall;Closed Hall;Salle fermée;jeu;non;named location closed hall;oui;6.001;-8.035;26.973
catalyst;34;0xAF047E83;closed hall;Closed Hall;Salle fermée;jeu;non;named location closed hall;oui;6.001;8.913;26.973
catalyst;35;0xF01AD1E5;open hall;Open Hall;Salle ouverte;jeu;non;named location open hall;oui;-6.848;8.913;26.973
catalyst;36;0xF01AD1E5;open hall;Open Hall;Salle ouverte;jeu;non;named location open hall;oui;-6.848;-8.079;26.973
chasm;14;0x0A16C501;cobalt base;Cobalt Base;Socle de cobalt;jeu;non;named location cobalt base;oui;-51.36;-70.227;-136.424
chasm;15;0x1711A2F9;cobalt bridge;Cobalt Bridge;Pont de cobalt;jeu;non;named location cobalt bridge;oui;-54.4;-62.2;-138.0
chasm;16;0x2C4E9524;gold base;Gold Base;Base d’or;jeu;non;named location gold base;oui;-82.96;-54.227;-136.424
chasm;17;0x1B0016D9;cobalt back room;Cobalt Back Room;Arrière-salle de cobalt;jeu;non;named location cobalt back room;oui;-62.4;-80.2;-136.3
chasm;18;0xD47CED3D;gold back room;Gold Back Room;Arrière-salle dorée;jeu;non;named location gold back room;oui;-72.0;-44.2;-136.3
chasm;19;0x033EC3C2;gold attic;Gold Attic;Grenier d’or;jeu;non;named location gold attic;oui;-52.2;-44.8;-136.2
chasm;20;0x352D4955;cobalt attic;Cobalt Attic;Grenier de cobalt;jeu;non;named location cobalt attic;oui;-82.2;-79.6;-136.2
chasm;21;0x4F5B8FC2;gold bridge;Gold Bridge;Pont d’or;jeu;non;named location gold bridge;oui;-80.0;-62.2;-138.0
chasm;22;0x827480AD;middle bridge;Middle Bridge;Pont central;jeu;non;named location middle bridge;oui;-67.2;-62.2;-138.0
chasm;23;0x795E14FE;heaven;Heaven;Ciel;jeu;non;named location heaven;oui;-67.176;-62.182;-133.781
chasm;24;0x6D110799;cobalt flank;Cobalt Flank;Flanc de cobalt;jeu;non;named location cobalt flank;oui;-50.8;-65.4;-138.05
chasm;25;0x6A5D3262;gold flank;Gold Flank;Flanc d’or;jeu;non;named location gold flank;oui;-83.6;-59.0;-138.05
chasm;26;0x763DA4AF;cobalt short cut;Cobalt Short Cut;Raccourci de cobalt;jeu;non;named location cobalt short cut;oui;-75.6;-65.4;-137.3
chasm;27;0xDD405E09;gold short cut;Gold Short Cut;Raccourci d'or;jeu;non;named location gold short cut;oui;-58.8;-59.0;-137.3
chasm;28;0xA264EE9F;gold jungle;Gold Jungle;Jungle d'or;jeu;non;named location gold jungle;oui;-70.4;-58.6;-136.6
chasm;29;0xE20A6A74;cobalt jungle;Cobalt Jungle;Jungle de cobalt;jeu;non;named location cobalt jungle;oui;-64.0;-65.8;-136.6
chasm;30;0xC5D70431;oh no;OHH NOOO;OOOH NOOON;jeu;non;named location oh no;oui;-67.194;-62.195;-152.5
chasm;31;0x1AED6AD6;yeehaw;YEEEHAAAAAAAAAAAW;OUUUAIIIIIIIIIIIS;jeu;non;named location yeehaw;oui;-67.2;-62.2;-142.5
chasm;32;0x1AED6AD6;yeehaw;YEEEHAAAAAAAAAAAW;OUUUAIIIIIIIIIIIS;jeu;non;named location yeehaw;oui;-54.3;-62.2;-142.5
chasm;33;0x1AED6AD6;yeehaw;YEEEHAAAAAAAAAAAW;OUUUAIIIIIIIIIIIS;jeu;non;named location yeehaw;oui;-80.0;-62.2;-142.5
chasm;34;0x0E3A56CF;chasm;Chasm;Précipice;jeu;non;named location chasm;oui;-67.2;-62.6;-133.9
chasm;35;0xC56C106E;clegg;Clegg;Clegg;jeu;non;named location clegg;non;-85.339;-64.39;-132.95
chasm;36;0x673ED747;tooth pick;Tooth Pick;Cure-dent;jeu;non;named location tooth pick;non;-49.061;-60.01;-132.95
chasm;37;0xE4A95F42;yeet;YEET;YEET;jeu;non;named location yeet;oui;-57.565;-67.616;-136.0
chasm;38;0xE4A95F42;yeet;YEET;YEET;jeu;non;named location yeet;oui;-76.835;-56.784;-136.0
chasm;39;0x24221F2D;energy bridge;Energy Bridge;Pont énergétique;jeu;non;named location energy bridge;oui;-73.575;-62.154;-138.596
chasm;40;0x24221F2D;energy bridge;Energy Bridge;Pont énergétique;jeu;non;named location energy bridge;oui;-60.775;-62.154;-138.607
ctf_aquarius;0;0x555CA63B;top mid;Top Mid;Milieu haut;jeu;non;named location top mid;oui;0.0;0.0;4.409
ctf_aquarius;1;0x250DD42E;pump;Pump;Pompe;jeu;non;named location pump;oui;-0.0;8.4;4.409
ctf_aquarius;2;0x555CA63B;top mid;Top Mid;Milieu haut;jeu;non;named location top mid;oui;0.0;-8.397;4.409
ctf_aquarius;3;0x90C3C943;hydro;Hydro;Hydro;jeu;non;named location hydro;oui;-0.036;-11.446;2.985
ctf_aquarius;4;0x90C3C943;hydro;Hydro;Hydro;jeu;non;named location hydro;oui;0.0;-6.6;2.5
ctf_aquarius;5;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;oui;-0.0;6.6;2.5
ctf_aquarius;6;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;oui;4.032;10.488;1.095
ctf_aquarius;7;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;oui;-4.014;10.319;1.095
ctf_aquarius;8;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;oui;-0.0;6.6;2.5
ctf_aquarius;9;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;oui;-4.014;10.319;1.095
ctf_aquarius;10;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;non;-3.7;8.75;6.077
ctf_aquarius;11;0x98BFD031;yellow refrigera;Yellow Refrigeration;Refroidissement jaune;jeu;oui;named location yellow refrigera;oui;-9.8;10.35;4.377
ctf_aquarius;12;0x36E6A152;yellow base;Yellow Base;Base jaune;jeu;non;named location yellow base;oui;-12.5;0.0;5.45
ctf_aquarius;13;0x36E6A152;yellow base;Yellow Base;Base jaune;jeu;non;named location yellow base;oui;-19.1;0.0;4.35
ctf_aquarius;14;0x12E4BC12;yellow courtyard;Yellow Courtyard;Grande cour jaune;jeu;non;named location yellow courtyard;oui;-7.9;0.0;3.85
ctf_aquarius;15;0x12E4BC12;yellow courtyard;Yellow Courtyard;Grande cour jaune;jeu;non;named location yellow courtyard;oui;-7.9;0.0;5.55
ctf_aquarius;16;0x12E4BC12;yellow courtyard;Yellow Courtyard;Grande cour jaune;jeu;non;named location yellow courtyard;oui;-3.529;0.0;3.85
ctf_aquarius;17;0x12E4BC12;yellow courtyard;Yellow Courtyard;Grande cour jaune;jeu;non;named location yellow courtyard;oui;-3.529;0.0;5.45
ctf_aquarius;18;0x52AA091A;bottom mid;Bottom Mid;Milieu bas;jeu;non;named location bottom mid;oui;0.0;0.0;2.736
ctf_aquarius;19;0xF836A2AB;yellow utility;Yellow Utility;Utilitaire jaune;jeu;non;named location yellow utility;oui;-10.4;-10.8;4.736
ctf_aquarius;20;0xCD20561C;blue base;Blue Base;Base bleue;jeu;non;named location blue base;oui;12.5;0.0;5.513
ctf_aquarius;21;0xCD20561C;blue base;Blue Base;Base bleue;jeu;non;named location blue base;oui;20.6;0.0;4.35
ctf_aquarius;22;0x4AC048A2;blue courtyard;Blue Courtyard;Grande cour bleue;jeu;non;named location blue courtyard;oui;7.9;0.0;3.85
ctf_aquarius;23;0x4AC048A2;blue courtyard;Blue Courtyard;Grande cour bleue;jeu;non;named location blue courtyard;oui;7.9;0.0;5.75
ctf_aquarius;24;0x4AC048A2;blue courtyard;Blue Courtyard;Grande cour bleue;jeu;non;named location blue courtyard;oui;3.571;0.0;5.45
ctf_aquarius;25;0x4AC048A2;blue courtyard;Blue Courtyard;Grande cour bleue;jeu;non;named location blue courtyard;oui;3.52;0.0;3.85
ctf_aquarius;26;0x911CEFCE;blue refrigerati;Blue Refrigeration;Refroidissement bleu;jeu;oui;named location blue refrigerati;oui;10.005;10.35;4.377
ctf_aquarius;27;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;non;3.673;8.75;6.077
ctf_aquarius;28;0x8C6321E8;planters;Planters;Serre;jeu;non;named location planters;oui;7.4;10.319;1.095
ctf_aquarius;29;0xDBF379E0;blue utility;Blue Utility;Utilitaire bleu;jeu;non;named location blue utility;oui;10.4;-10.8;4.736
ctf_aquarius;30;0x5E8B13A0;sceret tunnel;Secret Tunnel;Tunnel secret;jeu;non;named location sceret tunnel;oui;0.0;0.0;-1.991
ctf_bazaar;0;0xCC991348;market;Market;Marché;jeu;non;named location market;oui;0.0;2.2;6.5
ctf_bazaar;1;0xEEBAD262;tower;Tower;Tour;jeu;non;named location tower;oui;-0.0;-5.425;2.538
ctf_bazaar;2;0x1421A36F;tower stairs;Tower Stairs;Escaliers de la tour;jeu;non;named location tower stairs;oui;3.537;-7.713;0.688
ctf_bazaar;3;0x1421A36F;tower stairs;Tower Stairs;Escaliers de la tour;jeu;non;named location tower stairs;oui;-3.735;-7.713;0.688
ctf_bazaar;4;0x07BD6222;tower basement;Tower Basement;Sous-sol de la tour;jeu;non;named location tower basement;oui;-0.063;-11.613;-1.112
ctf_bazaar;5;0x0F4EC82B;crawl space;Crawl Space;Espace étroit;jeu;non;named location crawl space;oui;0.337;-14.313;2.088
ctf_bazaar;6;0x5C437F4C;east alley;East Alley;Allée est;jeu;non;named location east alley;oui;8.427;-11.313;0.488
ctf_bazaar;7;0x3F16A5B4;den;Den;Tanière;jeu;non;named location den;oui;10.29;-5.094;4.105
ctf_bazaar;8;0x8A0E8C10;east courtyard;East Courtyard;Grande cour est;jeu;non;named location east courtyard;oui;16.19;-0.894;4.105
ctf_bazaar;9;0x35F87BEA;antenna;Antenna;Antenne;jeu;non;named location antenna;oui;11.61;5.506;1.493
ctf_bazaar;10;0x35F87BEA;antenna;Antenna;Antenne;jeu;non;named location antenna;oui;11.61;5.506;3.993
ctf_bazaar;11;0x11CC5221;east base;East Base;Base est;jeu;non;named location east base;oui;20.89;0.206;4.105
ctf_bazaar;12;0x177AB986;west courtyard;West Courtyard;Grande cour ouest;jeu;non;named location west courtyard;oui;-16.21;0.906;4.105
ctf_bazaar;13;0x338C7469;west base;West Base;Base ouest;jeu;non;named location west base;oui;-20.91;0.206;4.105
ctf_bazaar;14;0x54F76157;west alley;West Alley;Allée ouest;jeu;non;named location west alley;oui;-13.073;-11.313;0.488
ctf_bazaar;15;0x936AD79A;cafe;Cafe;Café;jeu;non;named location cafe;oui;-10.31;-5.094;4.105
ctf_bazaar;16;0x89C194ED;palm tree;Palm Tree;Palmier;jeu;non;named location palm tree;oui;-11.59;5.506;1.493
ctf_bazaar;17;0x89C194ED;palm tree;Palm Tree;Palmier;jeu;non;named location palm tree;oui;-11.59;5.506;3.993
ctf_bazaar;18;0xB2FE386B;west market brid;West Market Bridge;Pont du marché ouest;jeu;oui;named location west market brid;oui;-7.108;3.162;4.1
ctf_bazaar;19;0xC977819C;east market brid;East Market Bridge;Pont du marché est;jeu;oui;named location east market brid;oui;7.092;3.162;4.1
ctf_bazaar;20;0xE0156660;library;Library;Bibliothèque;jeu;non;named location library;oui;6.792;10.262;4.1
ctf_bazaar;21;0x68553B32;lockers;Lockers;Casiers;jeu;non;named location lockers;oui;-6.427;10.262;4.1
ctf_bazaar;22;0xA5D3C246;truck;Truck;Camion;jeu;non;named location truck;oui;-0.062;11.043;1.959
ctf_bazaar;23;0x327260B6;west gate;West Gate;Porte ouest;jeu;non;named location west gate;oui;-10.225;-0.009;1.272
ctf_bazaar;24;0xF6F70241;east gate;East Gate;Porte est;jeu;non;named location east gate;oui;10.058;-0.222;1.272
ctf_bazaar;25;0xAD96BDA9;stalls;Stalls;Stands;jeu;non;named location stalls;oui;-0.055;2.579;3.139
ctf_bazaar;26;0xCC991348;market;Market;Marché;jeu;non;named location market;oui;0.0;2.2;1.503
ctf_bazaar;27;0xF6F70241;east gate;East Gate;Porte est;jeu;non;named location east gate;oui;12.229;-0.222;3.972
ctf_bazaar;28;0x327260B6;west gate;West Gate;Porte ouest;jeu;non;named location west gate;oui;-9.085;-0.222;3.972
ctf_breaker;19;0xB5D92C37;btbbreak lava pi;Blast Pit;Fosse à explosion;jeu;oui;named location btbbreak lava pi;oui;6.486;-0.365;9.987
ctf_breaker;20;0xA6A5F925;btbbreak laser h;Blast House;Maison à explosion;jeu;oui;named location btbbreak laser h;oui;22.386;-0.365;17.187
ctf_breaker;21;0xF2AD7360;btbbreak upper d;Overlook;Promontoire;jeu;oui;named location btbbreak upper d;oui;-4.614;-0.365;28.287
ctf_breaker;22;0xF2AD7360;btbbreak upper d;Overlook;Promontoire;jeu;oui;named location btbbreak upper d;oui;-4.614;-7.665;28.287
ctf_breaker;23;0xF2AD7360;btbbreak upper d;Overlook;Promontoire;jeu;oui;named location btbbreak upper d;oui;-4.614;11.235;28.287
ctf_breaker;24;0x68F92EAA;btbbreak center ;Launch Ramps;Rampes de lancement;jeu;oui;named location btbbreak center ;oui;6.486;-0.365;18.287
ctf_breaker;25;0x68F92EAA;btbbreak center ;Launch Ramps;Rampes de lancement;jeu;oui;named location btbbreak center ;oui;6.486;-0.365;23.287
ctf_breaker;26;0x68F92EAA;btbbreak center ;Launch Ramps;Rampes de lancement;jeu;oui;named location btbbreak center ;oui;6.486;10.435;18.287
ctf_breaker;27;0xF2AD7360;btbbreak upper d;Overlook;Promontoire;jeu;oui;named location btbbreak upper d;oui;-4.614;7.335;28.287
ctf_breaker;28;0x68F92EAA;btbbreak center ;Launch Ramps;Rampes de lancement;jeu;oui;named location btbbreak center ;oui;6.486;6.835;18.287
ctf_breaker;29;0x25F35196;btbbreak turbine;Turbine Blast Deck;Pont d'explosion de la turbine;jeu;oui;named location btbbreak turbine;oui;16.586;12.735;23.287
ctf_breaker;30;0x25F35196;btbbreak turbine;Turbine Blast Deck;Pont d'explosion de la turbine;jeu;oui;named location btbbreak turbine;oui;13.086;8.835;17.687
ctf_breaker;31;0x25F35196;btbbreak turbine;Turbine Blast Deck;Pont d'explosion de la turbine;jeu;oui;named location btbbreak turbine;oui;16.586;14.435;23.287
ctf_breaker;32;0x25F35196;btbbreak turbine;Turbine Blast Deck;Pont d'explosion de la turbine;jeu;oui;named location btbbreak turbine;oui;10.686;12.835;17.687
ctf_breaker;33;0xDDFDBA74;btbbreak flappy ;Flappy Flap;Envol;jeu;oui;named location btbbreak flappy ;oui;-2.514;-0.39;18.287
ctf_breaker;34;0xFE86E32B;btbbreak turbine;Turbine Interchange;Échangeur de la turbine;jeu;oui;named location btbbreak turbine;oui;-6.114;15.635;23.287
ctf_breaker;35;0xFE86E32B;btbbreak turbine;Turbine Interchange;Échangeur de la turbine;jeu;oui;named location btbbreak turbine;oui;-7.014;21.335;23.287
ctf_breaker;36;0xC53D390C;btbbreak frig tu;Frigate Interchange;Échangeur de la frégate;jeu;oui;named location btbbreak frig tu;oui;-4.614;-14.365;28.287
ctf_breaker;37;0xC53D390C;btbbreak frig tu;Frigate Interchange;Échangeur de la frégate;jeu;oui;named location btbbreak frig tu;oui;-7.814;-24.165;28.287
ctf_breaker;38;0xF2AD7360;btbbreak upper d;Overlook;Promontoire;jeu;oui;named location btbbreak upper d;oui;-4.614;-10.765;28.287
ctf_breaker;39;0x68F92EAA;btbbreak center ;Launch Ramps;Rampes de lancement;jeu;oui;named location btbbreak center ;oui;0.786;-7.665;28.287
ctf_breaker;40;0x68F92EAA;btbbreak center ;Launch Ramps;Rampes de lancement;jeu;oui;named location btbbreak center ;oui;6.486;-10.765;23.287
ctf_breaker;41;0xA5E65DAE;btbbreak frig ho;Frigate Blast Deck;Pont d'explosion de la frégate;jeu;oui;named location btbbreak frig ho;oui;16.586;-8.565;23.287
ctf_breaker;42;0xA5E65DAE;btbbreak frig ho;Frigate Blast Deck;Pont d'explosion de la frégate;jeu;oui;named location btbbreak frig ho;oui;16.586;-13.765;23.287
ctf_breaker;43;0xA5E65DAE;btbbreak frig ho;Frigate Blast Deck;Pont d'explosion de la frégate;jeu;oui;named location btbbreak frig ho;oui;11.686;-13.865;23.287
ctf_breaker;44;0xA5E65DAE;btbbreak frig ho;Frigate Blast Deck;Pont d'explosion de la frégate;jeu;oui;named location btbbreak frig ho;oui;11.686;-11.465;23.287
ctf_breaker;45;0xC0CB72A5;btbbreak tunnel;Tunnel;Tunnel;jeu;non;named location btbbreak tunnel;oui;-6.614;11.635;13.787
ctf_breaker;46;0xC0CB72A5;btbbreak tunnel;Tunnel;Tunnel;jeu;non;named location btbbreak tunnel;oui;-6.614;-5.065;13.787
ctf_breaker;47;0xC0CB72A5;btbbreak tunnel;Tunnel;Tunnel;jeu;non;named location btbbreak tunnel;oui;-6.614;2.135;11.787
ctf_breaker;48;0xC0CB72A5;btbbreak tunnel;Tunnel;Tunnel;jeu;non;named location btbbreak tunnel;oui;-5.014;-0.765;14.687
ctf_breaker;49;0x21D96A97;btbbreak garbage;Garbage Chute;Vide-ordures;jeu;oui;named location btbbreak garbage;oui;-8.314;-0.765;14.687
ctf_breaker;50;0x2F1980FA;btbbreak turbine;Turbine Base;Base de turbine;jeu;oui;named location btbbreak turbine;oui;6.386;30.935;23.287
ctf_breaker;51;0x2F1980FA;btbbreak turbine;Turbine Base;Base de turbine;jeu;oui;named location btbbreak turbine;oui;6.386;23.135;23.287
ctf_breaker;52;0x2F1980FA;btbbreak turbine;Turbine Base;Base de turbine;jeu;oui;named location btbbreak turbine;oui;6.386;19.735;23.287
ctf_breaker;53;0x2F1980FA;btbbreak turbine;Turbine Base;Base de turbine;jeu;oui;named location btbbreak turbine;oui;4.786;15.535;23.287
ctf_breaker;54;0xF2AD7360;btbbreak upper d;Overlook;Promontoire;jeu;oui;named location btbbreak upper d;oui;-11.714;-0.365;28.287
ctf_breaker;55;0x80406115;btbbreak frig ba;Frigate Base;Base de la frégate;jeu;oui;named location btbbreak frig ba;oui;6.386;-82.665;23.287
ctf_breaker;56;0x80406115;btbbreak frig ba;Frigate Base;Base de la frégate;jeu;oui;named location btbbreak frig ba;oui;6.386;-24.365;23.287
ctf_breaker;57;0x80406115;btbbreak frig ba;Frigate Base;Base de la frégate;jeu;oui;named location btbbreak frig ba;oui;18.386;-19.965;23.287
ctf_breaker;58;0x80406115;btbbreak frig ba;Frigate Base;Base de la frégate;jeu;oui;named location btbbreak frig ba;oui;3.186;-17.165;23.287
ctf_breaker;59;0x06A2D795;btbbreak turbine;Turbine Pit;Fosse à turbine;jeu;oui;named location btbbreak turbine;oui;6.386;30.935;10.687
ctf_forbidden;1;0x4F41C8C3;over grown base;Overgrown Base;Base luxuriante;jeu;non;named location over grown base;oui;8.575;-11.879;2.675
ctf_forbidden;2;0xB95027C1;over grown back ;Overgrown Back Base;Base arrière luxuriante;jeu;oui;named location over grown back ;oui;12.4;-21.0;4.9
ctf_forbidden;3;0x7E72F918;over grown ramp;Overgrown Ramp;Rampe luxuriante;jeu;non;named location over grown ramp;oui;12.6;-8.6;2.8
ctf_forbidden;4;0x90A108F7;over grown long ;Overgrown Long Hall;Longère luxuriante;jeu;oui;named location over grown long ;oui;7.66;-15.594;3.625
ctf_forbidden;5;0x87BD0EC3;over grown back ;Overgrown Back Ledge;Arrière-corniche luxuriante;jeu;oui;named location over grown back ;oui;21.403;-13.852;4.099
ctf_forbidden;6;0x305CD04A;over grown flank;Overgrown Flank;Flanc luxuriant;jeu;non;named location over grown flank;oui;17.071;-12.461;1.825
ctf_forbidden;7;0x445A1D49;over grown court;Overgrown Courtyard;Cour luxuriante;jeu;oui;named location over grown court;oui;7.149;-5.772;1.782
ctf_forbidden;8;0x445A1D49;over grown court;Overgrown Courtyard;Cour luxuriante;jeu;oui;named location over grown court;oui;7.149;-5.772;5.197
ctf_forbidden;9;0xBD329923;over grown stage;Overgrown Stage;Scène luxuriante;jeu;non;named location over grown stage;oui;4.465;-16.842;3.651
ctf_forbidden;10;0x826B70DF;over grown mohaw;Overgrown Mohawk;Mohawk luxuriant;jeu;oui;named location over grown mohaw;oui;1.093;-20.11;3.076
ctf_forbidden;11;0xA9D02179;over grown big d;Overgrown Big Door;Grande porte luxuriante;jeu;oui;named location over grown big d;oui;2.931;-20.602;3.654
ctf_forbidden;12;0x7AAF373E;over grown nest;Overgrown Nest;Nid luxuriant;jeu;non;named location over grown nest;oui;-2.533;-15.899;3.501
ctf_forbidden;13;0xDDB4E2CA;over grown back ;Overgrown Nest;Nid luxuriant;jeu;oui;named location over grown back ;oui;-9.406;-19.035;3.72
ctf_forbidden;14;0x318BBABE;over grown stree;Overgrown Street;Rue luxuriante;jeu;oui;named location over grown stree;oui;-6.092;-13.045;3.1
ctf_forbidden;15;0x5B67F54D;over grown botto;Overgrown Bottom Street;Rue du bas luxuriante;jeu;oui;named location over grown botto;oui;-6.092;-13.045;1.4
ctf_forbidden;16;0xFD0D1FFA;over grown bat l;Overgrown Bat Ledge;Corniche de chauve-souris luxuriante;jeu;oui;named location over grown bat l;oui;-12.799;-14.246;2.525
ctf_forbidden;17;0x05BE479F;dried pillar;Dried Jumps;Sauts secs;jeu;non;named location dried pillar;oui;-11.19;-11.056;2.028
ctf_forbidden;18;0x149A71B1;over grown sneak;Overgrown Sneaky;Coupe-gorge luxuriant;jeu;oui;named location over grown sneak;oui;-7.899;-14.246;3.025
ctf_forbidden;19;0x081614A2;over grown rat t;Overgrown Rat Tunnel;Tunnel à rats luxuriant;jeu;oui;named location over grown rat t;oui;17.371;-4.597;0.9
ctf_forbidden;20;0x3A832995;over grown platf;Overgrown Platform;Plateforme luxuriante;jeu;oui;named location over grown platf;oui;6.306;0.387;4.108
ctf_forbidden;21;0x081614A2;over grown rat t;Overgrown Rat Tunnel;Tunnel à rats luxuriant;jeu;oui;named location over grown rat t;oui;17.171;-0.097;0.5
ctf_forbidden;22;0x0BBED0AE;over grown rat h;Overgrown Rat Hole;Trou de rat luxuriant;jeu;oui;named location over grown rat h;oui;16.822;-0.582;4.202
ctf_forbidden;23;0x77309927;over grown attic;Overgrown Attic;Grenier luxuriant;jeu;non;named location over grown attic;oui;11.206;0.387;4.108
ctf_forbidden;24;0xDE13D3D5;over grown hut;Overgrown Hut;Cabane luxuriante;jeu;non;named location over grown hut;oui;6.306;5.687;4.108
ctf_forbidden;25;0xD9FB95D3;over grown top m;Overgrown Mid;Milieu luxuriant;jeu;oui;named location over grown top m;oui;1.706;0.387;4.108
ctf_forbidden;26;0xB15407D9;over grown pilla;Overgrown Pillars;Piliers luxuriants;jeu;oui;named location over grown pilla;oui;11.056;5.88;-0.398
ctf_forbidden;27;0xC3F87E92;over grown divin;Overgrown Diving Board;Plongeoir luxuriant;jeu;oui;named location over grown divin;oui;2.13;-6.007;0.546
ctf_forbidden;28;0x50DD86E1;dried landing;Dried Landing;Ponton sec;jeu;non;named location dried landing;oui;-2.87;-6.007;-0.354
ctf_forbidden;29;0xCCBB8E07;what the;What The?!?!;Qu'est-ce que...;jeu;non;named location what the;oui;-2.464;-4.842;3.446
ctf_forbidden;30;0xBA4D6F22;over grown patio;Overgrown Patio;Patio luxuriant;jeu;non;named location over grown patio;oui;12.265;5.02;2.905
ctf_forbidden;31;0x610D3B49;hello there;Hello There!;Salut, tout le monde !;jeu;non;named location hello there;non;18.992;-1.516;4.798
