ti	archetype	i	component	level	status	deser_addr	grammar	bits_typ	code_source	doc_field	product_use	meaning_fr	exploitable_fr	confidence	notes
7	forge-sim-generic-*	3	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	4	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	5	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	6	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	7	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	8	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	9	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	10	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	11	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	12	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	13	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	14	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	15	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	16	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	17	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	18	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	19	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	20	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	21	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	22	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	23	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	24	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	25	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	26	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	27	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	28	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	29	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	30	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	31	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	32	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	33	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	34	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	35	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	36	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	37	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	38	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	39	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	40	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	41	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	42	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	43	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	44	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	45	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	46	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	47	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	48	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	49	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	50	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	51	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	52	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	53	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	54	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	55	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	56	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	57	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	58	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	59	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	60	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	61	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	62	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
7	forge-sim-generic-*	63	forge-sim-generic-component	1	non_porte						aucun	inconnu		aucune	
9	managed-player (le profil du joueur)	0	managed-player-team-designator-component	0	porte	FUN_140f581e8	R(4)	4	traverse.go:478		aucun — l'equipe du rejeu vient de la base	L'EQUIPE du joueur	4 bits qui donnent l'equipe. Un rejeu autonome de la base pour la composition d'equipe, et un controle croise gratuit.	haute	niveau_jeu=1
9	managed-player (le profil du joueur)	1	managed-player-color-override-component	1	porte	FUN_142ed5b54	8 x R(8) = 64	64	traverse.go:588		aucun	les COULEURS d'armure du joueur (2 couleurs RGBA quantifiees)	Colorer chaque marqueur du rejeu avec la VRAIE couleur d'armure du joueur, au lieu d'une teinte d'equipe. Decode, jete.	haute	
9	managed-player (le profil du joueur)	2	managed-player-flags-component	1	porte	FUN_142ed5bac	R(4)	4	traverse.go:593		aucun	drapeaux de profil	inconnu	haute	
9	managed-player (le profil du joueur)	3	managed-player-back-button-scoreboard-flair-component	1	porte	FUN_142ed5af4	R(32)	32	traverse.go:596		aucun	l'ornement de tableau des scores	cosmetique	haute	
9	managed-player (le profil du joueur)	4	managed-player-forge-weather-effect-overrides-component	1	non_porte						aucun	inconnu		aucune	
9	managed-player (le profil du joueur)	5	managed-player-active-mission-name-component	1	porte	FUN_142ed5ab0	R(32) + R(32)	64	traverse.go:696		aucun	le nom de la mission active	campagne	haute	
9	managed-player (le profil du joueur)	6	managed-player-show-active-mission-name-in-hud-component	1	porte	FUN_142ed5d68	R(1)	1	traverse.go:700		aucun	afficher le nom de mission	campagne	haute	
9	managed-player (le profil du joueur)	7	managed-player-campaign-progress-component	1	porte	FUN_142ed5b18	R(8)	8	traverse.go:703		aucun	la progression de campagne	campagne	haute	
9	managed-player (le profil du joueur)	8	managed-player-current-season-component	1	porte	FUN_142ed5b88	R(32)	32	traverse.go:706		aucun	la saison en cours	La saison du jeu au moment du match, lue dans le film : datation independante.	haute	
9	managed-player (le profil du joueur)	9	managed-player-custom-input-prompt-widget	1	partiel	FUN_141fcf160	portes + R(32) + R(3) compteur ; si le compteur depasse 0, boucle a etiquette -> desync propre	variable	traverse.go:709		aucun	le widget d'invite personnalisee	interface	haute	
10	managed-object-boundary (limites d'objet)	0	managed-object-boundary-visibility-component	0	porte	FUN_141169e90	32 x R(1)	32	traverse.go:879		aucun	32 drapeaux de visibilite de limite	inconnu	haute	niveau_jeu=1
10	managed-object-boundary (limites d'objet)	1	managed-object-boundary-color-component	1	non_porte						aucun	inconnu		aucune	niveau_jeu=2
10	managed-object-boundary (limites d'objet)	2	managed-object-navpoint-component	2	non_porte						aucun	inconnu		aucune	niveau_jeu=1
10	managed-object-boundary (limites d'objet)	3	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	4	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	5	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	6	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	7	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	8	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	9	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	10	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	11	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	12	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	13	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	14	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	15	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	16	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	17	managed-object-navpoint-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	18	managed-object-networked-property-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	19	managed-object-networked-property-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	20	managed-object-networked-property-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	21	managed-object-networked-property-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	22	managed-object-interaction-filter-component	1	non_porte						aucun	inconnu		aucune	niveau_jeu=2
10	managed-object-boundary (limites d'objet)	23	managed-object-flags-component	2	non_porte						aucun	inconnu		aucune	niveau_jeu=1
10	managed-object-boundary (limites d'objet)	24	managed-object-looping-sound-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	25	managed-object-looping-sound-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	26	managed-object-rtpc-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	27	managed-object-rtpc-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	28	managed-object-rtpc-component	1	non_porte						aucun	inconnu		aucune	
10	managed-object-boundary (limites d'objet)	29	managed-object-rtpc-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	0	managed-objective-timers-component	0	non_porte		inconnue	inconnu			aucun	les minuteurs de l'objectif	Combien de temps reste-t-il avant qu'une capture aboutisse.	moyenne	niveau_jeu=1
11	managed-objective (le suivi d'objectif du HUD)	1	managed-objective-color-component	1	non_porte		inconnue	inconnu			aucun	la couleur / le camp de l'objectif	A qui appartient l'objectif a l'instant T.	moyenne	
11	managed-objective (le suivi d'objectif du HUD)	2	managed-objective-formatted-text-component	1	deser_non_cable		R(1) presence [+ R(32) + R(3) count + liste taguee] (consumeObjectiveFormattedText) — deser ecrit, non branche	inconnu	components_batch3.go:22		aucun	le texte formate affiche au joueur	Le libelle exact que le jeu affichait — un nommage gratuit s'il devenait lisible.	moyenne	deser sans adresse EXE etablie : porte depuis le workflow port-ecs-deathchains, jamais recoupe a un FUN_
11	managed-objective (le suivi d'objectif du HUD)	3	managed-objective-object-reference-component	1	non_porte		inconnue	inconnu			aucun	LA REFERENCE vers l'objet physique (le drapeau, le crane, le noyau)	C'EST LA CLE de tout le chantier des objectifs vivants : suivre cette reference menerait a l'entite qui PORTE la position du drapeau. Aujourd'hui inatteignable.	haute	
11	managed-objective (le suivi d'objectif du HUD)	4	managed-objective-interaction-filter-component	1	non_porte		inconnue	inconnu			aucun	qui a le droit d'interagir avec l'objectif	Presente a tort comme « le mur » par un brief anterieur : le mur est en realite au premier composant present.	haute	niveau_jeu=2
11	managed-objective (le suivi d'objectif du HUD)	5	managed-objective-type-component	2	non_porte		inconnue	inconnu			aucun	LE TYPE d'objectif (drapeau, zone, colline, crane...)	Quel objectif est actif, sans dependre du nom de variante de mode.	haute	niveau_jeu=1
11	managed-objective (le suivi d'objectif du HUD)	6	managed-objective-enabled-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	7	managed-objective-priority-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	8	managed-objective-message-type-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	9	managed-objective-secondary-formatted-text-component	1	deser_non_cable		meme forme que i2, meme deser (consumeObjectiveFormattedText) — deser ecrit, non branche	inconnu	components_batch3.go:22		aucun	le texte secondaire	jumeau d'i2	moyenne	deser sans adresse EXE etablie : porte depuis le workflow port-ecs-deathchains, jamais recoupe a un FUN_
11	managed-objective (le suivi d'objectif du HUD)	10	managed-objective-is-new-and-unseen-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	11	managed-objective-is-only-one-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	12	managed-objective-progress-component	1	non_porte		inconnue	inconnu			aucun	LA PROGRESSION de l'objectif (ou en est la capture)	Une barre de capture en direct sur le rejeu — la demande produit explicite. Avec i13 elle donne une fraction.	haute	
11	managed-objective (le suivi d'objectif du HUD)	13	managed-objective-required-progress-component	1	non_porte		inconnue	inconnu			aucun	la progression REQUISE (le denominateur de la capture)	avec i12 : la fraction de capture	haute	
11	managed-objective (le suivi d'objectif du HUD)	14	managed-objective-state-component	1	non_porte		inconnue	inconnu			aucun	L'ETAT vivant de l'objectif	Contesté, neutre, tenu : l'etat d'une zone image par image.	haute	
11	managed-objective (le suivi d'objectif du HUD)	15	managed-objective-parent-objective-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	16	managed-objective-sub-objective-entities-component	1	non_porte		inconnue	inconnu			aucun	les SOUS-OBJECTIFS (les zones A/B/C d'un mode a bases)	L'IDENTITE DE ZONE (quelle base est tenue par qui) est declaree « non recuperable hors ligne » depuis longtemps ; ces 16 emplacements sont la seule piste qui reste, et elle n'a jamais ete lue.	moyenne	
11	managed-objective (le suivi d'objectif du HUD)	17	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	18	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	19	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	20	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	21	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	22	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	23	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	24	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	25	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	26	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	27	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	28	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	29	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	30	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	31	managed-objective-sub-objective-entities-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	32	managed-objective-outro-phase-duration-component	1	non_porte						aucun	inconnu		aucune	
11	managed-objective (le suivi d'objectif du HUD)	33	managed-objective-forced-update-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	0	managed-navpoint-sub-type-component	0	porte	FUN_1410e0cac	R(32)	32	traverse.go:490		aucun	le SOUS-TYPE du point de navigation (drapeau ? zone ? coequipier ?)	10 entites de navigation par film, avec un sous-type de 32 bits lisible : le meilleur candidat REEL pour dire « ce marqueur designe le drapeau bleu », en contournant le mur de ti=11. Jamais sonde.	moyenne	niveau_jeu=1
12	managed-navpoint (point de navigation)	1	managed-navpoint-flags-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	2	managed-navpoint-visibility-distance-filters-component	1	non_porte						aucun	inconnu		aucune	niveau_jeu=3
12	managed-navpoint (point de navigation)	3	managed-navpoint-visible-offscreen-filters-component	3	non_porte						aucun	inconnu		aucune	niveau_jeu=2
12	managed-navpoint (point de navigation)	4	managed-navpoint-can-be-occluded-filters-component	2	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	5	managed-navpoint-visibility-filter-component	2	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	6	managed-navpoint-docking-filter-component	2	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	7	managed-navpoint-docking-order-component	2	non_porte						aucun	inconnu		aucune	niveau_jeu=1
12	managed-navpoint (point de navigation)	8	managed-navpoint-docking-group-name-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	9	managed-navpoint-formatted-text-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	10	managed-navpoint-timers-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	11	managed-navpoint-manual-timer-initial-duration-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	12	managed-navpoint-manual-timer-current-duration-component	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	13	managed-navpoint-top-progress	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	14	managed-navpoint-radial-progress	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	15	managed-navpoint-bottom-progress	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	16	managed-navpoint-override-flags	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	17	managed-navpoint-object-marker	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	18	managed-navpoint-position-offset	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	19	managed-navpoint-visual-states-component	1	non_porte						aucun	inconnu		aucune	niveau_jeu=2
12	managed-navpoint (point de navigation)	20	managed-navpoint-visual-state-groups-component-0	2	non_porte						aucun	inconnu		aucune	niveau_jeu=1
12	managed-navpoint (point de navigation)	21	managed-navpoint-visual-state-groups-component-1	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	22	managed-navpoint-visual-state-groups-component-2	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	23	managed-navpoint-visual-state-groups-component-3	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	24	managed-navpoint-visual-state-groups-component-4	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	25	managed-navpoint-visual-state-groups-component-5	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	26	managed-navpoint-visual-state-groups-component-6	1	non_porte						aucun	inconnu		aucune	
12	managed-navpoint (point de navigation)	27	managed-navpoint-visual-state-groups-component-7	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	0	managed-object-property-name-component	0	porte	FUN_142ed69d8	R(32)	32	traverse.go:487		aucun	le NOM d'une propriete d'objet (identifiant 32 bits)	Un identifiant de chaine 32 bits resolvable dans les modules du jeu : une voie de NOMMAGE des objets, comme le tag eqip l'a ete pour ti=37.	moyenne	niveau_jeu=1
13	managed-object-property	1	managed-object-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	2	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	3	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	4	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	5	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	6	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	7	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	8	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	9	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	10	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	11	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	12	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	13	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	14	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	15	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	16	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	17	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	18	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	19	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	20	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	21	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	22	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	23	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	24	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	25	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	26	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	27	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	28	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	29	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	30	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	31	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	32	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
13	managed-object-property	33	managed-object-player-masked-property-component	1	non_porte						aucun	inconnu		aucune	
14	crew (escouade IA)	0	crew-order-component	0	porte	FUN_142ed4274	R(3) + R(1) [si 1 : vec3 quantifie 6+niveau]	4-40	traverse.go:508		aucun	l'ordre donne (avec un point de destination)	campagne	haute	niveau_jeu=1
14	crew (escouade IA)	1	crew-marked-objects-component	1	partiel	FUN_142ed421c	R(1) ; si 1 -> largeur runtime, desync propre	1+	traverse.go:541		aucun	les objets marques par l'escouade	campagne	haute	
14	crew (escouade IA)	2	crew-orders-off-flags-component	1	porte	FUN_142ed428c	R(8)	8	traverse.go:453		aucun	les ordres desactives	campagne	haute	
15	nav-cutscene	0	nav-cutscene-flag-component	0	partiel	FUN_142ed69b8	R(1) ; si 1 -> bloc vec3 runtime, desync propre	1+	traverse.go:546		aucun	drapeau de cinematique de navigation	campagne	haute	niveau_jeu=1
15	nav-cutscene	1	nav-cutscene-flag-component	1	partiel	FUN_142ed69b8			traverse.go:546		aucun	inconnu		aucune	
15	nav-cutscene	2	nav-cutscene-flag-component	1	partiel	FUN_142ed69b8			traverse.go:546		aucun	inconnu		aucune	
15	nav-cutscene	3	nav-cutscene-flag-component	1	partiel	FUN_142ed69b8			traverse.go:546		aucun	inconnu		aucune	
16	scene / script	0	change-scene-component	0	porte	FUN_142ed3fcc	FUN_142ed3fcc	inconnu	traverse.go:295		aucun	un changement de scene	inconnu	haute	niveau_jeu=1
16	scene / script	1	branch-script-results-component	1	porte	FUN_142ed3dcc	R(6) + R(32)	38	traverse.go:398		aucun	le resultat d'un script de branchement	inconnu	haute	
16	scene / script	2	branch-script-results-component	1	porte	FUN_142ed3dcc			traverse.go:398		aucun	inconnu		aucune	
16	scene / script	3	branch-script-results-component	1	porte	FUN_142ed3dcc			traverse.go:398		aucun	inconnu		aucune	
16	scene / script	4	branch-script-results-component	1	porte	FUN_142ed3dcc			traverse.go:398		aucun	inconnu		aucune	
16	scene / script	5	track-frame-component	1	porte	FUN_142ed740c	FUN_142ed740c	inconnu	traverse.go:765		aucun	l'image d'une piste de cinematique	campagne	haute	
17	music (la musique)	0	music-variables-component	0	porte	FUN_142ed66bc	32 x (R(1) ; si 0 : R(2) + R(32) + R(32))	32-2 176	traverse.go:469		aucun	32 variables de mixage musical	L'INTENSITE musicale que le jeu calcule est une mesure de TENSION deja faite par le moteur : un indicateur de moment fort, gratuit, jamais lu.	haute	niveau_jeu=1
17	music (la musique)	1	music-state-component	1	porte	FUN_142ed5ef0	R(1)+R(32)+R(32)+R(1)+R(32)+R(1)+portes...	100-200	traverse.go:599		aucun	l'etat de la piste musicale	idem i0	haute	
18	effect (effet visuel)	0	effect-state-data-component	0	partiel	FUN_142ed438c	R(1) [+ R(32) tag] ; puis marqueurs a largeur RUNTIME -> desync propre	1-66 avant desync	traverse.go:557		aucun	l'etat d'un effet visuel (explosion, fumee, etincelles) et son tag	Le tag R(32) de l'effet est LISIBLE avant le mur : il nommerait les explosions et les impacts, la ou le rejeu les reconstruit aujourd'hui a partir des tirs et des grenades. Jamais sonde.	moyenne	niveau_jeu=2
18	effect (effet visuel)	1	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	2	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	3	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	4	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	5	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
